#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="CoalescentConstant.t:ThiesDiscoINDELs" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="ConstantPopulation.t:ThiesDiscoINDELs" spec="beast.evolution.tree.coalescent.ConstantPopulation">
#                <parameter id="popSize.t:ThiesDiscoINDELs" name="popSize">0.3</parameter>
#            </populationModel>
#            <treeIntervals id="TreeIntervals.t:ThiesDiscoINDELs" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                <tree id="Tree.t:ThiesDiscoINDELs">
#                    <trait id="dateTrait.t:ThiesDiscoINDELs" spec="beast.evolution.tree.TraitSet" traitname="date">
#                Th086.07=7.0,
#Th106.09=9.0,
#Th230.12=12.0,
#Th074.13=13.0,
#Th132.11=11.0,
#Th162.12=12.0,
#Th196.12=12.0,
#Th106.11=11.0,
#Th117.11=11.0,
#Th134.11=11.0                
#                                    <taxa id="TaxonSet.ThiesDiscoINDELs" spec="beast.evolution.alignment.TaxonSet">
#                        </taxa>
#                    </trait>
#                    <taxonset idref="TaxonSet.ThiesDiscoINDELs"/>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <prior id="ClockPrior.c:ThiesDiscoINDELs" name="distribution">
#            <parameter id="clockRate.c:ThiesDiscoINDELs" name="x">1.0</parameter>
#            <Uniform id="Uniform.0" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="PopSizePrior.t:ThiesDiscoINDELs" name="distribution" x="@popSize.t:ThiesDiscoINDELs">
#            <OneOnX id="OneOnX.0" name="distr"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@ThiesDiscoINDELs" id="treeLikelihood.ThiesDiscoINDELs" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:ThiesDiscoINDELs">
#            <siteModel id="SiteModel.s:ThiesDiscoINDELs" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:ThiesDiscoINDELs" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:ThiesDiscoINDELs" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:ThiesDiscoINDELs" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:ThiesDiscoINDELs" spec="beast.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:ThiesDiscoINDELs" id="StrictClock.c:ThiesDiscoINDELs" spec="beast.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	mutationRate	clockRate	popSize	CoalescentConstant.
2347000	-9205.42784199855	-9117.38986642189	-88.03797557665968	-9117.38986642189	1236.1516684578055	1.0	8.130611395240293E-5	1200.4047044780955	-80.94756154400909
2348000	-9195.381391962239	-9119.117753213504	-76.26363874873435	-9119.117753213504	457.5586771457526	1.0	2.2461682867964966E-4	898.9330613870346	-69.46243017600375
2349000	-9198.161676746611	-9117.16432549552	-80.9973512510913	-9117.16432549552	704.6592026972522	1.0	1.435779163503729E-4	1656.5846692909868	-73.58483791729147
2350000	-9203.21798947441	-9112.823637365784	-90.39435210862625	-9112.823637365784	1756.8997111780761	1.0	5.5028374952529754E-5	3161.5814015149167	-82.33552448370801
2351000	-9197.759124604576	-9118.07390814801	-79.68521645656705	-9118.07390814801	610.4715733803624	1.0	1.5170137975413462E-4	864.6456176256916	-72.92289672418742
2352000	-9187.759081794613	-9115.240208826543	-72.51887296807094	-9115.240208826543	239.34678486805745	1.0	3.927034900799861E-4	853.5334216729409	-65.76948826822826
2353000	-9193.641636792065	-9119.206848967897	-74.43478782416845	-9119.206848967897	352.9459883835765	1.0	2.916023079468363E-4	460.50594932491305	-68.3024620492842
2354000	-9198.410654763926	-9117.348507237974	-81.06214752595157	-9117.348507237974	701.1704956524372	1.0	1.3899885974277205E-4	1368.3412378963048	-73.84079301596813
2355000	-9192.337452238351	-9125.516176754452	-66.82127548389792	-9125.516176754452	181.3567975314703	1.0	5.414940813432423E-4	378.46653622729025	-60.885147826481685
2356000	-9185.969198316736	-9122.667991725479	-63.30120659125784	-9122.667991725479	124.6744896834204	1.0	8.185901439190859E-4	152.09779933796753	-58.27668286061818
2357000	-9187.084404556414	-9116.836343601015	-70.24806095539915	-9116.836343601015	219.50804649595545	1.0	4.589903878416157E-4	657.128708316638	-63.76018105303159
2358000	-9194.218090939947	-9117.358260557556	-76.85983038239023	-9117.358260557556	434.76237181242146	1.0	2.3184412780628114E-4	1129.2880029645994	-69.83048775514341
2359000	-9204.585372989508	-9118.40921276306	-86.17616022644813	-9118.40921276306	1113.3709239089167	1.0	9.175620194119786E-5	2973.2546182487004	-78.1787477635758
2360000	-9204.357335173576	-9116.792948275093	-87.56438689848237	-9116.792948275093	1423.3488926903522	1.0	7.407845380619411E-5	2822.6132282446547	-79.61896848696747
2361000	-9199.188645789098	-9120.924462525245	-78.26418326385279	-9120.924462525245	556.6801724920982	1.0	1.846411154158975E-4	971.2887828983161	-71.38555943205611
2362000	-9201.296850073504	-9115.578536969715	-85.71831310378985	-9115.578536969715	1097.4935970729398	1.0	8.853793711128994E-5	1935.268192347225	-78.15031190723391
2363000	-9194.140736211373	-9116.109568140646	-78.0311680707281	-9116.109568140646	484.99075020314234	1.0	1.9946645384728875E-4	1279.2853962223194	-70.8771111539144
2364000	-9193.848643166706	-9117.107151338176	-76.74149182853077	-9117.107151338176	469.7470135384619	1.0	2.1261746754668758E-4	680.742041191644	-70.21830838828043
2365000	-9204.392749107014	-9121.638061609092	-82.75468749792202	-9121.638061609092	766.194473733596	1.0	1.3559643000396606E-4	2179.360742674105	-75.06790062244681
2366000	-9206.674776303998	-9113.766500509295	-92.90827579470293	-9113.766500509295	1874.1765776747577	1.0	5.2230483183484996E-5	6615.011166736379	-84.11117903006212
2367000	-9212.682327992543	-9113.536318396933	-99.14600959561056	-9113.536318396933	3925.089696878614	1.0	2.4985915685156096E-5	10770.11608688607	-89.86147904679157
2368000	-9210.426384361237	-9115.221258574384	-95.20512578685407	-9115.221258574384	2804.913418245234	1.0	3.554489658849271E-5	6616.718791965674	-86.40777091155893
2369000	-9201.734158962527	-9115.04470344094	-86.68945552158571	-9115.04470344094	1220.2202488356265	1.0	8.179802856737053E-5	2122.922543147586	-79.02890654516999
2370000	-9196.586483536461	-9116.761931701143	-79.82455183531802	-9116.761931701143	578.1246296787986	1.0	1.5927279341512238E-4	1621.8845622138035	-72.43320777320385
2371000	-9191.98353384862	-9118.453380372646	-73.53015347597311	-9118.453380372646	340.72791040538783	1.0	2.807733710900321E-4	649.001650391822	-67.05471821629564
2372000	-9188.966726353912	-9116.438568040125	-72.5281583137876	-9116.438568040125	300.4189751925093	1.0	3.112321728369185E-4	523.3484012837275	-66.26791091226595
2373000	-9190.97821803865	-9116.494656079312	-74.48356195933741	-9116.494656079312	366.78635053815424	1.0	2.716025304080027E-4	557.6533647534428	-68.15982440010633
2374000	-9190.2335598025	-9117.206868984673	-73.02669081782699	-9117.206868984673	327.6040737710868	1.0	3.0431119939794E-4	666.5191882897968	-66.52462188899054
2375000	-9201.71624243933	-9112.539723441003	-89.17651899832785	-9112.539723441003	1624.86843990686	1.0	6.146963522023262E-5	2786.91169461526	-81.24382965609303
2376000	-9212.06175251286	-9117.881877138556	-94.17987537430375	-9117.881877138556	2346.6027892015913	1.0	4.241691993770325E-5	7506.239511383444	-85.25638548579421
2377000	-9215.966289600454	-9115.375168822073	-100.59112077838026	-9115.375168822073	3786.924711013886	1.0	2.701259883990123E-5	15883.563053574786	-90.91808069509634
2378000	-9216.474225440916	-9119.081844758395	-97.39238068252052	-9119.081844758395	3301.25096747212	1.0	3.1544323230063234E-5	9423.291298151149	-88.24144098126604
2379000	-9217.41022071273	-9124.314088799745	-93.09613191298632	-9124.314088799745	2262.3673302542015	1.0	4.228672758090569E-5	5572.929301689576	-84.47045581135953
2380000	-9211.371291228239	-9121.16028252354	-90.21100870469814	-9121.16028252354	1550.7104695876726	1.0	6.002531336052627E-5	4673.010007975905	-81.76145002034028
2381000	-9217.042401193929	-9119.354083671315	-97.68831752261443	-9119.354083671315	3556.9710213327626	1.0	2.9698622976513427E-5	9417.88365439346	-88.5379518454237
2382000	-9217.689553770435	-9117.181543086399	-100.508010684036	-9117.181543086399	4644.213873166005	1.0	2.0804197207438807E-5	12092.674228450802	-91.10765557146657
2383000	-9199.73143562271	-9115.730510685844	-84.00092493686715	-9115.730510685844	864.481554374703	1.0	1.2006959673203282E-4	2566.74298084929	-76.15053188533707
2384000	-9191.391199201342	-9112.745576439138	-78.64562276220298	-9112.745576439138	549.2114455973457	1.0	1.796085038132933E-4	1185.3452535713745	-71.56783339784407
2385000	-9192.845865989091	-9116.380334284411	-76.46553170468043	-9116.380334284411	430.12621883255537	1.0	2.19821481340601E-4	636.4205697221007	-70.0096720867371
2386000	-9188.403708975886	-9117.639399223955	-70.76430975193004	-9117.639399223955	224.26198277089037	1.0	4.263204460073315E-4	688.7054392731294	-64.22949609152597
2387000	-9190.448539892574	-9115.127376970722	-75.32116292185162	-9115.127376970722	400.30706695865643	1.0	2.3993068711525658E-4	719.8561193880048	-68.74211156399436
2388000	-9197.89107143851	-9113.00857352374	-84.88249791476876	-9113.00857352374	1016.174201546772	1.0	9.848743186211418E-5	1385.076927242097	-77.6489869545547
2389000	-9192.36321993474	-9121.044684258915	-71.31853567582424	-9121.044684258915	286.11207277858665	1.0	3.542631755777523E-4	464.81748570971286	-65.17689085113676
2390000	-9205.428093186289	-9119.465430294864	-85.96266289142416	-9119.465430294864	1113.5038356093703	1.0	8.355914315263153E-5	1728.6622695011615	-78.5075597576715
2391000	-9207.25293238295	-9113.66756533378	-93.58536704916959	-9113.66756533378	1706.2421979694643	1.0	5.822620501104498E-5	7972.137689682585	-84.60165909632492
2392000	-9210.685836729752	-9121.951551488835	-88.7342852409168	-9121.951551488835	1387.1335603069272	1.0	7.144715332360023E-5	4081.9228286436914	-80.41996180300654
2393000	-9215.805703647911	-9119.040059804776	-96.76564384313481	-9119.040059804776	3399.0604022963944	1.0	2.9025882592593134E-5	4947.440211653389	-88.25901825028828
2394000	-9220.284006269296	-9122.063498726582	-98.22050754271328	-9122.063498726582	3401.541638464739	1.0	2.7771441422761115E-5	10303.572098666617	-88.98026162292295
2395000	-9225.071034647897	-9113.264665966874	-111.80636868102299	-9113.264665966874	11502.714106976913	1.0	8.455415499471278E-6	46310.40969915268	-101.0632466347043
2396000	-9231.49192675598	-9121.632010883544	-109.8599158724352	-9121.632010883544	11487.13309847555	1.0	7.994193409026076E-6	13026.569665820047	-100.38516950130338
2397000	-9219.778169735438	-9121.861304242891	-97.916865492547	-9121.861304242891	3900.176288678354	1.0	2.627304367514614E-5	8712.417593660393	-88.84436089592636
2398000	-9227.291260475089	-9113.545321352905	-113.74593912218288	-9113.545321352905	15794.998724468096	1.0	6.280791621631495E-6	15258.839306207376	-104.1130248814294
2399000	-9210.225705766274	-9115.60173111135	-94.62397465492411	-9115.60173111135	2690.4701676527347	1.0	3.5757437060071E-5	5018.612872681443	-86.10306580060477
2400000	-9215.641511355367	-9116.323325677153	-99.31818567821321	-9116.323325677153	4422.917306131009	1.0	2.2336434559623533E-5	9137.974114818526	-90.19799168879061
2401000	-9194.824958350891	-9116.271504240045	-78.55345411084605	-9116.271504240045	541.6729265173852	1.0	1.7393377754453928E-4	1158.5421796169892	-71.49853635881725
2402000	-9189.471182053632	-9117.39889083302	-72.07229122061251	-9117.39889083302	308.8821146227333	1.0	3.2111029528903123E-4	530.5127201504317	-65.79844728518253
2403000	-9185.085633266388	-9118.312249881152	-66.77338338523543	-9118.312249881152	182.96581527755026	1.0	5.598261395665633E-4	244.0716677206236	-61.275921482903065
2404000	-9184.68040766306	-9117.968258826862	-66.71214883619706	-9117.968258826862	178.69887727890048	1.0	5.860344800623687E-4	211.5012384606357	-61.357917982122025
2405000	-9183.54143432501	-9119.405336094189	-64.13609823082086	-9119.405336094189	140.00947294515947	1.0	7.23447878539471E-4	194.468823457063	-58.865826371319486
2406000	-9182.127446041488	-9122.195823589096	-59.93162245239268	-9122.195823589096	90.73098153350111	1.0	0.0011709205134811068	213.45338317423102	-54.56820398935306
2407000	-9192.34154405008	-9122.470307193764	-69.8712368563165	-9122.470307193764	248.64466934056918	1.0	4.108383568080147E-4	334.1758017884405	-64.05956964915477
2408000	-9187.078612562129	-9117.317213666794	-69.76139889533353	-9117.317213666794	222.91871379993069	1.0	4.7028290320709834E-4	251.6654722538357	-64.23329818077512
2409000	-9188.63842519761	-9115.681676481752	-72.95674871585905	-9115.681676481752	322.9980081380351	1.0	3.063544744990103E-4	623.8683734385992	-66.52080930974284
2410000	-9197.72821640387	-9116.198269866343	-81.52994653752712	-9116.198269866343	682.335795911897	1.0	1.4281442915806028E-4	1678.8904645917949	-74.10405812105788
2411000	-9206.636924896638	-9121.281174663602	-85.35575023303731	-9121.281174663602	1121.9380640861468	1.0	9.13131769163859E-5	2613.5156597162418	-77.48729864304606
2412000	-9205.605577499056	-9114.091095710593	-91.51448178846293	-9114.091095710593	2010.960892397467	1.0	5.0292529068481644E-5	4093.997274327204	-83.19720468801447
2413000	-9202.63318742614	-9119.330183338194	-83.30300408794594	-9119.330183338194	865.8589041319563	1.0	1.0710541267891487E-4	2020.310913762842	-75.69199739169042
2414000	-9185.805909489149	-9114.86703282543	-70.93887666371768	-9114.86703282543	266.36528551769845	1.0	3.6374169570870673E-4	531.8890407570478	-64.66244176613533
2415000	-9196.255398941423	-9116.971101467994	-79.2842974734292	-9116.971101467994	575.6142971591695	1.0	1.6371923477316716E-4	1029.7650049487715	-72.34721156877099
2416000	-9222.528260769925	-9128.661971019874	-93.8662897500501	-9128.661971019874	2502.218508304982	1.0	4.1813585571446456E-5	5405.260231716779	-85.27116187465721
2417000	-9210.333631978014	-9113.88696584155	-96.44666613646486	-9113.88696584155	3152.6617134099683	1.0	3.0069710228644772E-5	5922.510553839199	-87.76015041844292
2418000	-9201.895465343488	-9121.821275355862	-80.07418998762627	-9121.821275355862	627.7693234132688	1.0	1.5572569469158367E-4	895.9049557801288	-73.27635565641606
2419000	-9198.603345706362	-9120.153245968359	-78.45009973800326	-9120.153245968359	562.5432073314843	1.0	1.7127886824559673E-4	888.9356187214503	-71.66007492499769
2420000	-9194.317071523441	-9118.415394880292	-75.90167664314812	-9118.415394880292	427.6515783893209	1.0	2.3386480288630103E-4	615.4131488581666	-69.47938281412807
2421000	-9191.39521636118	-9115.749090045483	-75.64612631569646	-9115.749090045483	427.74872459394436	1.0	2.308239402410509E-4	875.643016477755	-68.8711678232534
2422000	-9204.70165021705	-9119.18300724314	-85.5186429739096	-9119.18300724314	1119.1041995270052	1.0	8.641185909666941E-5	1590.5199400502147	-78.14682672582936
2423000	-9215.769991325347	-9114.530822714538	-101.23916861080946	-9114.530822714538	5093.151020826728	1.0	1.975012444838859E-5	5600.213351191433	-92.6086086363849
2424000	-9210.92356950604	-9115.932596900064	-94.99097260597571	-9115.932596900064	2162.0862981155205	1.0	4.5971724904035335E-5	8988.604201294851	-85.88725975182184
2425000	-9196.89169078491	-9115.183565135027	-81.70812564988371	-9115.183565135027	760.3214696956886	1.0	1.368092310034992E-4	1671.170699199817	-74.28684597258598
2426000	-9186.43825917465	-9116.412268680997	-70.02599049365342	-9116.412268680997	228.736302771199	1.0	4.224756125680568E-4	551.8181494734777	-63.71277194101303
2427000	-9196.813351192213	-9114.332341055517	-82.48101013669567	-9114.332341055517	843.8072263279956	1.0	1.1546065549562006E-4	1330.9242056451087	-75.28738126534267
2428000	-9189.107302465613	-9116.349312409175	-72.75799005643772	-9116.349312409175	308.46503777241935	1.0	3.2939652321439057E-4	719.632345548907	-66.17924960602619
2429000	-9187.009740098856	-9117.390555254582	-69.61918484427353	-9117.390555254582	173.6282785105176	1.0	5.652981638672854E-4	698.9736203273295	-63.069571841911625
2430000	-9196.510778152842	-9117.811651896336	-78.69912625650541	-9117.811651896336	511.18626920277416	1.0	1.7542636487211054E-4	1377.348714929026	-71.47121054733249
2431000	-9193.818236196505	-9118.856154531974	-74.96208166453172	-9118.856154531974	394.0501307970246	1.0	2.579233957788898E-4	854.7353756623314	-68.21128974564996
2432000	-9186.486157321662	-9117.52361270316	-68.96254461850265	-9117.52361270316	212.96162439809584	1.0	4.528595844727425E-4	348.3068413373365	-63.10946079924109
2433000	-9203.195343477577	-9121.011679185367	-82.18366429221035	-9121.011679185367	758.8769953402056	1.0	1.2798502489664204E-4	1908.890859500486	-74.6293866416745
2434000	-9197.841667961797	-9118.99566832678	-78.84599963501782	-9118.99566832678	576.0583081885982	1.0	1.7076503017966142E-4	1068.4466661465449	-71.87203847620113
2435000	-9200.832565325501	-9115.198454357298	-85.6341109682026	-9115.198454357298	1164.2254317889244	1.0	8.829862446098307E-5	2101.767625956118	-77.98357697189853
2436000	-9210.038013051646	-9115.448760999347	-94.5892520522997	-9115.448760999347	2762.4833826347317	1.0	3.452559951969164E-5	3914.9438426331008	-86.31669578813269
2437000	-9201.333890399968	-9120.29758739799	-81.03630300197881	-9120.29758739799	743.0802557830535	1.0	1.330071565776265E-4	996.6924170255736	-74.13186078811543
2438000	-9194.712769919266	-9113.657506250533	-81.055263668734	-9113.657506250533	595.5483043627015	1.0	1.6820979792268504E-4	1990.840257594892	-73.45895160013625
2439000	-9196.403440751981	-9116.860403032251	-79.54303771972995	-9116.860403032251	586.1245497778713	1.0	1.630423277729096E-4	863.8257737782295	-72.78166662197978
2440000	-9205.228965054746	-9120.357154836247	-84.87181021849932	-9120.357154836247	1027.5382508308298	1.0	9.627856743940397E-5	2482.128024247674	-77.05493867298216
2441000	-9203.297638318107	-9114.467396696422	-88.83024162168404	-9114.467396696422	1242.7451951025091	1.0	7.611839108113749E-5	4454.321603356385	-80.42861157096009
2442000	-9200.452299115324	-9114.755496005624	-85.69680310969954	-9114.755496005624	1095.7073872977671	1.0	8.69092464011635E-5	1967.61861523515	-78.11222384393922
2443000	-9201.241300184169	-9117.453289771873	-83.78801041229607	-9117.453289771873	876.071088113504	1.0	1.1639904244961578E-4	2474.4577714802926	-75.97423384352548
2444000	-9206.868689152328	-9119.50869718858	-87.35999196374952	-9119.50869718858	1428.1950845414574	1.0	6.862418711688755E-5	2529.8319806565846	-79.52408379504092
2445000	-9199.613897743395	-9117.798271862848	-81.81562588054682	-9117.798271862848	721.1622976301086	1.0	1.3588242848829564E-4	1995.7919895473033	-74.21682964275969
2446000	-9192.930849297369	-9120.807523125895	-72.12332617147338	-9120.807523125895	296.9704950086725	1.0	3.484374500623357E-4	687.5329361211225	-65.59021643599489
2447000	-9188.434580837276	-9119.55606938897	-68.87851144830682	-9119.55606938897	232.24230021177246	1.0	4.3720069655148625E-4	355.40726948135483	-63.00524707843037
2448000	-9191.86089545926	-9121.153764193019	-70.70713126624048	-9121.153764193019	242.2972341372641	1.0	4.4757073967399523E-4	647.3910423443726	-64.23418076119813
2449000	-9193.600263042561	-9120.408727562168	-73.19153548039394	-9120.408727562168	312.4082056246402	1.0	3.1390620315292956E-4	758.9019403403088	-66.55966290720738
2450000	-9205.721267795696	-9123.418260625114	-82.30300717058132	-9123.418260625114	780.8282729433853	1.0	1.2116865578225412E-4	1724.3232451031329	-74.85041723977349
2451000	-9199.751959704785	-9113.200724747063	-86.55123495772153	-9113.200724747063	1015.9013866936663	1.0	9.365598698291738E-5	3476.6868014531165	-78.3973999070061
2452000	-9206.510978804792	-9117.317683710295	-89.1932950944972	-9117.317683710295	1611.4413109596271	1.0	6.251392651145835E-5	3371.4934239701074	-81.07018401680048
2453000	-9209.885064048669	-9123.392851727322	-86.49221232134806	-9123.392851727322	1193.825254523149	1.0	7.792437225992146E-5	2197.029432830218	-78.7973508522256
2454000	-9209.938580688042	-9115.207411858226	-94.73116882981547	-9115.207411858226	2495.231091010119	1.0	3.948300198777002E-5	2864.1581252073906	-86.7711390919436
2455000	-9185.873337239776	-9121.109225141097	-64.76411209867933	-9121.109225141097	142.76400932528432	1.0	6.776343462066501E-4	261.3687510365492	-59.1981798492544
2456000	-9192.436778911213	-9117.65259817068	-74.78418074053317	-9117.65259817068	373.60444730141955	1.0	2.6147429593900354E-4	456.0321450998418	-68.66161743986335
2457000	-9183.321052110805	-9121.21232553626	-62.10872657454546	-9121.21232553626	119.27857678436982	1.0	8.433565498527913E-4	169.58282444886368	-56.97538512725421
2458000	-9182.180795710934	-9116.672038618184	-65.50875709275012	-9116.672038618184	150.08825532055695	1.0	6.537477041783819E-4	357.8052960300234	-59.62876812013601
2459000	-9199.314291775196	-9120.378490903682	-78.93580087151385	-9120.378490903682	593.1338449736118	1.0	1.6747127847003152E-4	1337.221335415416	-71.73745176180397
2460000	-9203.444296701642	-9120.033221324142	-83.41107537750038	-9120.033221324142	778.7426560398604	1.0	1.2097019386609627E-4	798.4867646014155	-76.72835698530966
2461000	-9190.893680128962	-9114.413593460466	-76.48008666849627	-9114.413593460466	460.8859391251867	1.0	2.1857986845646911E-4	948.383629235828	-69.62532757590927
2462000	-9197.45102317891	-9116.298796955656	-81.15222622325376	-9116.298796955656	723.3477306609792	1.0	1.3629284373081296E-4	1478.9414926462275	-73.85314432005009
2463000	-9194.680518195542	-9121.333548159282	-73.34697003626016	-9121.333548159282	362.35886836328734	1.0	2.9820054439956935E-4	509.2248202900872	-67.11408042706867
2464000	-9182.68742420103	-9119.25054251829	-63.436881682741586	-9119.25054251829	118.73840084156548	1.0	8.088553497133226E-4	276.09731892500884	-57.816128274374144
2465000	-9182.134329638262	-9116.643273990383	-65.4910556478792	-9116.643273990383	153.37259392987005	1.0	6.508964427178867E-4	291.2183297489853	-59.81698238797108
2466000	-9185.566342558115	-9118.595878191727	-66.9704643663885	-9118.595878191727	185.41544113652958	1.0	5.392772766657667E-4	341.4397785147505	-61.13729304695517
2467000	-9196.667875903255	-9119.367963961033	-77.2999119422229	-9119.367963961033	497.18953539450985	1.0	2.0367740213714163E-4	733.3495237178424	-70.70228951399126
2468000	-9200.593544757103	-9115.69947196224	-84.89407279486285	-9115.69947196224	1083.5361337201525	1.0	9.300253915137479E-5	2059.5319403651374	-77.26383877231109
2469000	-9187.793573452238	-9119.035995350214	-68.7575781020249	-9119.035995350214	220.44373997100223	1.0	4.437989805507395E-4	368.87652905316725	-62.847116123590666
2470000	-9189.49108456873	-9116.798374367196	-72.69271020153431	-9116.798374367196	304.15973673136546	1.0	3.125913800112008E-4	437.66496351729336	-66.6112565073376
2471000	-9195.310178575515	-9115.390724664494	-79.91945391102188	-9115.390724664494	545.8703946571754	1.0	1.777597968797382E-4	565.5311871677709	-73.58168846726443
2472000	-9202.616984974129	-9115.898491784277	-86.7184931898511	-9115.898491784277	1242.6855826643978	1.0	8.05249629346038E-5	2860.8258564289017	-78.75962756673151
2473000	-9207.656707850927	-9117.737270115018	-89.91943773590951	-9117.737270115018	1830.9743909484787	1.0	5.6358161266237985E-5	3451.561295170687	-81.77285577892883
2474000	-9203.728097114536	-9117.822393508959	-85.90570360557598	-9117.822393508959	1196.431260049336	1.0	8.441892657531923E-5	2144.4236801838606	-78.23507749088192
2475000	-9202.696531206067	-9117.662120393776	-85.03441081229128	-9117.662120393776	890.9346192056385	1.0	1.182508803189345E-4	3164.2289179288014	-76.9747461352217
2476000	-9190.164524492182	-9118.477397757035	-71.6871267351468	-9118.477397757035	276.3573108999043	1.0	3.499577086260848E-4	348.9521121131996	-65.83219203693452
2477000	-9191.364215629208	-9114.615286561662	-76.748929067546	-9114.615286561662	445.0419752796473	1.0	2.1979402031686848E-4	783.8350094516479	-70.0847305164707
2478000	-9189.18535613116	-9121.311823860493	-67.8735322706672	-9121.311823860493	198.11323841688915	1.0	5.240500657392295E-4	350.047821100107	-62.0154624938024
2479000	-9202.552812324731	-9115.577481256943	-86.97533106778867	-9115.577481256943	1137.2551145119753	1.0	8.629586578170333E-5	3398.293777861523	-78.84430231318399
2480000	-9196.417856894583	-9119.34172896129	-77.07612793329305	-9119.34172896129	406.0726928543283	1.0	2.4579450195257914E-4	1412.7993061643156	-69.82279959455028
2481000	-9192.993958354793	-9122.109190575924	-70.8847677788694	-9122.109190575924	264.6555591557513	1.0	3.775853383741382E-4	626.7192639949287	-64.4442690833288
2482000	-9185.074731574367	-9118.968380786631	-66.10635078773468	-9118.968380786631	168.83451000860288	1.0	5.969622832582584E-4	297.91896402516073	-60.40952927101119
2483000	-9183.987320690901	-9117.957984165087	-66.02933652581501	-9117.957984165087	169.7748066735095	1.0	6.031866485095374E-4	292.360047238387	-60.35135044462673
2484000	-9193.11599416206	-9115.807036229633	-77.30895793242739	-9115.807036229633	511.4349252018424	1.0	2.0135192743229473E-4	1018.5926558410077	-70.3827807280549
2485000	-9187.823702411244	-9120.963473538584	-66.86022887265884	-9120.963473538584	178.0824251151402	1.0	5.753429654250113E-4	328.80439775609443	-61.06476583439566
2486000	-9186.6505262664	-9117.998854623052	-68.65167164334675	-9117.998854623052	215.23614337833197	1.0	4.7697282922957784E-4	340.3552024506197	-62.82168185797942
2487000	-9189.363491924334	-9116.018593124023	-73.3448988003117	-9116.018593124023	308.77525678159117	1.0	3.3486408340644347E-4	829.0075114453093	-66.62466958436666
2488000	-9198.673326602138	-9126.99416059159	-71.67916601054893	-9126.99416059159	123.8259000314584	1.0	8.049903774669646E-4	1057.5377051880785	-64.71546744523994
2489000	-9187.455264912975	-9119.307340993446	-68.14792391952818	-9119.307340993446	206.25781850661843	1.0	4.824737814061786E-4	386.8292793488837	-62.18994046246205
2490000	-9191.371434052995	-9114.375718055226	-76.99571599776861	-9114.375718055226	363.70779531663004	1.0	2.74649086733643E-4	1442.9587371253447	-69.72126503460433
2491000	-9190.430600572477	-9115.495224397202	-74.93537617527512	-9115.495224397202	320.0195298954912	1.0	3.159952565977071E-4	1131.0667904012703	-67.90445964661328
2492000	-9198.057936206054	-9112.989542040226	-85.06839416582883	-9112.989542040226	1085.353182502182	1.0	8.966904861276747E-5	2024.8843139947644	-77.45512631681159
2493000	-9197.476309691649	-9114.690846425237	-82.78546326641172	-9114.690846425237	793.361079392338	1.0	1.1871703340491238E-4	953.7343440535094	-75.92507809909483
2494000	-9190.415276813988	-9117.243031085862	-73.17224572812691	-9117.243031085862	344.9088960956233	1.0	2.896418256963802E-4	510.7960777587836	-66.93627528262216
2495000	-9193.52677425737	-9114.625676198464	-78.9010980589061	-9114.625676198464	582.8161340046985	1.0	1.7303966564153475E-4	1014.9423299545815	-71.97851098682314
2496000	-9195.641802893004	-9110.636985536159	-85.00481735684426	-9110.636985536159	1049.4080222027517	1.0	9.041185157761379E-5	1992.6772531333138	-77.40758298996933
2497000	-9201.274255314504	-9115.587053868518	-85.68720144598569	-9115.587053868518	1121.8956560409927	1.0	9.081233155127673E-5	2219.195117286233	-77.98230159664104
2498000	-9206.576450835444	-9114.421267299052	-92.15518353639078	-9114.421267299052	2093.9289095790655	1.0	4.666973746696827E-5	4863.827695182381	-83.66560253788244
2499000	-9211.073857149871	-9116.713282442513	-94.3605747073573	-9116.713282442513	2687.176563604074	1.0	3.62003148497339E-5	3207.6210593650444	-86.28728986898737
2500000	-9197.8810812036	-9119.453043316496	-78.42803788710395	-9119.453043316496	588.9384075554491	1.0	1.7438625745952484E-4	1239.0952851316938	-71.30590110356364
2501000	-9202.469921128542	-9118.745434009315	-83.72448711922647	-9118.745434009315	981.105230696209	1.0	1.0360048754147977E-4	1467.523984677863	-76.43315522375462
