#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="CoalescentConstant.t:ThiesDiscoSNPs" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="ConstantPopulation.t:ThiesDiscoSNPs" spec="beast.evolution.tree.coalescent.ConstantPopulation">
#                <parameter id="popSize.t:ThiesDiscoSNPs" name="popSize">0.3</parameter>
#            </populationModel>
#            <treeIntervals id="TreeIntervals.t:ThiesDiscoSNPs" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                <tree id="Tree.t:ThiesDiscoSNPs">
#                    <trait id="dateTrait.t:ThiesDiscoSNPs" spec="beast.evolution.tree.TraitSet" traitname="date">
#                Th086.07=7.0,
#Th106.09=9.0,
#Th230.12=12.0,
#Th074.13=13.0,
#Th132.11=11.0,
#Th162.12=12.0,
#Th196.12=12.0,
#Th106.11=11.0,
#Th117.11=11.0,
#Th134.11=11.0                
#                                    <taxa id="TaxonSet.ThiesDiscoSNPs" spec="beast.evolution.alignment.TaxonSet">
#                        </taxa>
#                    </trait>
#                    <taxonset idref="TaxonSet.ThiesDiscoSNPs"/>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <prior id="ClockPrior.c:ThiesDiscoSNPs" name="distribution">
#            <parameter id="clockRate.c:ThiesDiscoSNPs" name="x">1.0</parameter>
#            <Uniform id="Uniform.0" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="PopSizePrior.t:ThiesDiscoSNPs" name="distribution" x="@popSize.t:ThiesDiscoSNPs">
#            <OneOnX id="OneOnX.0" name="distr"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@ThiesDiscoSNPs" id="treeLikelihood.ThiesDiscoSNPs" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:ThiesDiscoSNPs">
#            <siteModel id="SiteModel.s:ThiesDiscoSNPs" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:ThiesDiscoSNPs" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:ThiesDiscoSNPs" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:ThiesDiscoSNPs" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:ThiesDiscoSNPs" spec="beast.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:ThiesDiscoSNPs" id="StrictClock.c:ThiesDiscoSNPs" spec="beast.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	clockRate	mutationRate	popSize	CoalescentConstant.
1497000	-11146.903939008473	-11049.558729139933	-97.34520986853877	-11049.558729139933	2732.398731499289	5.061741311027175E-5	1.0	6458.5939359285985	-88.57204295242984
1498000	-11154.784714357507	-11045.869155172653	-108.91555918485379	-11045.869155172653	8466.419155095226	1.6824442458383287E-5	1.0	23666.93282689476	-98.84372507135487
1499000	-11167.693493755547	-11053.022680688247	-114.67081306729938	-11053.022680688247	14503.829521284037	9.227936013638083E-6	1.0	32146.475408738188	-104.29275497323161
1500000	-11165.52670020929	-11048.579794252168	-116.94690595712206	-11048.579794252168	18888.555961730504	7.452167978468882E-6	1.0	38404.956723571886	-106.3909641455335
1501000	-11155.776386893145	-11047.861136529795	-107.91525036335057	-11047.861136529795	7954.062079049441	1.8346743478667798E-5	1.0	23402.52784075034	-97.85465104045682
1502000	-11153.106686777279	-11054.74904145564	-98.35764532163847	-11054.74904145564	2856.0516617245153	5.0887963338039076E-5	1.0	10417.467722198367	-89.10640605676775
1503000	-11140.118486459945	-11046.406207268512	-93.7122791914343	-11046.406207268512	1793.8610597701943	7.681960503596643E-5	1.0	5304.334285340582	-85.13599963641498
1504000	-11129.44770968938	-11046.14340337242	-83.30430631696036	-11046.14340337242	574.5267672025856	2.662463452349856E-4	1.0	2614.772138710311	-75.43537408050638
1505000	-11127.3763439299	-11047.354752140818	-80.02159178908263	-11047.354752140818	494.9845989626812	3.0303669455135227E-4	1.0	795.9986343272203	-73.34199431890904
1506000	-11130.100641627441	-11050.887675419204	-79.21296620823756	-11050.887675419204	419.67258803181073	3.3337346465233026E-4	1.0	1419.8741679904697	-71.95464267565993
1507000	-11143.631169196766	-11048.135369783375	-95.49579941339118	-11048.135369783375	2016.7076607679526	6.620976701742736E-5	1.0	3481.753896543637	-87.34050797432494
1508000	-11146.56039180549	-11045.01249400593	-101.54789779955854	-11045.01249400593	4193.544302357667	3.5038840295960186E-5	1.0	7720.872607439563	-92.5962151308756
1509000	-11150.685483090398	-11047.198816288295	-103.48666680210287	-11047.198816288295	4567.9799088424725	3.06225381019507E-5	1.0	7314.8909643331945	-94.58899939452417
1510000	-11148.646925544652	-11047.42427411277	-101.22265143188213	-11047.42427411277	3428.9672460571214	4.2456153501501496E-5	1.0	15310.525513127282	-91.5863556189908
1511000	-11134.485976739015	-11047.66846404881	-86.81751269020516	-11047.66846404881	1014.491809315827	1.528312311206E-4	1.0	1515.7359600226594	-79.49385630802249
1512000	-11130.90834377762	-11050.1318185509	-80.77652522671917	-11050.1318185509	541.3734763920738	2.6543934189142643E-4	1.0	1491.2950784008392	-73.4691250251632
1513000	-11126.942589642475	-11047.06709871286	-79.87549092961419	-11047.06709871286	467.2320241690307	2.986879276175907E-4	1.0	1383.7017029167193	-72.64297334924169
1514000	-11134.680541414535	-11053.155678538807	-81.52486287572742	-11053.155678538807	579.2245744194433	2.615701166843768E-4	1.0	1567.5646152941558	-74.16758438219169
1515000	-11128.513783597073	-11049.82920873369	-78.6845748633823	-11049.82920873369	448.06347150209893	3.214247611192674E-4	1.0	698.9306553436197	-72.13502333158668
1516000	-11135.731057560397	-11047.145561840904	-88.58549571949384	-11047.145561840904	1208.2662393897206	1.2254433963683286E-4	1.0	2033.479567058683	-80.96799204236095
1517000	-11146.97140976586	-11048.868354158803	-98.10305560705703	-11048.868354158803	2710.950603599014	5.2106995313789577E-5	1.0	10174.71735798645	-88.87539437521693
1518000	-11130.183053174598	-11049.02833217688	-81.1547209977179	-11049.02833217688	446.18135933871133	3.3424836826799844E-4	1.0	2060.4288249886663	-73.5240515901279
1519000	-11131.779337396487	-11047.510019615022	-84.26931778146557	-11047.510019615022	710.1574000826852	2.0305470898146103E-4	1.0	2348.270591870637	-76.50788336360112
1520000	-11136.94961316562	-11052.000074392081	-84.9495387735381	-11052.000074392081	831.7906733726777	1.8571304696695672E-4	1.0	2605.3566396023	-77.08421392292394
1521000	-11129.728557300035	-11047.238783455638	-82.48977384439802	-11047.238783455638	584.6852626160312	2.4169912828984186E-4	1.0	1885.4383148764293	-74.9478582437604
1522000	-11131.90082367647	-11051.703698977495	-80.19712469897345	-11051.703698977495	510.6825702290731	2.8359465008781927E-4	1.0	1120.4323412238202	-73.17565479022062
1523000	-11125.960176206354	-11049.879833373105	-76.08034283324834	-11049.879833373105	328.13331889948216	4.371143188589965E-4	1.0	510.6501459124612	-69.84465812348559
1524000	-11126.512174692905	-11048.36248987789	-78.14968481501369	-11048.36248987789	381.953556245171	3.7761067848258214E-4	1.0	1202.4894146719473	-71.05753561584012
1525000	-11135.509472560136	-11049.053184085522	-86.45628847461458	-11049.053184085522	947.7684738461222	1.5273477595467374E-4	1.0	2841.495629469422	-78.50420265198542
1526000	-11138.77134960526	-11055.044652538443	-83.72669706681745	-11055.044652538443	712.8794171236046	1.9428188507713458E-4	1.0	1110.4418484993143	-76.71418379000552
1527000	-11129.555329385572	-11047.007821686424	-82.54750769914727	-11047.007821686424	629.9307752384611	2.2451830553358183E-4	1.0	1637.0009373431953	-75.14688654917813
1528000	-11130.6735868104	-11055.598984011043	-75.07460279935725	-11055.598984011043	289.8347534048354	4.844380236131336E-4	1.0	846.4089751544341	-68.33360013439352
1529000	-11128.049062773027	-11053.972288286595	-74.07677448643209	-11053.972288286595	279.32921784067906	5.216433010871436E-4	1.0	497.91316044101075	-67.86634880123728
1530000	-11126.046049602286	-11047.362904011079	-78.68314559120769	-11047.362904011079	418.52240795448046	3.319699340417879E-4	1.0	1065.1710980459156	-71.7122548705257
1531000	-11132.634364930755	-11045.892957291593	-86.74140763916188	-11045.892957291593	731.5992669000664	1.9539642261768493E-4	1.0	3771.167016904763	-78.50626785306599
1532000	-11131.156008339203	-11052.36492818148	-78.79108015772307	-11052.36492818148	422.3878187928363	3.3474001022348627E-4	1.0	1403.9936252073812	-71.5440041135982
1533000	-11137.15847189508	-11051.955577602554	-85.20289429252634	-11051.955577602554	902.0576176262749	1.6152808300942909E-4	1.0	1875.0881182433404	-77.66648335882968
1534000	-11136.512896724274	-11049.44361265675	-87.0692840675231	-11049.44361265675	953.6585773239625	1.4879985232442558E-4	1.0	3170.027239341994	-79.00778860783633
1535000	-11139.619050695734	-11046.808350445195	-92.81070025053762	-11046.808350445195	1597.758654033036	8.796306887491075E-5	1.0	5947.204522420598	-84.12002369056638
1536000	-11147.95583834327	-11052.365874368492	-95.58996397477833	-11052.365874368492	2341.1132231468014	5.843781334070036E-5	1.0	4036.0354377617564	-87.28694581292669
1537000	-11134.098069841893	-11048.95154835281	-85.14652148908247	-11048.95154835281	633.2306551919356	2.2575728682750894E-4	1.0	3317.9087126087147	-77.03943153148673
1538000	-11137.726124562012	-11050.838765297976	-86.8873592640351	-11050.838765297976	918.4805198102559	1.4691624219361903E-4	1.0	2739.941402286934	-78.97166745090833
1539000	-11131.600065969289	-11046.655502342881	-84.94456362640868	-11046.655502342881	790.2723336869137	1.7624396905240272E-4	1.0	1348.755589372122	-77.73762596573214
1540000	-11126.772124642237	-11049.380142565791	-77.39198207644671	-11049.380142565791	372.92105706757394	3.9282465021953577E-4	1.0	1127.5425377693277	-70.36418627826994
1541000	-11130.740067244104	-11046.514811562682	-84.22525568142261	-11046.514811562682	749.6897293054868	2.0421052542687697E-4	1.0	1060.3601690794587	-77.25889176987894
1542000	-11131.938830941363	-11049.17616118502	-82.76266975634209	-11049.17616118502	701.8886655020755	2.0944928325378803E-4	1.0	1674.1020910133204	-75.33963752088384
1543000	-11142.778579105126	-11049.022645158611	-93.75593394651435	-11049.022645158611	1829.392217431769	8.063890140091411E-5	1.0	6162.347805452343	-85.02972082535237
1544000	-11126.802666885196	-11049.425567737804	-77.37709914739227	-11049.425567737804	414.57285557414485	3.7006419038109975E-4	1.0	1010.7671500782488	-70.4586342713396
1545000	-11139.100090269676	-11048.577559219453	-90.52253105022315	-11048.577559219453	1444.280937072446	1.0218735981059654E-4	1.0	3091.2425064012905	-82.48620265552267
1546000	-11144.241712827814	-11046.69806168724	-97.54365114057308	-11046.69806168724	2769.285023678345	5.1172930537680457E-5	1.0	7361.598923856755	-88.63961870735523
1547000	-11144.68097746246	-11045.742916760219	-98.93806070224213	-11045.742916760219	3213.504195208933	4.497174314191866E-5	1.0	7278.618507872217	-90.04536434446129
1548000	-11142.382737422724	-11045.448515972535	-96.93422145018819	-11045.448515972535	2816.2387900634335	5.290946527739034E-5	1.0	4784.858944957875	-88.46100962532333
1549000	-11142.457187938364	-11046.651076128199	-95.80611181016516	-11046.651076128199	2352.933486929001	5.9912979326099766E-5	1.0	6457.614274719211	-87.03309658891827
1550000	-11139.24371831288	-11046.507392363332	-92.73632594954947	-11046.507392363332	1224.1192337087255	1.1150465624949117E-4	1.0	7229.0218936024985	-83.85046692797408
1551000	-11134.61499358754	-11048.115630109005	-86.49936347853495	-11048.115630109005	901.0310150455097	1.7316046939230882E-4	1.0	3294.7852030651043	-78.39926722247432
1552000	-11138.323094295934	-11046.956647028395	-91.36644726753941	-11046.956647028395	1472.9790049921316	9.807904542003374E-5	1.0	4523.78085687944	-82.94934387160058
1553000	-11151.109726458806	-11047.401911362653	-103.70781509615244	-11047.401911362653	5550.172485467774	2.6336111047357453E-5	1.0	9495.81675506542	-94.54920845711469
1554000	-11150.58370843337	-11045.281672532927	-105.30203590044353	-11045.281672532927	5421.409307605939	2.4035452559728478E-5	1.0	17595.09257018569	-95.52666058953739
1555000	-11154.826451564071	-11047.776140490618	-107.05031107345431	-11047.776140490618	7451.887577285377	1.9885992058808783E-5	1.0	20618.367242966568	-97.1163735021918
1556000	-11148.922098150084	-11051.220044890486	-97.70205325959732	-11051.220044890486	2568.4516557644793	5.4501090641471256E-5	1.0	8345.898734001363	-88.67252773199638
1557000	-11147.341908459905	-11049.337076522543	-98.00483193736213	-11049.337076522543	2788.733577984073	4.962992026674598E-5	1.0	9428.367229450745	-88.8533537231259
1558000	-11138.034017204398	-11047.402431208367	-90.63158599603138	-11047.402431208367	1432.4117388791326	9.969092784796667E-5	1.0	3493.381478506012	-82.47296054490434
1559000	-11143.494568591319	-11050.410847110781	-93.08372148053738	-11050.410847110781	2007.8092244746592	7.600392346471618E-5	1.0	4285.923935113596	-84.72063005195169
1560000	-11162.755680852068	-11048.713275084536	-114.04240576753114	-11048.713275084536	13927.80133432426	9.896327544650075E-6	1.0	32707.3502620665	-103.64705065724826
1561000	-11154.93015806087	-11049.091525322345	-105.83863273852441	-11049.091525322345	6571.129183925597	2.2220079700393153E-5	1.0	10553.839555088358	-96.57438772695895
1562000	-11152.400780022723	-11047.984828658211	-104.41595136451144	-11047.984828658211	5047.199473750532	2.9272867032709924E-5	1.0	20680.436391390933	-94.47900793401351
1563000	-11157.782863492974	-11050.115961978561	-107.6669015144131	-11050.115961978561	7570.506225158338	1.871171131599284E-5	1.0	25023.95211198615	-97.5393127847533
1564000	-11164.65236176969	-11048.09306633446	-116.55929543522824	-11048.09306633446	12287.966196091824	1.0889004243476005E-5	1.0	13847.541276647939	-107.02343246452398
1565000	-11157.146119585239	-11050.148460319686	-106.9976592655535	-11050.148460319686	7245.262593196793	1.9499986632585948E-5	1.0	14543.786531454956	-97.41274012667417
1566000	-11147.833291454088	-11049.743362864583	-98.08992858950435	-11049.743362864583	2964.449608862064	5.016472764327729E-5	1.0	5923.6757261072125	-89.40321615462449
1567000	-11150.645809351123	-11048.999196037981	-101.64661331314252	-11048.999196037981	4180.981364918553	3.448275431721418E-5	1.0	8278.487349845464	-92.62519776966928
1568000	-11126.187114035001	-11048.01617099995	-78.17094303505125	-11048.01617099995	395.6532089553011	3.543135506602443E-4	1.0	962.3889312636985	-71.30152437163761
1569000	-11136.353503744185	-11047.614550812496	-88.73895293169	-11047.614550812496	1145.7689947038375	1.3326955898758318E-4	1.0	3612.8189636707443	-80.5467093087253
1570000	-11131.146389314974	-11047.837994729225	-83.30839458574818	-11047.837994729225	744.7965928849534	2.0244354164859765E-4	1.0	1576.786698877917	-75.94525026546154
1571000	-11128.669821320364	-11047.669363762436	-81.0004575579284	-11047.669363762436	358.7093959286256	3.88517938905862E-4	1.0	2301.5692065837916	-73.25911112491517
1572000	-11138.575935770437	-11046.932552139173	-91.64338363126464	-11046.932552139173	1532.9841359790692	8.756811834145596E-5	1.0	3441.365886673568	-83.49975989962516
1573000	-11140.982986920826	-11050.539460654501	-90.44352626632516	-11050.539460654501	1374.0072634731032	1.060975771916891E-4	1.0	3314.615943744048	-82.33742922449099
1574000	-11154.220489745652	-11046.837433695686	-107.38305604996629	-11046.837433695686	8084.265551374923	1.921853222767191E-5	1.0	17141.761061929512	-97.63378311735565
1575000	-11169.31423648482	-11050.378823161023	-118.93541332379704	-11050.378823161023	16996.018048236558	7.631314013934598E-6	1.0	92692.98155740353	-107.4983652864642
1576000	-11154.43359789286	-11046.669842517726	-107.7637553751346	-11046.669842517726	7246.568982315827	1.9056800797615768E-5	1.0	24197.988425593805	-97.66973058935406
1577000	-11145.797998634343	-11044.97786880641	-100.82012982793296	-11044.97786880641	3752.996113340949	3.9943334631812955E-5	1.0	12056.103548930128	-91.42280349866797
1578000	-11147.951972180927	-11044.352482673863	-103.59948950706334	-11044.352482673863	4647.1033687906365	3.043813048023127E-5	1.0	17502.748772141225	-93.82937628679258
1579000	-11130.964439428559	-11049.50031060931	-81.46412881924893	-11049.50031060931	568.7743770517415	2.530247427582141E-4	1.0	1501.150829292842	-74.15014150679252
1580000	-11132.750279413985	-11048.280278708778	-84.47000070520711	-11048.280278708778	862.5546252397419	1.799213918106762E-4	1.0	1849.1402020498267	-76.94752465081586
1581000	-11141.925007656537	-11049.810968877136	-92.11403877939983	-11049.810968877136	1170.3195819769346	1.2416257138611145E-4	1.0	7015.764985139974	-83.25812374289575
1582000	-11135.945041016203	-11046.811695848432	-89.13334516777039	-11046.811695848432	1174.858296194877	1.25291046116075E-4	1.0	3984.9989665140165	-80.84305283589015
1583000	-11142.323633657763	-11049.422750982758	-92.90088267500455	-11049.422750982758	1770.4417388718355	7.97917054039864E-5	1.0	3721.602463750289	-84.6789730506667
1584000	-11140.858549689914	-11046.990000898228	-93.86854879168726	-11046.990000898228	2061.533534445111	7.406568119237069E-5	1.0	5647.377943931506	-85.22960215598565
1585000	-11155.790078973909	-11046.791457896697	-108.99862107721125	-11046.791457896697	8831.125833121347	1.673000150785015E-5	1.0	24594.01890840597	-98.88836251865725
1586000	-11155.578368257	-11051.513151935174	-104.06521632182503	-11051.513151935174	5448.141557467969	2.5494252257620127E-5	1.0	14429.509454420224	-94.48818566547763
1587000	-11138.627517448505	-11048.298690036714	-90.3288274117913	-11048.298690036714	1409.7282246131174	1.0381674748318227E-4	1.0	3140.166192346231	-82.27679640679081
1588000	-11130.675208457258	-11052.46756640755	-78.20764204970862	-11052.46756640755	370.0036659690583	3.669003668598989E-4	1.0	642.1408500405128	-71.74283437749523
1589000	-11140.044573518471	-11049.86953820131	-90.17503531716044	-11049.86953820131	1375.8847795484783	1.0121138110740498E-4	1.0	2913.8832428095816	-82.19779339887803
1590000	-11140.722779958873	-11049.592875798724	-91.12990416014941	-11049.592875798724	1233.1360516914324	1.1210699191708185E-4	1.0	4962.878203934796	-82.62016302567817
1591000	-11138.687282567727	-11043.238278599201	-95.4490039685252	-11043.238278599201	2149.109467900354	6.495420312028092E-5	1.0	7060.3342282053345	-86.5867562980529
1592000	-11136.236770551595	-11044.236679453603	-92.00009109799319	-11044.236679453603	1492.103054935257	9.405058054238388E-5	1.0	4985.880933325756	-83.48572571439423
1593000	-11144.81194885593	-11047.788908353854	-97.0230405020751	-11047.788908353854	2015.8856778085199	6.722097439672948E-5	1.0	10112.901489209113	-87.8014732392261
1594000	-11147.473780564162	-11046.34828506504	-101.1254954991214	-11046.34828506504	2795.0117111860072	4.859391456241749E-5	1.0	16277.857088488221	-91.42793449669989
1595000	-11160.95227083345	-11049.830033412512	-111.12223742093803	-11049.830033412512	11678.994812243074	1.4018878191632502E-5	1.0	36418.83784822623	-100.61939597787928
1596000	-11133.301468131634	-11055.131083371385	-78.17038476024928	-11055.131083371385	408.0138974229895	3.595588377152744E-4	1.0	1037.3808598781154	-71.22593034859075
1597000	-11137.498458079766	-11047.310794097724	-90.18766398204248	-11047.310794097724	1254.636463218527	1.1594617866712426E-4	1.0	2014.2644868234652	-82.5796545932435
1598000	-11143.87104152208	-11053.785679230614	-90.08536229146615	-11053.785679230614	1258.2504682355668	1.1160787367489711E-4	1.0	2554.5661613191555	-82.23972460312106
1599000	-11146.840163258936	-11049.024028802358	-97.81613445657707	-11049.024028802358	2899.728950952861	5.11046010197662E-5	1.0	5646.425941172166	-89.17735640938139
1600000	-11151.714016294382	-11051.706500867245	-100.00751542713692	-11051.706500867245	3265.19353962623	4.169069040350028E-5	1.0	6858.696834490326	-91.17424269028052
1601000	-11146.815756945096	-11048.370679380216	-98.44507756488056	-11048.370679380216	2890.381670844551	4.799261182502895E-5	1.0	8209.130929794472	-89.43207522311698
1602000	-11132.618353182175	-11048.934956719597	-83.68339646257787	-11048.934956719597	757.1450872920719	1.9969497242913284E-4	1.0	2033.5641731150613	-76.06585117976687
1603000	-11133.502337705184	-11046.268178676053	-87.2341590291314	-11046.268178676053	963.2424204206849	1.4197763726880733E-4	1.0	2025.175283854933	-79.6207474934085
1604000	-11149.99720343629	-11052.220233013388	-97.7769704229032	-11052.220233013388	3050.9769701197656	4.723498912341237E-5	1.0	4893.291207247244	-89.28135001831305
1605000	-11156.391415658563	-11047.207305438946	-109.18411021961711	-11047.207305438946	8329.890235120589	1.703692292863009E-5	1.0	26723.623863364486	-98.99080697753367
1606000	-11162.080140109938	-11045.85785588938	-116.22228422055784	-11045.85785588938	17789.97267808082	7.998326589212453E-6	1.0	34357.118795899325	-105.7777197014127
1607000	-11168.983574487718	-11047.298811198452	-121.68476328926539	-11047.298811198452	32431.450434537204	4.794392040524441E-6	1.0	46399.0996364497	-110.93972795562617
1608000	-11157.116479114204	-11046.687671275547	-110.42880783865581	-11046.687671275547	10625.906962894747	1.4009292296027383E-5	1.0	26647.82969058058	-100.23834484987971
1609000	-11175.985552047354	-11050.515815399913	-125.4697366474416	-11050.515815399913	38890.85046248239	3.4783344813939405E-6	1.0	159494.92257962117	-113.48996928009785
1610000	-11171.440421333731	-11044.761159856924	-126.67926147680714	-11044.761159856924	42387.67762819757	3.28892676195342E-6	1.0	186044.911488037	-114.54551809364538
1611000	-11160.90487376034	-11046.236261224427	-114.66861253591452	-11046.236261224427	14907.265979632608	1.0272655917324104E-5	1.0	52477.78060131761	-103.80046740356205
1612000	-11153.062073429985	-11046.896598150512	-106.1654752794735	-11046.896598150512	6625.741384680213	2.06639441949245E-5	1.0	18304.311519159164	-96.35058336625397
1613000	-11145.471314312152	-11049.626785484224	-95.84452882792726	-11049.626785484224	2153.974388173889	6.325996783637736E-5	1.0	3762.0250464781993	-87.61181616033241
1614000	-11134.579979720535	-11047.775590915198	-86.80438880533575	-11047.775590915198	952.2588066442648	1.4621513377364035E-4	1.0	2743.504263560045	-78.88739749477922
1615000	-11148.26420463146	-11048.877651065834	-99.3865535656263	-11048.877651065834	3146.938039986455	4.595109141300829E-5	1.0	10047.762032610735	-90.171448360259
1616000	-11160.740068341198	-11050.42699082488	-110.31307751631722	-11050.42699082488	8675.013547302171	1.6796694995941788E-5	1.0	10210.249083319673	-101.08193020944044
1617000	-11141.38559355654	-11048.530848157643	-92.85474539889842	-11048.530848157643	1720.216753552293	7.584919397643132E-5	1.0	4230.543268808027	-84.5046597027625
1618000	-11152.35055213875	-11050.539956638597	-101.81059550015382	-11050.539956638597	4324.882621060422	3.283340346696303E-5	1.0	12282.045724513646	-92.39470172238315
1619000	-11146.809789048853	-11044.38464861035	-102.4251404385031	-11044.38464861035	4631.988308970361	3.105873274421299E-5	1.0	8017.515675211426	-93.43575655181311
1620000	-11131.24066592422	-11052.864764264308	-78.37590165991263	-11052.864764264308	404.3159429556369	3.630926539372167E-4	1.0	1362.316256889241	-71.1589599997983
1621000	-11141.9973541251	-11048.832906655598	-93.16444746950202	-11048.832906655598	1537.670093633199	9.761069422947639E-5	1.0	6600.436894543745	-84.36955634753538
1622000	-11157.293974680677	-11050.703890442373	-106.59008423830318	-11050.703890442373	6790.402293556473	2.152543644534067E-5	1.0	23202.711793243787	-96.53805979983979
1623000	-11147.439153450372	-11046.573191948319	-100.8659615020526	-11046.573191948319	3783.1297705635907	3.8377811628754156E-5	1.0	11824.117451780196	-91.48806492557665
1624000	-11162.180777569622	-11050.20206278496	-111.97871478466152	-11050.20206278496	10363.101608081706	1.2927982610427422E-5	1.0	37409.29143038657	-101.44904039814595
1625000	-11165.0271746574	-11046.887922924816	-118.13925173258467	-11046.887922924816	22235.371127049766	6.306395359418975E-6	1.0	47544.942265137994	-107.36982103693224
1626000	-11155.634701297635	-11048.025186435567	-107.60951486206737	-11048.025186435567	7710.977594159566	1.7680685378382662E-5	1.0	21697.423634522922	-97.62456605610706
1627000	-11144.608366478225	-11048.87773539241	-95.73063108581512	-11048.87773539241	2496.269260790925	6.0590414996944816E-5	1.0	6135.3290302067335	-87.0088120984527
1628000	-11140.59703142946	-11047.801411409242	-92.79562002021743	-11047.801411409242	1846.1952380139803	7.780476842502946E-5	1.0	4619.63514363977	-84.35754901249834
1629000	-11138.988258039546	-11048.300810550909	-90.68744748863799	-11048.300810550909	1354.9837664144986	1.0234736465490228E-4	1.0	4155.430770866192	-82.35527611142362
1630000	-11134.235452473542	-11051.831352524783	-82.40409994875967	-11051.831352524783	615.0949683084923	2.163500443245586E-4	1.0	1258.1551375871418	-75.26669819828618
1631000	-11135.100153562274	-11046.887187651635	-88.21296591064036	-11046.887187651635	1110.3484098482736	1.291331229284681E-4	1.0	2780.7141288312528	-80.28250285606937
1632000	-11132.07992931582	-11045.482366832113	-86.5975624837059	-11045.482366832113	941.7936226809741	1.4548290734838406E-4	1.0	1972.9636540289443	-79.01027039953115
1633000	-11132.989977017287	-11051.774816747304	-81.21516026998408	-11051.774816747304	522.1846501151131	2.6532990555533235E-4	1.0	1641.543080168938	-73.81176828899514
1634000	-11137.772823838348	-11046.137436670779	-91.63538716756948	-11046.137436670779	1525.2189212458047	9.638401387788832E-5	1.0	3194.2299461554035	-83.56628584822516
1635000	-11134.34468274415	-11049.740145402016	-84.60453734213246	-11049.740145402016	694.1602258431723	2.2010940604343896E-4	1.0	993.42248710061	-77.70338130321389
1636000	-11128.548051852684	-11046.405790243734	-82.14226160894982	-11046.405790243734	619.3154390603485	2.2972565555864715E-4	1.0	1467.6406920808336	-74.85085018989695
1637000	-11128.396618961668	-11048.470990573362	-79.92562838830656	-11048.470990573362	474.5282419443821	3.1242026287787566E-4	1.0	1543.8156589762323	-72.58361605670439
1638000	-11128.274179091512	-11048.198695381996	-80.0754837095155	-11048.198695381996	486.7769131935235	3.0663455201398586E-4	1.0	1445.248070915064	-72.79944744832974
1639000	-11147.526377658405	-11050.31150963339	-97.21486802501606	-11050.31150963339	2033.2554617130397	7.108908456944301E-5	1.0	10743.350663128149	-87.93282572580169
1640000	-11148.350324812945	-11047.010390651027	-101.33993416191937	-11047.010390651027	4041.8648760432666	3.596519928695308E-5	1.0	5960.23368196957	-92.64706919424445
1641000	-11141.356642356064	-11049.061914705942	-92.29472765012143	-11049.061914705942	1512.5892544563237	8.926135975720367E-5	1.0	5101.145611298247	-83.75750722696816
1642000	-11147.705900247982	-11045.738393478543	-101.96750676943938	-11045.738393478543	4401.05885020627	3.086775519063901E-5	1.0	8985.090178878918	-92.86418493366898
1643000	-11141.9517813924	-11046.672647359888	-95.27913403251156	-11046.672647359888	2351.746357907246	6.56415725390773E-5	1.0	6749.419362023873	-86.46192227278587
1644000	-11127.380719059447	-11045.831906062103	-81.54881299734352	-11045.831906062103	585.2690847280451	2.534965851586188E-4	1.0	1359.4402923817163	-74.33398465304258
1645000	-11135.88768001422	-11052.902991326608	-82.98468868761312	-11052.902991326608	605.7093853349338	2.6239748423435166E-4	1.0	568.9234269115113	-76.64094283739075
1646000	-11132.696104872615	-11049.84626221239	-82.8498426602246	-11049.84626221239	653.3345271287	2.21879907419602E-4	1.0	1226.9616037987448	-75.73754650875087
1647000	-11146.871100518598	-11049.344916180775	-97.52618433782277	-11049.344916180775	2617.412230475881	5.422168610572311E-5	1.0	4115.942452076139	-89.20356122248354
1648000	-11142.30178517283	-11046.710875788218	-95.59090938461178	-11046.710875788218	2272.4293836813085	6.184310549025371E-5	1.0	5589.577885803578	-86.96225033369244
1649000	-11146.183082348047	-11052.408640994048	-93.77444135399871	-11052.408640994048	2068.986385068197	7.489039370295213E-5	1.0	4529.040336475642	-85.35617600421683
1650000	-11135.790582479625	-11046.594770381742	-89.19581209788332	-11046.594770381742	1210.623615640443	1.2084171813698509E-4	1.0	3737.1864816241928	-80.96972376821815
