gen	size	0.0	0.01	0.02	0.03	0.04	0.05	0.06	0.07	0.08	0.09	0.1	0.11	0.12	0.13	0.14	0.15	0.16	0.17	0.18	0.19	0.2
1	67	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	126	18	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	241	22	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	438	47	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	913	96	11	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	1747	204	8	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	3505	407	7	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	6981	805	7	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	13871	1590	8	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	369431	9911	8	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28	1498517	9989	8	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42	1502281	9990	7	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56	1499108	9990	7	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70	1500682	9990	7	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84	1501246	9990	7	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
98	1498807	9989	8	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
112	1499999	9989	8	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
126	1497561	9989	8	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
140	1502862	9989	8	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
154	1498710	9989	8	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
