35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	1	4.08625
35	1	4.08625
35	1	4.08625
35	1	4.08625
35	1	4.08625
35	1	4.08625
35	1	4.08625
35	1	4.08625
35	1	4.08625
35	1	4.08625
35	1	4.08625
35	1	4.08625
35	1	4.08625
35	1	4.08625
35	1	4.08625
35	1	4.08625
35	1	4.08625
35	1	4.08625
35	1	4.08625
35	1	4.08625
35	1	4.08625
35	1	4.08625
35	1	4.08625
35	1	4.08625
35	1	4.08625
35	1	4.08625
35	1	4.08625
35	1	4.08625
35	1	4.08625
35	1	4.08625
35	1	4.08625
35	1	4.08625
35	1	4.08625
35	1	4.08625
35	1	4.08625
35	1	4.08625
35	1	4.08625
35	1	4.08625
35	1	4.08625
35	1	4.08625
35	1	4.08625
35	1	4.08625
35	1	4.08625
35	1	4.08625
35	1	4.08625
35	1	4.08681
35	1	4.08681
35	1	4.08681
35	1	4.08866
35	1	4.08866
35	1	4.09027
35	1	4.09027
35	1	4.091
35	1	4.091
35	1	4.091
35	1	4.09471
35	1	4.09471
35	1	4.09471
35	1	4.09471
35	1	4.09634
35	1	4.09634
35	1	4.09634
35	1	4.097
35	1	4.097
35	1	4.097
35	1	4.09737
35	1	4.09849
35	1	4.09849
35	1	4.09849
35	1	4.09849
35	1	4.10093
35	1	4.10093
35	1	4.10394
35	1	4.10446
35	1	4.10724
35	1	4.10724
35	1	4.10789
35	1	4.10789
35	1	4.10789
35	1	4.10789
35	1	4.10815
35	1	4.10815
35	1	4.1083
35	1	4.1083
35	1	4.10943
35	1	4.10943
35	1	4.10943
35	1	4.10943
35	1	4.10943
35	1	4.10976
35	1	4.10976
35	1	4.10999
35	1	4.11053
35	1	4.11341
35	1	4.11341
35	1	4.11341
35	1	4.11709
35	1	4.11772
35	1	4.11772
35	1	4.11772
35	2	4.08625
35	2	4.08625
35	2	4.08625
35	2	4.08625
35	2	4.08625
35	2	4.08625
35	2	4.08625
35	2	4.08625
35	2	4.08625
35	2	4.08625
35	2	4.08625
35	2	4.08625
35	2	4.08625
35	2	4.08625
35	2	4.08625
35	2	4.08625
35	2	4.08625
35	2	4.08681
35	2	4.08681
35	2	4.08866
35	2	4.08866
35	2	4.08866
35	2	4.08866
35	2	4.08866
35	2	4.09027
35	2	4.09027
35	2	4.091
35	2	4.09399
35	2	4.09399
35	2	4.09455
35	2	4.09471
35	2	4.09471
35	2	4.09634
35	2	4.097
35	2	4.09737
35	2	4.09737
35	2	4.09737
35	2	4.09737
35	2	4.09849
35	2	4.09849
35	2	4.10089
35	2	4.10093
35	2	4.10093
35	2	4.10101
35	2	4.10119
35	2	4.10213
35	2	4.10394
35	2	4.10394
35	2	4.10518
35	2	4.10568
35	2	4.10662
35	2	4.10789
35	2	4.10789
35	2	4.10789
35	2	4.1081
35	2	4.1081
35	2	4.1081
35	2	4.1083
35	2	4.10886
35	2	4.10923
35	2	4.10943
35	2	4.10943
35	2	4.10976
35	2	4.10976
35	2	4.10999
35	2	4.10999
35	2	4.11
35	2	4.11029
35	2	4.1105
35	2	4.1105
35	2	4.11053
35	2	4.11053
35	2	4.11053
35	2	4.11245
35	2	4.1129
35	2	4.1175
35	2	4.11772
35	2	4.11816
35	2	4.11918
35	2	4.1199
35	2	4.12128
35	2	4.12151
35	2	4.12254
35	2	4.12262
35	2	4.12283
35	2	4.12283
35	2	4.12283
35	2	4.12322
35	2	4.12444
35	2	4.12807
35	2	4.1282
35	2	4.13167
35	2	4.1328
35	2	4.1335
35	2	4.13517
35	2	4.13543
35	2	4.1358
35	2	4.13585
35	2	4.13808
35	2	4.14186
