35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	0	4.08625
35	1	4.09027
35	1	4.10394
35	1	4.08625
35	1	4.11709
35	1	4.09634
35	1	4.08625
35	1	4.09027
35	1	4.08681
35	1	4.11341
35	1	4.1081
35	1	4.08866
35	1	4.08625
35	1	4.11772
35	1	4.091
35	1	4.11772
35	1	4.10724
35	1	4.08681
35	1	4.09634
35	1	4.1081
35	1	4.09399
35	1	4.10093
35	1	4.08625
35	1	4.10815
35	1	4.10943
35	1	4.091
35	1	4.10724
35	1	4.10394
35	1	4.08625
35	1	4.10093
35	1	4.10815
35	1	4.08625
35	1	4.11341
35	1	4.09027
35	1	4.08625
35	1	4.10999
35	1	4.11053
35	1	4.08625
35	1	4.08625
35	1	4.08625
35	1	4.10446
35	1	4.11772
35	1	4.08625
35	1	4.08625
35	1	4.11772
35	1	4.08625
35	1	4.08625
35	1	4.08681
35	1	4.08625
35	1	4.08681
35	1	4.10093
35	10	4.20501
35	10	4.26753
35	10	4.21782
35	10	4.21506
35	10	4.21411
35	10	4.28138
35	10	4.23801
35	10	4.21871
35	10	4.24425
35	10	4.25227
35	10	4.21148
35	10	4.21729
35	10	4.26009
35	10	4.21292
35	10	4.20966
35	10	4.26625
35	10	4.29789
35	10	4.2992
35	10	4.18364
35	10	4.23444
35	10	4.20211
35	10	4.24299
35	10	4.3102
35	10	4.20628
35	10	4.24252
35	10	4.2128
35	10	4.19496
35	10	4.26599
35	10	4.21204
35	10	4.22216
35	10	4.28858
35	10	4.23097
35	10	4.26645
35	10	4.30736
35	10	4.25571
35	10	4.23754
35	10	4.20878
35	10	4.28833
35	10	4.28224
35	10	4.26748
35	10	4.19116
35	10	4.25808
35	10	4.23487
35	10	4.25335
35	10	4.22855
35	10	4.20989
35	10	4.24086
35	10	4.2149
35	10	4.23898
35	10	4.23234
35	11	4.30433
35	11	4.32737
35	11	4.27509
35	11	4.29434
35	11	4.20486
35	11	4.27415
35	11	4.36263
35	11	4.23005
35	11	4.30298
35	11	4.2545
35	11	4.22926
35	11	4.26987
35	11	4.24109
35	11	4.25375
35	11	4.24913
35	11	4.29161
35	11	4.17352
35	11	4.24136
35	11	4.28646
35	11	4.23611
35	11	4.22771
35	11	4.25076
35	11	4.209
35	11	4.26424
35	11	4.26442
35	11	4.27167
35	11	4.34278
35	11	4.24708
35	11	4.28767
35	11	4.21242
35	11	4.26208
35	11	4.23192
35	11	4.24377
35	11	4.28441
35	11	4.23229
35	11	4.23128
35	11	4.28317
35	11	4.21044
35	11	4.19563
35	11	4.20861
35	11	4.26303
35	11	4.31185
35	11	4.23405
35	11	4.32643
35	11	4.27606
35	11	4.30316
35	11	4.32249
35	11	4.25026
35	11	4.28461
35	11	4.3394
35	12	4.35041
35	12	4.27859
35	12	4.27133
35	12	4.2769
35	12	4.30694
35	12	4.25091
35	12	4.29555
35	12	4.30459
35	12	4.29616
35	12	4.23217
35	12	4.2879
35	12	4.27703
35	12	4.306
35	12	4.32963
35	12	4.24295
35	12	4.23104
35	12	4.25945
35	12	4.23221
35	12	4.3161
35	12	4.31693
35	12	4.26782
35	12	4.30265
35	12	4.29062
35	12	4.29925
35	12	4.30995
35	12	4.31457
35	12	4.2491
35	12	4.31015
35	12	4.33673
35	12	4.38389
35	12	4.25671
35	12	4.24726
35	12	4.25984
35	12	4.28757
35	12	4.29306
35	12	4.20989
35	12	4.36983
35	12	4.30344
35	12	4.34258
35	12	4.24146
35	12	4.33548
35	12	4.24564
35	12	4.34563
35	12	4.31308
35	12	4.33007
35	12	4.28864
35	12	4.24959
35	12	4.22115
35	12	4.26094
35	12	4.26084
35	13	4.32125
35	13	4.37577
35	13	4.33799
35	13	4.28883
35	13	4.32717
35	13	4.27386
35	13	4.23161
35	13	4.3321
35	13	4.36229
35	13	4.25681
35	13	4.30926
35	13	4.36649
35	13	4.30274
35	13	4.24486
35	13	4.29477
35	13	4.24423
35	13	4.33742
35	13	4.28816
35	13	4.30088
35	13	4.29441
35	13	4.34067
35	13	4.35087
35	13	4.29816
35	13	4.25194
35	13	4.24225
35	13	4.39686
35	13	4.31281
35	13	4.31169
35	13	4.43123
35	13	4.29306
35	13	4.30173
35	13	4.29531
35	13	4.27527
35	13	4.32812
35	13	4.28793
35	13	4.41341
35	13	4.33697
35	13	4.3772
35	13	4.31627
35	13	4.32283
35	13	4.26083
35	13	4.31444
35	13	4.27634
35	13	4.28988
35	13	4.32003
35	13	4.25166
35	13	4.28023
35	13	4.33092
35	13	4.37741
