#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="CoalescentExponential.t:ThiesDiscoINDELs" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="ExponentialGrowth.t:ThiesDiscoINDELs" spec="beast.evolution.tree.coalescent.ExponentialGrowth">
#                <parameter id="ePopSize.t:ThiesDiscoINDELs" name="popSize">0.3</parameter>
#                <parameter id="growthRate.t:ThiesDiscoINDELs" name="growthRate">3.0E-4</parameter>
#            </populationModel>
#            <treeIntervals id="TreeIntervals.t:ThiesDiscoINDELs" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                <tree id="Tree.t:ThiesDiscoINDELs">
#                    <trait id="dateTrait.t:ThiesDiscoINDELs" spec="beast.evolution.tree.TraitSet" traitname="date">
#                Th086.07=7.0,
#Th106.09=9.0,
#Th230.12=12.0,
#Th074.13=13.0,
#Th132.11=11.0,
#Th162.12=12.0,
#Th196.12=12.0,
#Th106.11=11.0,
#Th117.11=11.0,
#Th134.11=11.0                
#                                    <taxa id="TaxonSet.ThiesDiscoINDELs" spec="beast.evolution.alignment.TaxonSet">
#                        </taxa>
#                    </trait>
#                    <taxonset idref="TaxonSet.ThiesDiscoINDELs"/>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <prior id="ClockPrior.c:ThiesDiscoINDELs" name="distribution">
#            <parameter id="clockRate.c:ThiesDiscoINDELs" name="x">1.0</parameter>
#            <Uniform id="Uniform.0" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="ePopSizePrior.t:ThiesDiscoINDELs" name="distribution" x="@ePopSize.t:ThiesDiscoINDELs">
#            <OneOnX id="OneOnX.0" name="distr"/>
#        </prior>
#        <prior id="GrowthRatePrior.t:ThiesDiscoINDELs" name="distribution" x="@growthRate.t:ThiesDiscoINDELs">
#            <LaplaceDistribution id="LaplaceDistribution.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="mu">0.001</parameter>
#                <parameter estimate="false" id="RealParameter.01" name="scale">30.701135</parameter>
#            </LaplaceDistribution>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@ThiesDiscoINDELs" id="treeLikelihood.ThiesDiscoINDELs" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:ThiesDiscoINDELs">
#            <siteModel id="SiteModel.s:ThiesDiscoINDELs" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:ThiesDiscoINDELs" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:ThiesDiscoINDELs" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:ThiesDiscoINDELs" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:ThiesDiscoINDELs" spec="beast.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:ThiesDiscoINDELs" id="StrictClock.c:ThiesDiscoINDELs" spec="beast.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	mutationRate	clockRate	CoalescentExponential	ePopSize	growthRate.
1110000	-9200.517452640976	-9114.708941121931	-85.80851151904442	-9114.708941121931	842.9166094036983	1.0	1.1175560742474092E-4	-73.35838111079073	4157.253751177238	0.0032603345468293077
1111000	-9205.551273518877	-9113.855560843063	-91.69571267581368	-9113.855560843063	1238.8218246573397	1.0	7.724153469401185E-5	-77.50204513345656	23769.228748239875	0.0032603345468293077
1112000	-9206.497750940058	-9119.023492422748	-87.47425851730952	-9119.023492422748	967.4613846777918	1.0	1.0394290340316155E-4	-74.25213562358157	8996.604116837005	0.0032603345468293077
1113000	-9207.751651223814	-9117.171004913804	-90.58064631001137	-9117.171004913804	1362.1385264842959	1.0	7.131175103161833E-5	-77.26289504572289	9899.71844097684	0.0023159649116824554
1114000	-9201.573576335111	-9116.190587708033	-85.38298862707767	-9116.190587708033	857.9834635079859	1.0	1.0880339655438455E-4	-73.18575241523446	3228.414868486568	0.0023159649116824554
1115000	-9208.963760585018	-9118.943680599617	-90.02007998540142	-9118.943680599617	1296.8871275493932	1.0	7.440413735404786E-5	-76.81171272978878	8873.970314728667	0.0023159649116824554
1116000	-9200.789608186245	-9115.258076287771	-85.53153189847465	-9115.258076287771	844.6524391771824	1.0	1.15604445864472E-4	-73.53077481156792	2652.5253249786783	0.0023159649116824554
1117000	-9205.261520263522	-9118.411882258646	-86.84963800487652	-9118.411882258646	926.1664264452004	1.0	1.0249586455266419E-4	-74.06805943115867	5791.165842811567	0.0023159649116824554
1118000	-9208.364334229525	-9123.423513326303	-84.94082090322186	-9123.423513326303	859.6279673846565	1.0	1.2279763612878578E-4	-72.61008963344884	3689.482933884579	0.0023159649116824554
1119000	-9198.053400606452	-9111.131217846416	-86.92218276003543	-9111.131217846416	966.1087936554342	1.0	1.0141610395971397E-4	-74.27236216556555	5076.2644500421475	0.0023159649116824554
1120000	-9207.953219788276	-9117.157453862317	-90.79576592595933	-9117.157453862317	1051.0923643398696	1.0	9.510917897767635E-5	-77.1828787276503	13298.380361099165	0.0023159649116824554
1121000	-9202.620864343498	-9116.240946567737	-86.37991777576154	-9116.240946567737	911.2128191157146	1.0	1.0353067301170535E-4	-73.70301590783893	5215.614528061968	0.0023159649116824554
1122000	-9208.726731649567	-9120.809868095359	-87.91686355420887	-9120.809868095359	891.7943415611836	1.0	1.0650242932302629E-4	-74.84998687253074	7703.168469915315	0.0023159649116824554
1123000	-9209.747344055057	-9117.11856280608	-92.62878124897662	-9117.11856280608	1433.4645170069564	1.0	6.731091555082422E-5	-78.55828992939479	21014.761298744743	0.002968730745365286
1124000	-9211.187001533968	-9119.802012818729	-91.38498871523953	-9119.802012818729	1376.4153410468698	1.0	7.131116138502693E-5	-77.85342505646268	12259.79588256774	0.002114246361398592
1125000	-9203.975993473188	-9114.470524188644	-89.5054692845451	-9114.470524188644	1215.2717801062145	1.0	8.362168122013468E-5	-76.47856685063537	7401.3621414961035	0.002114246361398592
1126000	-9198.857051448304	-9113.380907268756	-85.47614417954786	-9113.380907268756	768.2619195033326	1.0	1.3070306084266156E-4	-73.41709347864555	2811.6554520979234	0.0033080508047433343
1127000	-9204.68733977755	-9120.673673839392	-84.01366593815807	-9120.673673839392	702.635348856739	1.0	1.367279403535113E-4	-72.09891846286867	2433.839893240164	0.0033080508047433343
1128000	-9196.604767264704	-9116.33758494354	-80.2671823211638	-9116.33758494354	511.5539043240107	1.0	1.9377677695457926E-4	-68.51494523435659	2068.7815786743918	0.0033080508047433343
1129000	-9195.587001506188	-9118.604693007583	-76.9823084986051	-9118.604693007583	302.4400080473337	1.0	3.2749285308042463E-4	-65.44663840875546	1665.9017895933546	0.004113510495161399
1130000	-9199.041913929172	-9118.118874880322	-80.92303904884973	-9118.118874880322	544.9112808784932	1.0	1.685126414942216E-4	-68.95012015123562	2579.5511216696264	0.004113510495161399
1131000	-9190.985349351135	-9120.837768509859	-70.14758084127645	-9120.837768509859	177.5797717975319	1.0	5.772044187191121E-4	-60.115217817051864	370.4856844544786	0.004113510495161399
1132000	-9186.011368024207	-9116.702295302288	-69.309072721919	-9116.702295302288	157.49066084842434	1.0	6.499882810575753E-4	-58.29692177722563	986.4233879885028	0.019987961834549622
1133000	-9184.593857959275	-9115.33229654062	-69.26156141865368	-9115.33229654062	157.0434213733103	1.0	6.281508940703086E-4	-57.85084060016106	1469.467744770169	0.019987961834549622
1134000	-9187.466791349938	-9116.894693499436	-70.57209785050219	-9116.894693499436	181.2127170162882	1.0	5.534026219798062E-4	-59.055720928603336	1633.4213720323883	0.016289826004868016
1135000	-9199.082261506406	-9120.790167158702	-78.29209434770402	-9120.790167158702	386.3148077464463	1.0	2.6098794025125344E-4	-65.81292995744654	4278.740830074856	0.010318973194409622
1136000	-9194.180917626436	-9118.293617676516	-75.88729994992082	-9118.293617676516	246.877811132649	1.0	4.039885625548861E-4	-63.1782744838841	5383.258520192943	0.01725680896430927
1137000	-9195.620222435446	-9121.897446974523	-73.72277546092374	-9121.897446974523	234.38608947296206	1.0	4.335036949340522E-4	-61.689061766330724	2740.100186553557	0.0168763640420921
1138000	-9189.739008163875	-9116.581048742748	-73.1579594211273	-9116.581048742748	218.34965759012758	1.0	4.3947392085561747E-4	-61.1624929443062	2637.2838503115463	0.0168064710607279
1139000	-9194.749037741109	-9121.848107655296	-72.90093008581226	-9121.848107655296	231.57331568200775	1.0	4.455339956221921E-4	-61.29759150433908	1781.851807664015	0.015838854156121643
1140000	-9189.162214761285	-9116.59530322036	-72.56691154092553	-9116.59530322036	199.43762776225637	1.0	4.88531687855984E-4	-60.551651815408775	2689.9305882187923	0.01764774375664882
1141000	-9188.051108480076	-9121.506975634524	-66.54413284555285	-9121.506975634524	127.11366603867484	1.0	7.783333494246792E-4	-56.11790586490762	548.9739885597417	0.023384651199837236
1142000	-9192.346851538228	-9122.788927395553	-69.5579241426752	-9122.788927395553	160.43896953347863	1.0	6.016097983620097E-4	-57.88683039378462	1906.2067871548188	0.024835522201304
1143000	-9188.6641729087	-9117.722282618703	-70.94189028999851	-9117.722282618703	175.00154266829608	1.0	5.617185276070397E-4	-59.53981641524928	1457.1429820739154	0.013100350134089361
1144000	-9194.266812490125	-9120.420742250717	-73.84607023940778	-9120.420742250717	267.2117597949516	1.0	3.5908102081859465E-4	-62.768757003975935	1053.2080533259111	0.00930024080345597
1145000	-9195.629095062253	-9122.393653945335	-73.23544111691831	-9122.393653945335	251.25381112624797	1.0	4.3608123275665873E-4	-61.84782960861441	1436.3986851825773	0.00930024080345597
1146000	-9189.710930158877	-9117.834727359816	-71.87620279906076	-9117.834727359816	219.21536296331826	1.0	4.3561836543745284E-4	-60.82013503070401	1031.0681750992758	0.00930024080345597
1147000	-9198.014666761279	-9115.237560569118	-82.77710619216045	-9115.237560569118	471.69040534529375	1.0	2.089992183090373E-4	-69.31109210948266	11479.104998281719	0.009705997967820248
1148000	-9195.083771049214	-9115.774505415256	-79.30926563395774	-9115.774505415256	386.5745272900863	1.0	2.4341975972747704E-4	-66.62391209735898	5258.559107858943	0.010038325329268183
1149000	-9194.475000538121	-9115.726083840134	-78.74891669798735	-9115.726083840134	400.9964307296311	1.0	2.530574816406874E-4	-66.76292970254559	2613.1230528534716	0.008332453952417884
1150000	-9197.57497895869	-9120.750724232712	-76.82425472597859	-9120.750724232712	352.766843203455	1.0	2.843158323530058E-4	-64.85309461268591	2574.6768707407127	0.008183758770902105
1151000	-9199.148228477896	-9118.005058110592	-81.14317036730377	-9118.005058110592	582.6267556888178	1.0	1.7123197977930428E-4	-69.38720431890835	2076.5106827435898	0.003303677868217794
1152000	-9206.587319155578	-9118.03610091828	-88.55121823729908	-9118.03610091828	1121.5211465324305	1.0	8.473565881418404E-5	-75.59997194484951	6862.10915133632	0.001901304516029878
1153000	-9214.522151186844	-9118.245043176308	-96.27710801053625	-9118.245043176308	2188.9227712515776	1.0	4.863177515043369E-5	-82.13529806376586	22569.027579795194	0.001901304516029878
1154000	-9210.605698539706	-9117.41124832015	-93.19445021955651	-9117.41124832015	1629.6586637465607	1.0	6.618296961870459E-5	-79.8846037479047	9821.904359044665	0.001901304516029878
1155000	-9202.046427570747	-9114.483231737357	-87.56319583339	-9114.483231737357	861.8326461426753	1.0	1.1700584261039085E-4	-74.76140011804412	5909.518014381279	0.001901304516029878
1156000	-9203.006654762488	-9114.346276010616	-88.6603787518726	-9114.346276010616	1097.7658116454807	1.0	8.416351861619555E-5	-76.4367778682057	3314.792391230262	8.831842006547658E-4
1157000	-9207.571526674257	-9112.323694030829	-95.24783264342769	-9112.323694030829	2263.2626294631627	1.0	4.2699064735653353E-5	-81.9832055643104	9387.895906981556	8.831842006547658E-4
1158000	-9209.075683271929	-9115.175065105022	-93.9006181669062	-9115.175065105022	1927.508989888132	1.0	4.82793853967856E-5	-80.70187666468397	8789.304751286907	8.831842006547658E-4
1159000	-9222.541746881363	-9115.23818475328	-107.30356212808391	-9115.23818475328	5350.951527988329	1.0	1.910932679122728E-5	-91.58913884720307	108768.02374373475	8.831842006547658E-4
1160000	-9217.509782788808	-9117.56900551193	-99.94077727687683	-9117.56900551193	3443.6488859842143	1.0	2.8936315010157687E-5	-85.48627496199254	30854.92638132804	8.831842006547658E-4
1161000	-9215.19791102161	-9117.338743562901	-97.85916745870936	-9117.338743562901	2980.1769926793663	1.0	3.2205141990625855E-5	-84.53454918993945	9968.234001706747	6.086350446257854E-4
1162000	-9214.234224369582	-9114.336180476803	-99.89804389277947	-9114.336180476803	3418.6480551726268	1.0	2.831272024763995E-5	-86.55041741438396	10200.244052164446	6.086350446257854E-4
1163000	-9217.529530931257	-9119.568908282115	-97.96062264914067	-9119.568908282115	3188.200513724217	1.0	3.110658598652602E-5	-84.76100207840379	8796.955881023305	6.086350446257854E-4
1164000	-9229.424961789355	-9124.747148376384	-104.67781341297174	-9124.747148376384	5828.47533755551	1.0	1.7728440865343703E-5	-89.8078773706945	46745.650340841385	6.086350446257854E-4
1165000	-9218.94124225157	-9115.12353739409	-103.81770485747982	-9115.12353739409	4594.157541688104	1.0	2.235671522898297E-5	-88.90996010669022	48546.87951716546	6.086350446257854E-4
1166000	-9219.56407299194	-9115.236769534085	-104.32730345785403	-9115.236769534085	5169.72702274509	1.0	1.7699533835775513E-5	-89.55557741364302	42372.99345572841	6.086350446257854E-4
1167000	-9221.235070307956	-9116.684172641977	-104.55089766597884	-9116.684172641977	5165.523977531164	1.0	1.8864514761024392E-5	-90.01339176258661	33524.98801534252	6.086350446257854E-4
1168000	-9217.00358189075	-9115.535957725398	-101.46762416535238	-9115.535957725398	4119.915098903232	1.0	2.335433570196561E-5	-87.52806921383282	18436.642412737532	6.086350446257854E-4
1169000	-9210.651991195538	-9117.297722535479	-93.3542686600599	-9117.297722535479	1407.8005517546128	1.0	7.018310453834447E-5	-80.34490262781605	7272.871555319179	6.086350446257854E-4
1170000	-9204.660233464087	-9119.435488611318	-85.22474485276906	-9119.435488611318	655.2541965095477	1.0	1.4642762367624845E-4	-73.34199114468792	2357.3518142040853	6.086350446257854E-4
1171000	-9204.44737697368	-9114.594660697323	-89.85271627635602	-9114.594660697323	1196.8658134380821	1.0	8.32552151484131E-5	-77.50495011745521	3752.9842638510922	6.086350446257854E-4
1172000	-9199.851475316262	-9118.623677863916	-81.22779745234521	-9118.623677863916	482.0367898963007	1.0	1.9384506706092035E-4	-70.0441403524515	1171.6842788125123	6.086350446257854E-4
1173000	-9198.536915030956	-9118.525074050105	-80.01184098085118	-9118.525074050105	447.2903427586608	1.0	2.2259566906778088E-4	-67.43223597871516	4731.227442497929	0.00770044828877893
1174000	-9196.549813005087	-9118.452430669888	-78.09738233519957	-9118.452430669888	373.75864454303576	1.0	2.886045183769795E-4	-65.84045506334394	3426.3890109528584	0.00770044828877893
1175000	-9197.10137349186	-9114.903460796506	-82.19791269535423	-9114.903460796506	444.43809872054277	1.0	2.173177412689795E-4	-68.82421410789699	10467.048984344417	0.009116538137295668
1176000	-9196.410174185246	-9118.67526271778	-77.73491146746761	-9118.67526271778	377.4408025933569	1.0	2.6581799425137536E-4	-65.92311752203915	2195.319268823505	0.009116538137295668
1177000	-9191.02492864502	-9120.098123380734	-70.9268052642856	-9120.098123380734	175.42850429872902	1.0	5.529011956515033E-4	-60.28831287591539	678.9713755661795	0.015325557831489159
1178000	-9191.20930240471	-9115.32186694179	-75.88743546292129	-9115.32186694179	208.0932945392608	1.0	4.7100260275919503E-4	-63.577590280094874	3610.781930249618	0.0230663985126717
1179000	-9188.338806122314	-9118.348090951598	-69.9907151707165	-9118.348090951598	166.15166154722067	1.0	6.149362671006377E-4	-58.44489280973778	1682.030756671738	0.01998649325768502
1180000	-9187.939369521684	-9118.687286503304	-69.25208301837996	-9118.687286503304	155.8245943316166	1.0	6.23084905309381E-4	-57.76725014236785	1582.5581466958572	0.019057607762105327
1181000	-9194.44314649658	-9117.4614602045	-76.98168629207987	-9117.4614602045	244.0354247605044	1.0	4.042507487944774E-4	-63.88548677182784	7928.0671119225535	0.019057607762105327
1182000	-9194.620222975982	-9120.654921705991	-73.96530126999015	-9120.654921705991	220.38135545056102	1.0	4.3599521035846714E-4	-61.548110802420744	4020.3177712184497	0.02026300838981343
1183000	-9188.06235079483	-9118.267009998655	-69.79534079617447	-9118.267009998655	159.65222448432573	1.0	6.507643276140098E-4	-58.2793758985045	1632.5372132710083	0.02026300838981343
1184000	-9185.57085191611	-9118.396942307088	-67.17390960902317	-9118.396942307088	135.40757797029306	1.0	7.093632082365134E-4	-56.37278172814813	798.7544999063027	0.02026300838981343
1185000	-9181.7460655499	-9122.81681950838	-58.929246041519875	-9122.81681950838	63.47101363801489	1.0	0.00160804836427311	-49.720868761594964	162.43629940835652	0.020788523888571706
1186000	-9185.548569220258	-9122.213891789064	-63.334677431193214	-9122.213891789064	96.720922087859	1.0	0.0010467216427689895	-53.348889078405705	353.400193525324	0.0237323526505408
1187000	-9187.971212953404	-9118.89343237779	-69.07778057561285	-9118.89343237779	165.5105993242276	1.0	5.641189843675109E-4	-58.27530058757352	800.0438074698835	0.012258025753728072
1188000	-9191.188605184378	-9117.557640711017	-73.6309644733612	-9117.557640711017	228.5417637366625	1.0	4.482941110815024E-4	-63.75421546136833	317.0918854178394	0.004396024490129019
1189000	-9199.452173077803	-9115.659371591326	-83.79280148647692	-9115.659371591326	682.4859699548199	1.0	1.4294133391753005E-4	-72.04590298600999	2057.775627119268	0.0031739346658711948
1190000	-9210.629497281632	-9117.348543367492	-93.2809539141391	-9117.348543367492	1710.042251482893	1.0	5.681294495581488E-5	-80.03609461598269	9203.960088265907	0.0017177373792651163
1191000	-9205.4953889512	-9113.792528178352	-91.70286077284881	-9113.792528178352	1518.4514067984026	1.0	6.598719568825533E-5	-78.65612336927605	7549.731058482845	0.0017177373792651163
1192000	-9202.667875983152	-9113.616884337847	-89.05099164530446	-9113.616884337847	1199.8938488967885	1.0	8.15096690733198E-5	-76.78252772326051	3466.8224698825657	0.0017177373792651163
1193000	-9208.641647775356	-9117.446970259984	-91.19467751537194	-9117.446970259984	1186.8987170197938	1.0	8.24529828676174E-5	-79.36998686227739	2224.3510068482606	0.0017177373792651163
1194000	-9193.432379174623	-9115.087390135497	-78.34498903912615	-9115.087390135497	320.78270868386005	1.0	3.088684539138851E-4	-66.21121654275287	3029.4922809134914	0.006384082958806894
1195000	-9193.360785514982	-9119.008310444766	-74.35247507021653	-9119.008310444766	266.94092238414754	1.0	3.620477913644802E-4	-63.18493668820802	1152.6180193887305	0.010222752553284253
1196000	-9191.582451011858	-9118.449475299376	-73.13297571248307	-9118.449475299376	231.86385840096136	1.0	4.098772776136706E-4	-63.06418302921125	384.2541513664369	0.0022799899208412883
1197000	-9189.179128715508	-9119.098077798168	-70.08105091734043	-9119.098077798168	190.73292559102066	1.0	4.87801004863977E-4	-59.56853361007257	598.7313091991367	0.008907698867473238
1198000	-9186.41904052411	-9116.609660237636	-69.80938028647263	-9116.609660237636	183.6332665986125	1.0	5.433909829995273E-4	-59.138753401953736	701.2907103451964	0.008907698867473238
1199000	-9189.036758722952	-9118.995165197444	-70.04159352550823	-9118.995165197444	181.62540836200137	1.0	5.722878500982685E-4	-59.208836672293785	824.7270456356987	0.008907698867473238
1200000	-9197.765979073443	-9115.890934228819	-81.875044844625	-9115.890934228819	595.600958178683	1.0	1.5372061321668274E-4	-69.80512156900633	2842.3411945277803	0.0038587251616862966
1201000	-9191.534798521496	-9114.21459700576	-77.32020151573451	-9114.21459700576	370.4480822531024	1.0	2.7493094891509705E-4	-65.85098138586162	1558.784460089898	0.004429944731626639
1202000	-9191.654678051724	-9116.105398441749	-75.54927960997479	-9116.105398441749	324.03017357794033	1.0	3.120177723178502E-4	-64.37639404843944	1159.0164493264015	0.004429944731626639
1203000	-9185.532137706292	-9114.627220136806	-70.9049175694856	-9114.627220136806	198.96928347157163	1.0	4.911747936897993E-4	-60.74394331027199	421.3297299238357	0.004429944731626639
1204000	-9191.892665333002	-9118.861977393106	-73.03068793989516	-9118.861977393106	215.4025253777718	1.0	4.727099188387359E-4	-62.029508759355785	976.1349363584146	0.0050385520432734004
1205000	-9201.520140332132	-9116.975986071755	-84.54415426037714	-9116.975986071755	647.1520013277221	1.0	1.5170130996041963E-4	-71.33779837502776	8855.354082360775	0.0050385520432734004
1206000	-9199.446601722624	-9121.125658812034	-78.32094291059073	-9121.125658812034	435.9919848488309	1.0	2.450645613047846E-4	-66.51747070775858	2177.415394638474	0.0050385520432734004
1207000	-9195.65286171951	-9116.777346421106	-78.87551529840434	-9116.777346421106	422.2981441908479	1.0	2.2165863333360714E-4	-67.22745546419381	1863.9521382899838	0.005872608573020549
1208000	-9189.675723447892	-9115.742103713534	-73.93361973435753	-9115.742103713534	202.92551586992758	1.0	5.030378041315652E-4	-63.09015727469842	833.784835797333	0.0022365214500284086
1209000	-9198.511658851838	-9117.906383185664	-80.60527566617303	-9117.906383185664	512.7212516725506	1.0	1.9149872787282022E-4	-68.25529186281476	3760.76001553559	0.005932151309591446
1210000	-9201.343805903209	-9122.54178700703	-78.80201889617743	-9122.54178700703	444.61278136090317	1.0	2.399988782309373E-4	-67.01423630185252	2143.5754504516203	0.00423295544488464
1211000	-9194.334682150791	-9114.338529138155	-79.99615301263594	-9114.338529138155	503.9715375017308	1.0	1.994472870780546E-4	-68.03812233616202	2541.395379848025	0.004539841075754572
1212000	-9193.935498892544	-9115.89444463734	-78.04105425520353	-9115.89444463734	421.313401610711	1.0	2.4175374180161377E-4	-66.60548783621158	1507.1930819818492	0.004539841075754572
1213000	-9200.148562537615	-9119.691768347444	-80.45679419017152	-9119.691768347444	458.44308112370567	1.0	2.0611308220337622E-4	-69.30808227023135	1131.3392264638567	0.0043080061721780805
1214000	-9196.860147099309	-9119.286720895305	-77.57342620400358	-9119.286720895305	378.6351089340538	1.0	2.5228004249937296E-4	-66.54886592734755	999.2507247066806	0.0043080061721780805
1215000	-9200.59255187981	-9116.191828566461	-84.4007233133495	-9116.191828566461	609.5793845692651	1.0	1.6556649552265765E-4	-71.38811504855079	7295.254200652513	0.0065923167678084565
1216000	-9198.49740534007	-9116.797831852427	-81.69957348764171	-9116.797831852427	457.45333890285633	1.0	2.2113924548859316E-4	-68.78659408288918	6603.472886866837	0.006575786525368624
1217000	-9186.638702170518	-9114.1870182589	-72.45168391161816	-9114.1870182589	231.86864272824073	1.0	4.3058713651994803E-4	-61.37812351860213	1049.2453487365788	0.00981486688416952
1218000	-9191.89988724882	-9113.815937999967	-78.08394924885258	-9113.815937999967	335.70161554341144	1.0	2.82622302878589E-4	-65.58656314655184	4357.610627803793	0.008986352817244261
1219000	-9196.891977296404	-9117.082588232073	-79.80938906433063	-9117.082588232073	414.9535707607294	1.0	2.363268268796872E-4	-67.83334719031329	2587.299486998754	0.007911661789260532
1220000	-9191.523057422513	-9118.579693332327	-72.94336409018555	-9118.579693332327	245.69960835422688	1.0	3.8708719921393283E-4	-62.15998519809826	785.0182451122345	0.007911661789260532
1221000	-9188.846353394934	-9123.034780420618	-65.81157297431696	-9123.034780420618	122.0854130080885	1.0	8.150703425311054E-4	-55.36039108869982	562.8648800414063	0.02235205775232839
1222000	-9189.657051483875	-9116.550637209792	-73.10641427408379	-9116.550637209792	253.23817891750073	1.0	3.844355054201107E-4	-61.95552790217178	1133.6854606828415	0.007462357954934051
1223000	-9194.634950607979	-9117.581116758385	-77.05383384959424	-9117.581116758385	350.82665390087817	1.0	2.755207387119748E-4	-65.09481414268657	2543.6679910406724	0.007462357954934051
1224000	-9200.88524483048	-9120.316411052012	-80.56883377846944	-9120.316411052012	472.8273541625445	1.0	2.062919113428078E-4	-68.5667512607923	2655.9402870891613	0.0035078053411056326
1225000	-9194.222232236534	-9117.066173899655	-77.15605833687896	-9117.066173899655	370.34629644365316	1.0	2.7122158218009866E-4	-66.08965603925603	1041.999291515051	0.002809834489489904
1226000	-9196.315790363535	-9120.017405126724	-76.29838523681097	-9120.017405126724	323.7206684644867	1.0	3.009599134965042E-4	-65.90070293274898	533.8829119059619	0.002809834489489904
1227000	-9192.372072656115	-9118.351192795313	-74.02087986080163	-9118.351192795313	275.3004608467549	1.0	3.787960025387688E-4	-63.39157797312405	673.0341911495547	0.002809834489489904
1228000	-9200.690586657549	-9114.841239647396	-85.84934701015244	-9114.841239647396	614.8624370790968	1.0	1.630376850485484E-4	-73.66467256961555	3187.7547132288414	0.005775226186853055
1229000	-9199.654586932169	-9114.711563891262	-84.94302304090742	-9114.711563891262	678.9072684445158	1.0	1.500026031604359E-4	-71.67245009532274	9442.448507995196	0.005775226186853055
1230000	-9196.339411419869	-9116.623675202158	-79.71573621771134	-9116.623675202158	479.9402257103089	1.0	2.1299589296669029E-4	-67.67211879886156	2768.3730349513526	0.005775226186853055
1231000	-9200.518921245442	-9121.010076445644	-79.50884479979884	-9121.010076445644	478.54025405428604	1.0	2.0147010743599568E-4	-67.3851277986956	2999.2413636058063	0.005775226186853055
1232000	-9197.072901874091	-9116.662806674636	-80.41009519945564	-9116.662806674636	502.99067071977834	1.0	1.8786759834838113E-4	-68.28635491803445	2999.311187711151	0.005775226186853055
1233000	-9193.990148004363	-9126.201763352463	-67.7883846518996	-9126.201763352463	138.49337326378037	1.0	7.10278284535752E-4	-57.38528525885218	536.6704142718886	0.009241274289393045
1234000	-9189.92180651878	-9118.201957729116	-71.71984878966373	-9118.201957729116	214.29809903845234	1.0	4.8163412829443675E-4	-60.424912280288424	1309.19773944732	0.010820932754031315
1235000	-9189.721855084119	-9118.812833634422	-70.90902144969797	-9118.812833634422	204.42895974084564	1.0	4.970341918395534E-4	-59.803688036066056	1083.0458218072238	0.011869807487831521
1236000	-9190.255804140368	-9116.047336914966	-74.20846722540213	-9116.047336914966	245.59167032920027	1.0	4.0373543905887027E-4	-62.26246352657289	2510.185580564201	0.014659788547533206
1237000	-9188.985234224006	-9120.242922608719	-68.74231161528796	-9120.242922608719	160.44718004530665	1.0	5.820821326175784E-4	-58.10682654851865	676.9472372856137	0.014659788547533206
1238000	-9188.789773163367	-9119.35003085432	-69.43974230904702	-9119.35003085432	173.5508378821144	1.0	5.652678544876894E-4	-58.22994374500286	1202.1811999511892	0.015088948727673898
1239000	-9189.120082138606	-9121.789615436168	-67.33046670243883	-9121.789615436168	132.03546126555457	1.0	7.690572396730422E-4	-56.884526711038276	559.9783987755607	0.019266465412189182
1240000	-9195.61992092375	-9120.40903037294	-75.21089055080846	-9120.40903037294	325.7011340429795	1.0	3.174835814093301E-4	-64.37465570649748	827.6784155988767	0.006014943567351272
1241000	-9202.91560199617	-9120.672474837485	-82.24312715868408	-9120.672474837485	539.819713842187	1.0	1.8051922550335354E-4	-69.34122908468267	6530.820868708823	0.006014943567351272
1242000	-9198.029563834709	-9120.882691255652	-77.14687257905561	-9120.882691255652	347.9555575004469	1.0	2.8831949756451654E-4	-65.50580794559801	1851.017021571219	0.004908865256657846
1243000	-9197.500972983238	-9113.928408613427	-83.57256436981181	-9113.928408613427	703.1653453122855	1.0	1.3630992498430832E-4	-71.91071836503156	1890.0667726549214	0.0019751524712236374
1244000	-9199.834026224957	-9117.367508417829	-82.46651780712837	-9117.367508417829	576.6757421499308	1.0	1.7110439271109988E-4	-70.15947321594767	3602.6893597924363	0.005970393860344189
1245000	-9196.11505072947	-9116.676693144933	-79.438357584537	-9116.676693144933	459.7082675739981	1.0	2.220640469042866E-4	-67.24604074145977	3212.1897280431463	0.005970393860344189
