#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="CoalescentConstant.t:ThiesDiscoINDELs" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="ConstantPopulation.t:ThiesDiscoINDELs" spec="beast.evolution.tree.coalescent.ConstantPopulation">
#                <parameter id="popSize.t:ThiesDiscoINDELs" name="popSize">0.3</parameter>
#            </populationModel>
#            <treeIntervals id="TreeIntervals.t:ThiesDiscoINDELs" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                <tree id="Tree.t:ThiesDiscoINDELs">
#                    <trait id="dateTrait.t:ThiesDiscoINDELs" spec="beast.evolution.tree.TraitSet" traitname="date">
#                Th086.07=7.0,
#Th106.09=9.0,
#Th230.12=12.0,
#Th074.13=13.0,
#Th132.11=11.0,
#Th162.12=12.0,
#Th196.12=12.0,
#Th106.11=11.0,
#Th117.11=11.0,
#Th134.11=11.0                
#                                    <taxa id="TaxonSet.ThiesDiscoINDELs" spec="beast.evolution.alignment.TaxonSet">
#                        </taxa>
#                    </trait>
#                    <taxonset idref="TaxonSet.ThiesDiscoINDELs"/>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <distribution id="CoalescentConstant.t:ThiesDiscoSNPs" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="ConstantPopulation.t:ThiesDiscoSNPs" spec="beast.evolution.tree.coalescent.ConstantPopulation">
#                <parameter id="popSize.t:ThiesDiscoSNPs" name="popSize">0.3</parameter>
#            </populationModel>
#            <treeIntervals id="TreeIntervals.t:ThiesDiscoSNPs" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                <tree id="Tree.t:ThiesDiscoSNPs">
#                    <trait id="dateTrait.t:ThiesDiscoSNPs" spec="beast.evolution.tree.TraitSet" traitname="date">
#                Th086.07=7.0,
#Th106.09=9.0,
#Th230.12=12.0,
#Th074.13=13.0,
#Th132.11=11.0,
#Th162.12=12.0,
#Th196.12=12.0,
#Th106.11=11.0,
#Th117.11=11.0,
#Th134.11=11.0                
#                                    <taxa id="TaxonSet.ThiesDiscoSNPs" spec="beast.evolution.alignment.TaxonSet">
#                        </taxa>
#                    </trait>
#                    <taxonset idref="TaxonSet.ThiesDiscoSNPs"/>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <prior id="ClockPrior.c:ThiesDiscoINDELs" name="distribution">
#            <parameter id="clockRate.c:ThiesDiscoINDELs" name="x">1.0</parameter>
#            <Uniform id="Uniform.0" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="ClockPrior.c:ThiesDiscoSNPs" name="distribution">
#            <parameter id="clockRate.c:ThiesDiscoSNPs" name="x">1.0</parameter>
#            <Uniform id="Uniform.01" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="PopSizePrior.t:ThiesDiscoINDELs" name="distribution" x="@popSize.t:ThiesDiscoINDELs">
#            <OneOnX id="OneOnX.0" name="distr"/>
#        </prior>
#        <prior id="PopSizePrior.t:ThiesDiscoSNPs" name="distribution" x="@popSize.t:ThiesDiscoSNPs">
#            <OneOnX id="OneOnX.01" name="distr"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@ThiesDiscoINDELs" id="treeLikelihood.ThiesDiscoINDELs" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:ThiesDiscoINDELs">
#            <siteModel id="SiteModel.s:ThiesDiscoINDELs" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:ThiesDiscoINDELs" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:ThiesDiscoINDELs" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:ThiesDiscoINDELs" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:ThiesDiscoINDELs" spec="beast.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:ThiesDiscoINDELs" id="StrictClock.c:ThiesDiscoINDELs" spec="beast.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#        <distribution data="@ThiesDiscoSNPs" id="treeLikelihood.ThiesDiscoSNPs" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:ThiesDiscoSNPs">
#            <siteModel id="SiteModel.s:ThiesDiscoSNPs" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:ThiesDiscoSNPs" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:ThiesDiscoSNPs" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:ThiesDiscoSNPs" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:ThiesDiscoSNPs" spec="beast.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:ThiesDiscoSNPs" id="StrictClock.c:ThiesDiscoSNPs" spec="beast.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.SNPs	treeLikelihood.INDELs	TreeHeight.SNPs	TreeHeight.INDELs	clockRate.SNPs	clockRate.INDELs	mutationRate.INDELs	mutationRate.SNPs	popSize.INDELs	popSize.SNPs	CoalescentConstant.INDELs	CoalescentConstant.SNPs
0	-51337.23555404497	-51288.98892918191	-48.2466248630584	-27052.034294086687	-24236.954635095226	9.45544078548333	7.350838720853574	1.0	1.0	1.0	1.0	0.3	0.3	-12.272973964689948	-38.381596507020326
1000	-25724.644484800545	-25722.26220431963	-2.3822804809116938	-14435.41353151205	-11286.84867280758	6.658865053488864	6.539612219383514	0.19536420098892412	0.6177613165600391	0.3044024290435614	1.6955975709564388	0.3535951841404683	0.33644806246762093	-3.459360388386818	-1.0518341484657112
2000	-23239.934106878674	-23202.504889274016	-37.42921760465692	-13686.516513990515	-9515.988375283503	6.658865053488864	9.175543063438859	0.1414683922206758	0.20823061922046981	0.15868306915400532	1.841316930845995	0.8698768258485452	0.4541799073006065	-34.00981894459704	-4.3480642047495355
3000	-20722.78262423833	-20654.48641458231	-68.2962096560205	-11390.742940640957	-9263.743473941353	9.759462990858905	11.737210766304074	0.016613483236313963	0.0776902654904354	0.15868306915400532	1.841316930845995	1.9553894595699122	3.8332685014029453	-42.47202104192551	-23.809881394560946
4000	-20366.09074267623	-20275.622514879033	-90.46822779719766	-11124.047995192954	-9151.574519686077	20.163559306501636	25.227804222096555	0.005086946457977341	0.02823093414989853	0.15868306915400532	1.841316930845995	14.04633904656044	23.2671719359334	-45.396400614365085	-39.282421949778616
5000	-20319.266058838013	-20219.299453323656	-99.9666055143564	-11082.990246420897	-9136.30920690276	31.03389148399477	38.200669819058696	0.002910998275495264	0.018217697122878684	0.15868306915400532	1.841316930845995	47.17887979288183	38.35848629374883	-45.585710413996885	-46.87997298122592
6000	-20299.607830415895	-20179.66888922699	-119.93894118890744	-11056.470779535644	-9123.198109691342	94.84618544510445	71.34399920532915	8.74269598864044E-4	0.00906444928122275	0.15868306915400532	1.841316930845995	83.60245442078427	144.4332660993689	-52.67212525893116	-57.867925476640366
7000	-20311.261490694356	-20180.959828230087	-130.30166246426901	-11052.018809597534	-9128.941018632553	210.48112506414387	80.92211561878692	3.6649267578928575E-4	0.008180627457054905	0.15823016198827472	1.8417698380117256	87.75485574788632	573.390344930693	-54.428615398976106	-65.0469331532914
8000	-20310.57976564015	-20169.657849822775	-140.92191581737177	-11050.305445794706	-9119.35240402807	341.1567709451823	137.1124032735606	2.422409655211873E-4	0.004880622479562357	0.15037002874090222	1.849629971259098	250.4714447171155	1302.231331039559	-58.54623902206967	-69.68049739382423
9000	-20312.505638943763	-20165.442311100247	-147.06332784351682	-11048.830655835827	-9116.61165526442	516.6456501460607	140.58149025485545	1.5382520625674274E-4	0.004691017496265377	0.15037002874090222	1.849629971259098	403.7898674269293	1936.315476815055	-59.65035964437347	-73.84353137916668
10000	-20326.347028970977	-20170.99883114609	-155.3481978248858	-11047.465126734285	-9123.533704411804	717.6644706559647	263.5957629713715	1.0918804389028644E-4	0.00259113139343975	0.15037002874090222	1.849629971259098	297.0350894303591	1327.9730181503496	-65.96523554195909	-76.49770299270047
11000	-20319.03327952297	-20166.478191879913	-152.5550876430558	-11046.67398487251	-9119.8042070074	1001.8421884682293	160.1354646583862	7.839785370013982E-5	0.004206253270508268	0.15037002874090222	1.849629971259098	284.3467536089225	1751.3214118565847	-60.06443592386041	-79.372331387924
12000	-20314.912628938353	-20162.07367344064	-152.83895549771543	-11046.016356551703	-9116.057316888937	653.7126169687646	219.58072659722166	1.2149419286880446E-4	0.0030027330526661874	0.15037002874090222	1.849629971259098	443.56949680151683	2280.4252863188663	-63.280034191590204	-75.73194958221794
13000	-20325.430491349634	-20165.55014123872	-159.88035011091426	-11048.622600124523	-9116.927541114197	927.9592902372704	360.64301435604534	9.119759129306462E-5	0.0018312268357692538	0.15037002874090222	1.849629971259098	708.0333786275766	1446.8960292769168	-67.9641398946397	-78.07654310729546
14000	-20320.33064732852	-20161.78198634715	-158.5486609813716	-11048.868366130655	-9112.913620216494	528.2013966846034	450.5944690573485	1.3761368479565331E-4	0.0014500638959306707	0.15037002874090222	1.849629971259098	876.1177533781643	1687.6977045533345	-69.95026228260724	-74.39177762105916
15000	-20332.856757361486	-20163.79939987723	-169.05735748425482	-11049.079576917506	-9114.719822959722	864.3016519616482	720.7073080619648	8.262337167341173E-5	9.035467716067332E-4	0.15037002874090222	1.849629971259098	1840.1990616266692	2826.309038107633	-74.61467560987565	-78.97832593138496
16000	-20329.228513177528	-20161.372532532223	-167.85598064530336	-11047.102683514699	-9114.269849017524	570.8738806452494	1038.0525513596262	1.3191819441350016E-4	6.232730492621822E-4	0.15037002874090222	1.849629971259098	1563.1129038119009	2006.8339692279555	-77.86448858471168	-75.03274387792594
17000	-20327.5812279398	-20166.955210366723	-160.62601757307806	-11050.389933623128	-9116.565276743593	516.2087999579984	583.5238407265991	1.436382164261509E-4	0.0011130355840284455	0.15037002874090222	1.849629971259098	1428.217120765702	1404.6969482074503	-72.63560069867307	-73.4786578344328
18000	-20330.802224656585	-20163.646897212933	-167.15532744365157	-11049.128076561461	-9114.518820651472	376.6771711725304	1484.3160500662777	1.8986470532371554E-4	4.1812618181954293E-4	0.15037002874090222	1.849629971259098	2083.258269552831	788.2948125713613	-81.46533358989429	-71.37843328344049
19000	-20319.906624517902	-20164.464754678687	-155.4418698392142	-11051.539404264253	-9112.925350414433	178.38949914674623	1065.37091799082	4.395392147290721E-4	6.096903501436506E-4	0.15037002874090222	1.849629971259098	2022.1710808508665	551.0290680087866	-77.79876731234964	-63.71938795837653
