#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="CoalescentExponential.t:ThiesDiscoSNPs" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="ExponentialGrowth.t:ThiesDiscoSNPs" spec="beast.evolution.tree.coalescent.ExponentialGrowth">
#                <parameter id="ePopSize.t:ThiesDiscoSNPs" name="popSize">0.3</parameter>
#                <parameter id="growthRate.t:ThiesDiscoSNPs" name="growthRate">3.0E-4</parameter>
#            </populationModel>
#            <treeIntervals id="TreeIntervals.t:ThiesDiscoSNPs" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                <tree id="Tree.t:ThiesDiscoSNPs">
#                    <trait id="dateTrait.t:ThiesDiscoSNPs" spec="beast.evolution.tree.TraitSet" traitname="date">
#                Th086.07=7.0,
#Th106.09=9.0,
#Th230.12=12.0,
#Th074.13=13.0,
#Th132.11=11.0,
#Th162.12=12.0,
#Th196.12=12.0,
#Th106.11=11.0,
#Th117.11=11.0,
#Th134.11=11.0                
#                                    <taxa id="TaxonSet.ThiesDiscoSNPs" spec="beast.evolution.alignment.TaxonSet">
#                        </taxa>
#                    </trait>
#                    <taxonset idref="TaxonSet.ThiesDiscoSNPs"/>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <prior id="ClockPrior.c:ThiesDiscoSNPs" name="distribution">
#            <parameter id="clockRate.c:ThiesDiscoSNPs" name="x">1.0</parameter>
#            <Uniform id="Uniform.0" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="ePopSizePrior.t:ThiesDiscoSNPs" name="distribution" x="@ePopSize.t:ThiesDiscoSNPs">
#            <OneOnX id="OneOnX.0" name="distr"/>
#        </prior>
#        <prior id="GrowthRatePrior.t:ThiesDiscoSNPs" name="distribution" x="@growthRate.t:ThiesDiscoSNPs">
#            <LaplaceDistribution id="LaplaceDistribution.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="mu">0.001</parameter>
#                <parameter estimate="false" id="RealParameter.01" name="scale">30.701135</parameter>
#            </LaplaceDistribution>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@ThiesDiscoSNPs" id="treeLikelihood.ThiesDiscoSNPs" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:ThiesDiscoSNPs">
#            <siteModel id="SiteModel.s:ThiesDiscoSNPs" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:ThiesDiscoSNPs" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:ThiesDiscoSNPs" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:ThiesDiscoSNPs" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:ThiesDiscoSNPs" spec="beast.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:ThiesDiscoSNPs" id="StrictClock.c:ThiesDiscoSNPs" spec="beast.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	clockRate	mutationRate	CoalescentExponential	ePopSize	growthRate.
952000	-11125.727870149032	-11050.768374211057	-74.95949593797611	-11050.768374211057	384.4838262881103	3.959304768708911E-4	1.0	-62.27274400171794	5265.542195021028	0.012228351521318945
953000	-11126.542201799091	-11049.768913651113	-76.7732881479794	-11049.768913651113	427.510402978756	3.532783958471311E-4	1.0	-63.28841313970247	11696.70517667333	0.012228351521318945
954000	-11129.111522210822	-11051.595879999817	-77.51564221100556	-11051.595879999817	422.2059444312431	3.606503395449997E-4	1.0	-66.0024725086226	1628.6720915187154	0.007220149130207118
955000	-11129.884667688977	-11049.513666152798	-80.37100153617972	-11049.513666152798	661.0934776038785	2.1764627703322516E-4	1.0	-67.0544085900874	9886.69456358256	0.007170690146419398
956000	-11130.162796452894	-11050.545893669178	-79.61690278371725	-11050.545893669178	555.7885597238768	2.7085898558799773E-4	1.0	-65.84212934206785	15631.669156205802	0.00936381682121891
957000	-11125.199587355155	-11048.533355659976	-76.66623169517888	-11048.533355659976	429.3343496697763	3.524334838513884E-4	1.0	-63.876436780271675	5837.603796448498	0.00936381682121891
958000	-11135.093532070228	-11056.788843944565	-78.30468812566258	-11056.788843944565	515.4462490156648	2.9020159667920075E-4	1.0	-65.68127903198047	4942.812902406091	0.00936381682121891
959000	-11122.703196079749	-11046.060384936232	-76.64281114351687	-11046.060384936232	409.66252721818904	3.401692296338549E-4	1.0	-64.19813607714423	4133.814362842627	0.00936381682121891
960000	-11124.148841065276	-11046.971112068994	-77.17772899628326	-11046.971112068994	457.1844163804795	2.9792155437567827E-4	1.0	-64.23838927484165	6779.241417359953	0.00936381682121891
961000	-11125.637619209127	-11050.070268348383	-75.56735086074389	-11050.070268348383	376.7196842598823	3.948804339734343E-4	1.0	-63.38309388760232	3186.1031528343046	0.008868735661801658
962000	-11129.586912534012	-11047.104650128407	-82.48226240560484	-11047.104650128407	553.8674719615755	2.446956464253052E-4	1.0	-68.05799899376456	29927.59068410875	0.009611896758888197
963000	-11126.647239486976	-11049.458289465627	-77.18895002134902	-11049.458289465627	431.7217136131231	3.2054400908710376E-4	1.0	-64.29500926164991	6478.300245252469	0.009611896758888197
964000	-11132.356593405353	-11055.700837172155	-76.6557562331983	-11055.700837172155	342.71821311605413	4.15866872228465E-4	1.0	-63.829872055867185	6051.984282625943	0.010084291680483345
965000	-11124.825254155205	-11049.615009219662	-75.21024493554278	-11049.615009219662	377.0883191200362	3.935808533189997E-4	1.0	-63.093632717248354	2977.5899742163065	0.010084291680483345
966000	-11123.182531547413	-11048.157510540324	-75.02502100708864	-11048.157510540324	350.2959841216893	4.2617242253482283E-4	1.0	-62.67970839408151	3742.72754055972	0.010084291680483345
967000	-11134.847486965245	-11056.509517225495	-78.3379697397506	-11056.509517225495	483.8390242049615	2.747946821908012E-4	1.0	-64.5657270222317	15591.793826019577	0.010084291680483345
968000	-11132.102110427091	-11051.910719465644	-80.1913909614467	-11051.910719465644	566.2835446987438	2.773281907969213E-4	1.0	-68.11325966775439	2865.4956094977115	0.006768336233900177
969000	-11132.247775348811	-11051.414454778338	-80.83332057047286	-11051.414454778338	609.3651683781594	2.2884572730936392E-4	1.0	-67.69426201080377	8278.55626274486	0.006768336233900177
970000	-11129.47344866543	-11048.168555175444	-81.30489348998731	-11048.168555175444	653.7347354770257	2.0540456090919337E-4	1.0	-68.23168214540988	7750.99617410799	0.006768336233900177
971000	-11137.870110395297	-11054.345080257985	-83.52503013731236	-11054.345080257985	768.1878887174901	2.070144859491678E-4	1.0	-69.3076093524347	24337.761206181516	0.006820856546961629
972000	-11133.395217752719	-11048.08849143476	-85.30672631795858	-11048.08849143476	889.5873311114432	1.6761699392700736E-4	1.0	-70.56931415947325	40936.43414530168	0.006820856546961629
973000	-11137.519800910966	-11050.219325914719	-87.30047499624779	-11050.219325914719	1053.042230456211	1.5021816203804079E-4	1.0	-72.05098487333615	68312.88770191533	0.006820856546961629
974000	-11140.572817589169	-11054.82609113069	-85.74672645847842	-11054.82609113069	879.3657995174412	1.6648956176086653E-4	1.0	-71.499674391513	25069.711025318928	0.006820856546961629
975000	-11131.082470956018	-11046.084216444091	-84.9982545119267	-11046.084216444091	818.6899724519823	1.5966659415525563E-4	1.0	-70.42662527410211	34682.58043844394	0.006820856546961629
976000	-11133.712438553968	-11051.261521850447	-82.45091670352078	-11051.261521850447	819.6970834800647	1.856375038476775E-4	1.0	-68.54232961726728	17871.28803574617	0.006820856546961629
977000	-11130.966449570062	-11049.839248830354	-81.12720073970716	-11049.839248830354	652.3209249853509	2.1449708534317097E-4	1.0	-67.80044178458263	9987.829217975555	0.006820856546961629
978000	-11134.117921851755	-11052.181447606961	-81.93647424479346	-11052.181447606961	708.5990361507222	1.9122820855077666E-4	1.0	-67.94055431563629	19501.988381032617	0.007183711839249887
979000	-11133.482881639356	-11049.998756996718	-83.4841246426379	-11049.998756996718	723.3068911223552	1.8159284180641766E-4	1.0	-68.98616963104551	32218.84439615801	0.007183711839249887
980000	-11133.880265747424	-11047.509095158148	-86.37117058927711	-11047.509095158148	1074.4546506502236	1.3094605773523828E-4	1.0	-71.51466023268145	46115.658503195096	0.005780666724040234
981000	-11134.429562791496	-11043.945181903639	-90.48438088785713	-11043.945181903639	1255.8402983114609	1.1416649427244783E-4	1.0	-74.49317520179292	143430.11106305924	0.005780666724040234
982000	-11148.113354118568	-11052.255216831543	-95.85813728702442	-11052.255216831543	1545.8850934869156	8.97489313042367E-5	1.0	-78.82154996701993	407984.6371219761	0.005780666724040234
983000	-11139.843439511455	-11048.476635009527	-91.36680450192728	-11048.476635009527	1314.5930463913153	1.0290664988375644E-4	1.0	-75.48870134932315	128091.56403187285	0.005780666724040234
984000	-11141.101084693366	-11052.423544712849	-88.67753998051828	-11052.423544712849	1234.3087948376378	1.2471575236920788E-4	1.0	-72.93938778333293	111362.91768995213	0.005780666724040234
985000	-11133.71798073003	-11050.485935347862	-83.23204538216822	-11050.485935347862	807.5973313377979	1.7329746819315047E-4	1.0	-69.48337434843309	15230.701607523626	0.005780666724040234
986000	-11132.290608425052	-11047.838492650353	-84.45211577469766	-11047.838492650353	689.6135666419664	1.985284702105065E-4	1.0	-70.45393748638152	19546.973922817917	0.005780666724040234
987000	-11128.946243806813	-11046.445944512598	-82.50029929421518	-11046.445944512598	751.9609498827015	1.9121736020716006E-4	1.0	-68.93404042218089	12690.839778888578	0.006413590459342242
988000	-11136.565215405335	-11052.886124641405	-83.67909076393059	-11052.886124641405	803.0958256721175	1.8778568931059007E-4	1.0	-69.74046397888634	18416.525176496158	0.006413590459342242
989000	-11131.240854913429	-11052.79081329093	-78.45004162249778	-11052.79081329093	475.3271903210344	3.2304521799260324E-4	1.0	-66.08393966429455	3821.807744158989	0.006413590459342242
990000	-11129.496847917026	-11049.538115806985	-79.95873211004158	-11049.538115806985	554.3527557950579	2.5570786711140024E-4	1.0	-67.49239855781568	4224.7290820340495	0.006413590459342242
991000	-11128.360240469528	-11048.916711097283	-79.4435293722452	-11048.916711097283	532.0327995310615	2.75469059566945E-4	1.0	-66.63871046363207	5926.539547710954	0.006413590459342242
992000	-11127.46971005992	-11048.192225147652	-79.2774849122692	-11048.192225147652	485.1183114296592	3.0038055811437773E-4	1.0	-66.55852780515106	5438.9100973859695	0.006413590459342242
993000	-11136.730862988483	-11049.720227266474	-87.0106357220081	-11049.720227266474	1100.5742434530505	1.3244818607292453E-4	1.0	-73.35671502045197	13854.516392653812	0.00429560140548986
994000	-11133.757674619772	-11047.55186402326	-86.20581059651181	-11047.55186402326	1085.54921935474	1.221096511052181E-4	1.0	-71.99888142839525	24085.73458653256	0.00429560140548986
995000	-11137.111253310204	-11049.098847358277	-88.01240595192715	-11049.098847358277	1190.7815720196584	1.0892747780087395E-4	1.0	-73.50467665040807	32538.3655887674	0.00429560140548986
996000	-11144.676323122423	-11055.240068424067	-89.43625469835581	-11055.240068424067	1291.02797517864	1.107177476802304E-4	1.0	-74.4007366031406	55158.379066840585	0.00429560140548986
997000	-11136.398764817826	-11048.199962156543	-88.19880266128433	-11048.199962156543	1396.0205447428812	1.0058025056362686E-4	1.0	-73.3897587634123	43979.97730624525	0.00429560140548986
998000	-11133.617128872369	-11045.595281796823	-88.021847075547	-11045.595281796823	1255.4177213990738	1.1328516690519204E-4	1.0	-73.2055722741806	44299.144821919814	0.00429560140548986
999000	-11135.843414004617	-11047.570125467228	-88.27328853739013	-11047.570125467228	1280.3193344488107	1.1115383936145545E-4	1.0	-73.38787307208315	47470.384698272625	0.00429560140548986
1000000	-11140.37576569979	-11047.50697964966	-92.86878605013105	-11047.50697964966	1554.0829603344562	9.196741455505301E-5	1.0	-76.74809620638224	163265.941625761	0.00429560140548986
1001000	-11144.477752916573	-11054.874382040794	-89.60337087577838	-11054.874382040794	1330.3326078466382	1.0633139246765355E-4	1.0	-74.54335803245291	56526.15291906902	0.00429560140548986
1002000	-11140.879140651763	-11052.108405654872	-88.77073499689146	-11052.108405654872	1420.6490329112125	9.94748984933699E-5	1.0	-74.34537053323487	29966.44765401869	0.003579978481085086
1003000	-11132.402520713857	-11047.770625345203	-84.63189536865332	-11047.770625345203	835.6927485540738	1.6402838715538008E-4	1.0	-71.60084243188517	7431.79053827888	0.003579978481085086
1004000	-11127.189100309968	-11047.594436600668	-79.59466370929935	-11047.594436600668	534.6090123236353	2.702923213378648E-4	1.0	-67.42658644711734	3135.2798751571872	0.005811898603754528
1005000	-11130.714452383461	-11050.138271332688	-80.57618105077356	-11050.138271332688	490.9518376454042	2.667651105644887E-4	1.0	-67.08171423513929	11811.222475814764	0.007588301553529034
1006000	-11131.262701911523	-11049.051471994031	-82.21122991749212	-11049.051471994031	668.3087524258954	2.2143006638638543E-4	1.0	-68.17766921326341	20249.78194547889	0.007588301553529034
1007000	-11133.22647684788	-11047.323385672182	-85.90309117569797	-11047.323385672182	834.1737522240879	1.7259261293852454E-4	1.0	-70.97401061582288	49583.78579614797	0.007588301553529034
1008000	-11137.139893273392	-11054.962213153884	-82.17768011950884	-11054.962213153884	681.2440228680013	2.104257112145666E-4	1.0	-68.19793967017802	19188.742337298823	0.007588301553529034
1009000	-11127.247785533786	-11050.564494191553	-76.68329134223332	-11050.564494191553	344.09321098379735	4.162551246817323E-4	1.0	-64.4444023971866	3365.149083204934	0.007588301553529034
1010000	-11127.953340379892	-11049.351619847344	-78.6017205325488	-11049.351619847344	489.89850549340144	2.759201788042374E-4	1.0	-65.89164705625724	5390.600546893394	0.007588301553529034
1011000	-11129.91424813232	-11048.72257715255	-81.1916709797691	-11048.72257715255	550.9997601297471	2.6139398014576046E-4	1.0	-66.44714797586539	41221.00732949006	0.012448659622883565
1012000	-11134.220715512713	-11051.71691047869	-82.50380503402342	-11051.71691047869	548.3385913052955	2.5154095373926646E-4	1.0	-66.54059544320302	139427.3686136441	0.015235996883182959
1013000	-11138.16475617563	-11050.609383167106	-87.55537300852433	-11050.609383167106	588.6106690194491	2.2275694028694185E-4	1.0	-70.70699030654978	337888.82515871414	0.015235996883182959
1014000	-11137.74508072323	-11054.099656765831	-83.64542395740018	-11054.099656765831	556.8622301975303	2.2810788395169864E-4	1.0	-67.06961677140896	257278.91633029573	0.014641370789333974
1015000	-11135.89154798898	-11049.518018136087	-86.37352985289353	-11049.518018136087	594.2429385443238	2.3711823144216435E-4	1.0	-69.73294731358872	274495.8458365682	0.014641370789333974
1016000	-11136.850773367007	-11053.601434307348	-83.24933905965852	-11053.601434307348	564.1115718035926	2.6881709383368846E-4	1.0	-67.52818451720121	109454.41163032952	0.014641370789333974
1017000	-11134.467056278429	-11051.185646978682	-83.28140929974673	-11051.185646978682	575.485567818866	2.55811993872264E-4	1.0	-67.63501338041257	101570.13116236131	0.014641370789333974
1018000	-11135.947873920271	-11055.771901202643	-80.17597271762781	-11055.771901202643	498.30529174112354	3.1625638787639393E-4	1.0	-65.83853239856674	27434.295931350654	0.014641370789333974
1019000	-11128.68007540789	-11052.135668976218	-76.5444064316723	-11052.135668976218	430.2169425342578	3.360849516293995E-4	1.0	-62.54329328485065	19598.7685422877	0.014641370789333974
1020000	-11129.97518083455	-11053.25007300095	-76.72510783360019	-11053.25007300095	454.6935164402465	3.4510880313283617E-4	1.0	-62.79673262724456	18223.80660095206	0.014641370789333974
1021000	-11127.118949235253	-11048.358928132431	-78.76002110282232	-11048.358928132431	441.0504922445403	3.36863905242776E-4	1.0	-64.33023702887665	30088.338213390758	0.014641370789333974
1022000	-11128.586935753292	-11050.593050248752	-77.99388550454053	-11050.593050248752	417.3888891175028	3.3313985082390925E-4	1.0	-63.74431625177505	25126.494337533193	0.014641370789333974
1023000	-11126.909941145042	-11052.334583145997	-74.57535799904592	-11052.334583145997	360.45865009114965	4.1514132996588367E-4	1.0	-61.57230164279731	7224.221937217708	0.013732812620789903
1024000	-11128.33717548406	-11053.751559214987	-74.58561626907172	-11053.751559214987	351.7163710931209	4.079145416436712E-4	1.0	-61.70003964206213	6423.619246044771	0.013060588644663598
1025000	-11127.880902756368	-11049.53481880888	-78.34608394748818	-11049.53481880888	439.538299522583	3.340257137729525E-4	1.0	-64.42111988172019	18162.683700248428	0.013060588644663598
1026000	-11128.271961369655	-11050.30156722676	-77.97039414289587	-11050.30156722676	467.76495774454867	3.06752583524514E-4	1.0	-64.06092617366964	17883.402473204827	0.013060588644663598
1027000	-11128.831935907905	-11050.367176709473	-78.46475919843145	-11050.367176709473	455.9269202166683	3.157767754692296E-4	1.0	-64.62659313934847	16652.67953348712	0.013060588644663598
1028000	-11137.644011355595	-11054.40815630469	-83.23585505090523	-11054.40815630469	546.7457411312395	2.707015971554374E-4	1.0	-68.28462985869048	50685.013214478764	0.013060588644663598
1029000	-11134.857872124425	-11052.091611957649	-82.76626016677632	-11052.091611957649	554.4637437049798	2.6264877779031044E-4	1.0	-67.29246478147428	85472.9936786159	0.013060588644663598
1030000	-11127.273459658376	-11046.259129907714	-81.01432975066156	-11046.259129907714	425.15670084215867	3.450589563254811E-4	1.0	-66.55257238546989	31067.50577330457	0.013060588644663598
1031000	-11129.028826901518	-11050.383456962967	-78.64536993855091	-11050.383456962967	436.6093559661432	3.179125449874469E-4	1.0	-64.62651362721152	19950.64330492141	0.013060588644663598
1032000	-11134.306872374413	-11056.629414536495	-77.67745783791682	-11056.629414536495	488.73776281798587	2.7338867221786775E-4	1.0	-63.5124737615255	23089.75825732966	0.013060588644663598
1033000	-11126.22150827873	-11050.083576768482	-76.13793151024834	-11050.083576768482	395.65893347435593	3.60066276390401E-4	1.0	-62.493309904635716	13721.969836388042	0.01393547511913959
1034000	-11125.750817428803	-11049.250516481174	-76.5003009476303	-11049.250516481174	415.2222206439262	3.507635750474013E-4	1.0	-62.83256218856478	14042.877665494136	0.01393547511913959
1035000	-11130.218697640383	-11049.763146661973	-80.45555097840932	-11049.763146661973	530.4359727918745	2.962601828872057E-4	1.0	-65.94585292178981	32591.761875069355	0.014398566757281475
1036000	-11128.632796707489	-11052.48849330914	-76.14430339834806	-11052.48849330914	418.67449537317276	3.6005084498754467E-4	1.0	-62.21829121296871	18180.74294272904	0.014727932460231172
1037000	-11129.538164573949	-11049.766465538194	-79.7716990357543	-11049.766465538194	499.691883851941	2.7576883648080023E-4	1.0	-65.02044724645249	41496.2674100877	0.014699580191081182
1038000	-11127.957768466124	-11050.59726548093	-77.36050298519262	-11050.59726548093	479.12965703041954	3.001977536374684E-4	1.0	-63.87479950207762	11706.868106732803	0.010999719898998339
1039000	-11127.593103571855	-11048.576191035994	-79.01691253586073	-11048.576191035994	537.0194806249891	2.6814156346696596E-4	1.0	-65.25414887666821	15444.236062127584	0.010999719898998339
1040000	-11130.127890956719	-11051.874221346912	-78.25366960980615	-11051.874221346912	446.5999812181468	3.1456641071026187E-4	1.0	-65.52518867195734	5490.136628354924	0.010999719898998339
1041000	-11126.215182275331	-11048.446295858203	-77.76888641712928	-11048.446295858203	439.96958193605235	3.1896007026087906E-4	1.0	-64.28163310161037	11725.0258573736	0.010999719898998339
1042000	-11128.479596456795	-11053.372234352917	-75.10736210387691	-11053.372234352917	345.0006817362723	4.045319249259267E-4	1.0	-62.90919545861078	3230.5353730334873	0.010722664633084883
1043000	-11123.381828310907	-11047.670373749106	-75.71145456180065	-11047.670373749106	380.8781550256389	3.68615172357186E-4	1.0	-62.96503713120111	5589.54930670534	0.010722664633084883
1044000	-11121.876630372115	-11046.770298749225	-75.106331622891	-11046.770298749225	357.27240788148396	4.147240361280831E-4	1.0	-62.64087834901152	4220.419380088542	0.010722664633084883
1045000	-11120.716440155315	-11050.46816642584	-70.2482737294739	-11050.46816642584	230.71280354649332	6.644001460583203E-4	1.0	-58.39635822310116	2284.6224966486666	0.016738042944991663
1046000	-11124.545537862014	-11050.826314591783	-73.71922327023137	-11050.826314591783	302.00279048424824	4.599165822110068E-4	1.0	-60.78483302927341	6744.285204761912	0.016124818007489536
1047000	-11126.412890938007	-11051.050191335731	-75.36269960227578	-11051.050191335731	376.8759400279151	3.8941369455764856E-4	1.0	-62.44855835043318	6610.028711546833	0.011781323702332175
1048000	-11121.825852990918	-11050.907018538532	-70.91883445238597	-11050.907018538532	207.2168480763407	6.60693961023886E-4	1.0	-59.60434415045943	1334.99369416815	0.012103047640271758
1049000	-11120.620615664366	-11049.329320934685	-71.29129472968006	-11049.329320934685	220.46181733527303	6.851490389491042E-4	1.0	-60.14395873932702	1129.5718681507078	0.01006368203629636
1050000	-11127.914625049727	-11053.435068522602	-74.47955652712503	-11053.435068522602	342.47235982208974	4.0663806484952594E-4	1.0	-61.30994628845486	8532.670918837544	0.016526221855574924
1051000	-11127.19778474677	-11051.772005858757	-75.42577888801304	-11051.772005858757	360.8958365075353	4.206095380002237E-4	1.0	-61.39846053993275	20116.764302442796	0.01827711296317125
1052000	-11129.091304150583	-11051.76612052103	-77.32518362955257	-11051.76612052103	348.9246892872396	4.137605399681487E-4	1.0	-62.34030283177632	52402.14705081006	0.0234471011051786
1053000	-11125.552778798232	-11049.885591814427	-75.66718698380451	-11049.885591814427	381.39423045242313	3.9123530918150367E-4	1.0	-61.76716986100811	17712.275014776656	0.018104700905299642
1054000	-11126.933426491409	-11049.083504633934	-77.84992185747457	-11049.083504633934	405.356181649667	3.557045655206714E-4	1.0	-63.762933187167675	21356.42973624712	0.014316102421008753
1055000	-11134.667265100154	-11049.786568721807	-84.88069637834579	-11049.786568721807	676.4847229105818	2.1070117968662635E-4	1.0	-69.02455193052735	125288.70396088946	0.010875259316950742
1056000	-11131.346040942539	-11046.140971970495	-85.20506897204321	-11046.140971970495	542.5455936213988	2.6521402340293085E-4	1.0	-69.9965998208023	65558.66622399898	0.010875259316950742
1057000	-11129.227452463105	-11045.020280281728	-84.20717218137679	-11045.020280281728	633.6466489955225	2.2436065964336123E-4	1.0	-68.81950034785052	78423.89540189302	0.011471548747263596
1058000	-11128.630124020956	-11047.241324181212	-81.3887998397438	-11047.241324181212	556.7295914183346	2.817217139306528E-4	1.0	-66.78882013572057	35674.5139792883	0.011471548747263596
1059000	-11126.338821854277	-11052.665854084322	-73.6729677699555	-11052.665854084322	348.6202297963963	4.4494661933967584E-4	1.0	-60.80053871864068	6339.2773178172365	0.015189848242815954
1060000	-11123.249849912529	-11052.802342346464	-70.447507566065	-11052.802342346464	240.55665863225593	6.063665034023687E-4	1.0	-58.15716158930558	3541.6838924564563	0.017627818855400337
1061000	-11124.837681856667	-11052.123796338801	-72.71388551786609	-11052.123796338801	301.36717599981176	4.907077286203219E-4	1.0	-59.59185120566896	8135.035743039454	0.021020015619415883
1062000	-11131.890711669672	-11056.944413252026	-74.94629841764552	-11056.944413252026	377.65933483763826	3.7693491945159585E-4	1.0	-62.76628106513318	3172.4063299539966	0.010973995348770721
1063000	-11127.596032108733	-11051.060330546115	-76.53570156261796	-11051.060330546115	408.9764846807448	3.3941993028795456E-4	1.0	-64.24592104552929	3540.6855249700993	0.008923147324243291
1064000	-11130.658188110374	-11052.015315431072	-78.642872679302	-11052.015315431072	492.0541736240704	2.927332950620747E-4	1.0	-65.33056614577494	9843.844893535097	0.008923147324243291
1065000	-11130.441232641506	-11052.322543010841	-78.11868963066456	-11052.322543010841	465.04256790449097	3.1342958721942066E-4	1.0	-65.28694773696205	6087.769363981335	0.008923147324243291
1066000	-11127.593700208205	-11048.881166527328	-78.71253368087703	-11048.881166527328	387.366071529531	3.688528468469796E-4	1.0	-65.83264514079671	6388.212936328283	0.008119358191456788
1067000	-11122.526519286474	-11046.733682063097	-75.79283722337667	-11046.733682063097	380.59874020991884	3.7228376303103755E-4	1.0	-63.799305176772336	2632.9320421180923	0.008119358191456788
1068000	-11124.94090465214	-11049.357943833531	-75.582960818608	-11049.357943833531	308.05275869769446	5.055321822885199E-4	1.0	-62.1561446944122	11035.52641554121	0.016175488651757844
1069000	-11121.474943023019	-11051.095787903872	-70.379155119147	-11051.095787903872	220.47449971803667	6.372099421137116E-4	1.0	-57.46012731758084	6639.594907330054	0.024786126028119318
1070000	-11126.764399165577	-11050.993122070597	-75.77127709498102	-11050.993122070597	294.2908872742171	5.154092170362253E-4	1.0	-61.25870182795158	32672.36223919758	0.026901130063086476
1071000	-11121.846626941773	-11049.933204672954	-71.91342226881962	-11049.933204672954	241.12803190788586	5.833710338380038E-4	1.0	-58.25293989708837	13935.459484011186	0.026901130063086476
1072000	-11125.559564640676	-11056.278169038027	-69.2813956026501	-11056.278169038027	222.56856933809195	7.093809699966545E-4	1.0	-56.57496002362853	5367.900802959395	0.02545574790958588
1073000	-11120.078270774307	-11049.94914031863	-70.12913045567848	-11049.94914031863	229.58852550838049	6.611672971256455E-4	1.0	-57.74204071533946	3900.617153838759	0.024113994603070302
1074000	-11127.976766824911	-11050.840235795968	-77.13653102894314	-11050.840235795968	309.11011955620086	4.674154802564011E-4	1.0	-61.813493662158436	73478.92984775368	0.026684147873761985
1075000	-11131.438905762352	-11053.578765649929	-77.86014011242357	-11053.578765649929	345.4648962810177	4.026038335629197E-4	1.0	-61.74156602431546	162802.11057540835	0.026684147873761985
1076000	-11131.807906858558	-11054.91875901282	-76.88914784573646	-11054.91875901282	306.77722424811026	4.786031021270792E-4	1.0	-61.044667781486844	123759.96179921611	0.02967739346300606
1077000	-11127.838415067765	-11050.221522166732	-77.61689290103367	-11050.221522166732	299.53560475457954	4.914639894163153E-4	1.0	-62.586537051870025	54829.02365606779	0.02967739346300606
1078000	-11127.644025289239	-11053.21163224187	-74.43239304736916	-11053.21163224187	235.52661430904405	5.695960000869554E-4	1.0	-60.02517044147772	29402.366056219176	0.030024010173161447
1079000	-11125.306259188686	-11052.684527905025	-72.62173128366136	-11052.684527905025	240.3130443558196	5.656717754131259E-4	1.0	-58.48392518491335	22458.263746400116	0.030024010173161447
1080000	-11122.873361308697	-11049.693795442903	-73.17956586579426	-11049.693795442903	257.32565530081723	5.780709642359794E-4	1.0	-59.10081018849655	21171.316991270174	0.02882442903876524
1081000	-11128.211186122398	-11057.807439946477	-70.40374617592175	-11057.807439946477	226.47696304247455	6.367345074940842E-4	1.0	-56.79271084298456	13262.416615695933	0.028601306014893108
1082000	-11126.322721086983	-11054.35106462192	-71.97165646506232	-11054.35106462192	244.59418742591635	6.206191337076167E-4	1.0	-57.68918987381582	25953.414651090163	0.030513626505167327
1083000	-11122.219495210664	-11053.23155706664	-68.98793814402384	-11053.23155706664	206.20760177585464	7.244815038730022E-4	1.0	-55.65838097070734	10008.090028814706	0.030513626505167327
1084000	-11133.297905100275	-11056.769211822431	-76.52869327784286	-11056.769211822431	285.71078404634034	4.960729945025495E-4	1.0	-61.03983059922275	86715.08683472575	0.032705488906300526
1085000	-11135.956567455867	-11049.38299224172	-86.57357521414669	-11049.38299224172	356.38824544863206	3.944631486184042E-4	1.0	-68.45160927400669	1206829.3432813627	0.03207059445604804
1086000	-11135.276597171385	-11053.623328827936	-81.65326834344825	-11053.623328827936	334.24624371003	4.07256448456799E-4	1.0	-65.064825597196	260411.0956322973	0.031060793281335305
1087000	-11128.745723047643	-11054.222307649645	-74.52341539799902	-11054.222307649645	272.7651700115806	5.027932980214716E-4	1.0	-59.1451747892563	77633.6538768873	0.03285265631325428
1088000	-11127.372170569668	-11056.550075037105	-70.8220955325641	-11056.550075037105	212.53334826797254	6.409377490420721E-4	1.0	-56.5943071483063	24569.33750988491	0.034374507771801927
