#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="CoalescentExponential.t:ThiesDiscoSNPs" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="ExponentialGrowth.t:ThiesDiscoSNPs" spec="beast.evolution.tree.coalescent.ExponentialGrowth">
#                <parameter id="ePopSize.t:ThiesDiscoSNPs" name="popSize">0.3</parameter>
#                <parameter id="growthRate.t:ThiesDiscoSNPs" name="growthRate">3.0E-4</parameter>
#            </populationModel>
#            <treeIntervals id="TreeIntervals.t:ThiesDiscoSNPs" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                <tree id="Tree.t:ThiesDiscoSNPs">
#                    <trait id="dateTrait.t:ThiesDiscoSNPs" spec="beast.evolution.tree.TraitSet" traitname="date">
#                Th086.07=7.0,
#Th106.09=9.0,
#Th230.12=12.0,
#Th074.13=13.0,
#Th132.11=11.0,
#Th162.12=12.0,
#Th196.12=12.0,
#Th106.11=11.0,
#Th117.11=11.0,
#Th134.11=11.0                
#                                    <taxa id="TaxonSet.ThiesDiscoSNPs" spec="beast.evolution.alignment.TaxonSet">
#                        </taxa>
#                    </trait>
#                    <taxonset idref="TaxonSet.ThiesDiscoSNPs"/>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <prior id="ClockPrior.c:ThiesDiscoSNPs" name="distribution">
#            <parameter id="clockRate.c:ThiesDiscoSNPs" name="x">1.0</parameter>
#            <Uniform id="Uniform.0" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="ePopSizePrior.t:ThiesDiscoSNPs" name="distribution" x="@ePopSize.t:ThiesDiscoSNPs">
#            <OneOnX id="OneOnX.0" name="distr"/>
#        </prior>
#        <prior id="GrowthRatePrior.t:ThiesDiscoSNPs" name="distribution" x="@growthRate.t:ThiesDiscoSNPs">
#            <LaplaceDistribution id="LaplaceDistribution.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="mu">0.001</parameter>
#                <parameter estimate="false" id="RealParameter.01" name="scale">30.701135</parameter>
#            </LaplaceDistribution>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@ThiesDiscoSNPs" id="treeLikelihood.ThiesDiscoSNPs" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:ThiesDiscoSNPs">
#            <siteModel id="SiteModel.s:ThiesDiscoSNPs" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:ThiesDiscoSNPs" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:ThiesDiscoSNPs" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:ThiesDiscoSNPs" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:ThiesDiscoSNPs" spec="beast.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:ThiesDiscoSNPs" id="StrictClock.c:ThiesDiscoSNPs" spec="beast.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	clockRate	mutationRate	CoalescentExponential	ePopSize	growthRate.
5271000	-11128.207432815048	-11051.62735547705	-76.5800773379984	-11051.62735547705	386.7370287624211	3.721005179973479E-4	1.0	-62.90249612523685	14180.704141177659	0.01625697225878088
5272000	-11125.241232546216	-11050.085859210922	-75.15537333529414	-11050.085859210922	335.30531540421623	4.449122188476052E-4	1.0	-62.24174784920487	6605.396493225093	0.017469210216617806
5273000	-11130.192378317206	-11056.350970958327	-73.84140735887945	-11056.350970958327	344.52364613450607	4.460954281541984E-4	1.0	-60.994679883130274	6178.293223652979	0.015838954273101585
5274000	-11129.867106570426	-11051.175409315523	-78.69169725490237	-11051.175409315523	355.09541298154335	4.3895605527691174E-4	1.0	-65.29165609288758	10743.07266794137	0.018743229886307
5275000	-11124.978214488365	-11056.312628813417	-68.66558567494715	-11056.312628813417	192.73517520710794	7.290711215552606E-4	1.0	-57.20192551781853	1549.419181338716	0.018743229886307
5276000	-11127.137257798751	-11058.047591516439	-69.0896662823127	-11058.047591516439	173.63320642957032	8.359599580070021E-4	1.0	-57.439174391016	1867.5995370033877	0.02052196006764337
5277000	-11121.354636846343	-11052.564879916343	-68.78975693000058	-11052.564879916343	188.26919256427968	7.72139764392668E-4	1.0	-56.65663670983927	3026.0622589079453	0.021138293308464937
5278000	-11123.404299085138	-11053.870641633162	-69.53365745197519	-11053.870641633162	198.75951476412612	6.911924596105566E-4	1.0	-57.339963728734986	3215.229664428638	0.019201127514524435
5279000	-11125.702803573558	-11049.803657077771	-75.89914649578647	-11049.803657077771	405.10199692844475	3.700592817996041E-4	1.0	-62.36504374464203	12286.367854441043	0.013597405480997138
5280000	-11126.22995050384	-11046.385758561917	-79.84419194192313	-11046.385758561917	493.81835766839333	2.8607189429165835E-4	1.0	-67.14995030726939	5305.653077322698	0.00918737960956613
5281000	-11127.938987776888	-11050.798186321257	-77.1408014556301	-11050.798186321257	439.0112247608238	3.1235137730411497E-4	1.0	-64.18852286065169	6867.566558930891	0.00918737960956613
5282000	-11127.0171338088	-11046.055834420391	-80.96129938840984	-11046.055834420391	572.2507921767154	2.482445806953447E-4	1.0	-67.00690015073248	18707.035606499066	0.010132506926175427
5283000	-11132.015409762842	-11048.795442773753	-83.21996698908958	-11048.795442773753	642.4366131931829	2.2289363992480544E-4	1.0	-67.64726211165203	94361.8149561789	0.012245965941768064
5284000	-11132.78559878597	-11050.949008050804	-81.83659073516534	-11050.949008050804	625.9493508501423	2.2057228388168263E-4	1.0	-66.34967067208021	86604.41644514374	0.012272427345135298
5285000	-11136.355661336369	-11048.998640404045	-87.35702093232472	-11048.998640404045	648.0843548416904	2.2820103112052627E-4	1.0	-72.55743788405933	43554.02111778657	0.012633634334212537
5286000	-11124.767616168887	-11048.013145018786	-76.75447115010185	-11048.013145018786	444.8617726559899	3.1864675401531943E-4	1.0	-63.11810722341051	13609.701864751472	0.012633634334212537
5287000	-11125.463385152989	-11048.237220606774	-77.22616454621512	-11048.237220606774	420.09157884648687	3.4369752176418694E-4	1.0	-63.19205296649263	20255.96521420887	0.015127647173478309
5288000	-11129.015370556735	-11050.917646802236	-78.09772375449941	-11050.917646802236	432.3758550077792	3.066603150119283E-4	1.0	-63.38244601232176	40029.45231740848	0.015127647173478309
5289000	-11131.91719348796	-11051.636862902898	-80.28033058506165	-11051.636862902898	511.50926454246087	2.6388133271366867E-4	1.0	-64.91915820183081	76363.90463885161	0.015127647173478309
5290000	-11133.449559915178	-11057.157765805476	-76.29179410970163	-11057.157765805476	317.21640923211686	4.362348546157368E-4	1.0	-62.92354362842157	10408.598761340701	0.013775621428607318
5291000	-11124.792514332596	-11049.098147885496	-75.69436644709936	-11049.098147885496	352.8833888331917	4.117513756654796E-4	1.0	-61.749239420455226	18529.455217812014	0.01829403080506549
5292000	-11125.090709861648	-11048.310153415146	-76.78055644650217	-11048.310153415146	352.5273548297769	3.904104870673131E-4	1.0	-62.50607833963499	25757.16188972177	0.01829403080506549
5293000	-11136.110867358757	-11057.443304380971	-78.66756297778565	-11057.443304380971	359.15080844204596	3.410174084815874E-4	1.0	-64.5041186458599	23050.303701745415	0.01829403080506549
5294000	-11133.382613391092	-11056.481793797879	-76.90081959321299	-11056.481793797879	403.310828442289	3.69585783941741E-4	1.0	-62.27996248064536	36419.040399506724	0.01829403080506549
5295000	-11128.694680184335	-11050.71373767553	-77.98094250880443	-11050.71373767553	401.802799071348	3.391561289245994E-4	1.0	-63.54314507129928	30329.879608886906	0.015183956626641001
5296000	-11130.34967266292	-11049.504624012556	-80.84504865036519	-11049.504624012556	499.25130106600915	2.900759214270289E-4	1.0	-65.65725751337571	64207.951091396426	0.015183956626641001
5297000	-11130.1574014827	-11050.723655562537	-79.43374592016401	-11050.723655562537	496.1626705943917	2.778894116683554E-4	1.0	-64.47916744979983	50852.850110651554	0.01451512872008344
5298000	-11136.457612191058	-11056.957373325005	-79.50023886605304	-11056.957373325005	435.2041232077227	3.20001180779477E-4	1.0	-64.0907091402888	80142.45050674742	0.017024735710105307
5299000	-11128.780533455325	-11049.116325606301	-79.66420784902444	-11049.116325606301	449.44287093858	3.390414159993878E-4	1.0	-64.77071991607438	47835.30139107579	0.017024735710105307
5300000	-11129.061675053823	-11050.483138680085	-78.57853637373837	-11050.483138680085	456.6810054743392	3.206918404279167E-4	1.0	-63.63831298961156	50124.59171059059	0.01664406488581073
5301000	-11134.972416526236	-11052.211171690762	-82.76124483547443	-11052.211171690762	516.2628446666291	2.7171002973782205E-4	1.0	-66.71264951772925	151848.55474345715	0.01664406488581073
5302000	-11131.559208409682	-11050.389091814866	-81.17011659481537	-11050.389091814866	461.6380014041639	3.091922822772106E-4	1.0	-65.68589159709907	86359.02829240295	0.01664406488581073
5303000	-11132.747304692246	-11049.760136047827	-82.9871686444181	-11049.760136047827	484.8756901513648	2.8052369933640196E-4	1.0	-66.9954006095142	143460.11049815276	0.016624723519379894
5304000	-11128.846721395319	-11050.343032632336	-78.50368876298346	-11050.343032632336	422.8285832677621	3.5383457799850006E-4	1.0	-64.1693275381883	27347.77268714082	0.017089006745353977
5305000	-11126.953165418254	-11050.788380902408	-76.16478451584656	-11050.788380902408	351.74019444712746	3.800350570882541E-4	1.0	-62.24223609490773	18116.48476533086	0.017089006745353977
5306000	-11121.984381298738	-11050.50793864575	-71.47644265298969	-11050.50793864575	257.31463362974404	5.58608332583641E-4	1.0	-59.74646075264075	2022.5673578842077	0.01365324400701691
5307000	-11123.462025243563	-11051.569458209899	-71.89256703366424	-11051.569458209899	282.26302673753173	5.099660382167928E-4	1.0	-59.266543362419554	4954.558612658321	0.016765108826664016
5308000	-11128.421560545967	-11051.322679931312	-77.09888061465364	-11051.322679931312	351.3692063998715	3.9610108955295007E-4	1.0	-63.01211743603514	21349.911447479917	0.016765108826664016
5309000	-11125.822578273886	-11048.903386166345	-76.9191921075421	-11048.903386166345	340.7714973885591	3.923422100338823E-4	1.0	-62.6154744223768	26522.20404004551	0.01737385370925404
5310000	-11123.100324640465	-11047.232443606219	-75.86788103424566	-11047.232443606219	396.0720690870305	3.802276688446193E-4	1.0	-62.405611706454174	11434.205580152517	0.01505778115790167
5311000	-11128.142611833584	-11051.574417735104	-76.56819409848032	-11051.574417735104	410.34130302782387	3.714741851427342E-4	1.0	-62.70906674940027	17004.319052363287	0.01505778115790167
5312000	-11123.643601873351	-11049.38182644489	-74.26177542846163	-11049.38182644489	317.0625868145046	4.6790823329120917E-4	1.0	-60.965244187659835	9687.426436622196	0.01636148649050355
5313000	-11125.740236332733	-11053.972917240397	-71.76731909233523	-11053.972917240397	204.27449927868415	6.707988483080646E-4	1.0	-58.559770578287356	8860.558554622914	0.02361522355694158
5314000	-11120.185881623105	-11049.99049062711	-70.19539099599547	-11049.99049062711	233.52454561884682	6.494455172422683E-4	1.0	-57.45295760666666	5565.2360379737365	0.022242318998886748
5315000	-11126.742152376048	-11050.46060304616	-76.28154932988728	-11050.46060304616	347.0327895984021	4.1789799377294813E-4	1.0	-62.330942569345524	18630.979266463743	0.018773784132128636
5316000	-11132.454734788631	-11051.491871651435	-80.9628631371964	-11051.491871651435	394.2954830823529	3.5997122992000697E-4	1.0	-65.82433013406795	61111.30731170874	0.02046475145072383
5317000	-11127.896221923043	-11045.754522610803	-82.14169931223985	-11045.754522610803	473.14965670262757	3.0790670053113336E-4	1.0	-66.46884007204504	104280.14551632541	0.01868912072787953
5318000	-11131.989664779056	-11049.12718729262	-82.86247748643548	-11049.12718729262	451.4029199950192	3.050163546283382E-4	1.0	-66.513181604729	205104.09402886278	0.01868912072787953
5319000	-11136.428403835049	-11051.723979538074	-84.7044242969751	-11051.723979538074	523.6508441189369	2.4366268883186003E-4	1.0	-67.7990921343877	357656.752580518	0.018080381815048695
5320000	-11139.081095662157	-11049.083886965473	-89.99720869668496	-11049.083886965473	618.022315770177	2.296439282458117E-4	1.0	-72.3180536875803	775439.2267136459	0.017066272592723454
5321000	-11134.515353088995	-11050.194156540127	-84.32119654886748	-11050.194156540127	504.59622052382684	2.739984638900271E-4	1.0	-67.65066199463621	282819.5772432845	0.017066272592723454
5322000	-11130.852444530776	-11050.395633918355	-80.45681061242067	-11050.395633918355	467.13620340837457	3.160919034440123E-4	1.0	-65.05813707655908	79277.00721241852	0.017066272592723454
5323000	-11127.58407545194	-11049.23107583297	-78.35299961897063	-11049.23107583297	431.50365153417226	3.1749743526245886E-4	1.0	-63.899898547548105	30796.71877491173	0.01606923041225331
5324000	-11128.184299187391	-11050.139021693753	-78.04527749363825	-11050.139021693753	444.8745078070677	3.0422406078382477E-4	1.0	-63.43824957950173	35921.46378068584	0.01606923041225331
5325000	-11134.714734586096	-11053.849070220243	-80.8656643658524	-11053.849070220243	473.29169016691185	2.8299346129911695E-4	1.0	-65.39577485976032	85131.94414272891	0.015892659497616347
5326000	-11139.36523538026	-11055.266791510672	-84.0984438695893	-11055.266791510672	597.4349082746601	2.3620669385736992E-4	1.0	-67.76003434450314	202906.89264123762	0.015129401103357885
5327000	-11134.436207907613	-11051.047890065947	-83.38831784166595	-11051.047890065947	572.8296545339033	2.5048382017360716E-4	1.0	-67.46752860821967	133638.42636390674	0.01479423728708517
5328000	-11132.456107453547	-11051.8434467933	-80.61266066024685	-11051.8434467933	575.1085654588192	2.591198097532887E-4	1.0	-65.76492110745878	45702.79060661784	0.012608375889715702
5329000	-11125.394953554318	-11045.574447831488	-79.82050572282971	-11045.574447831488	505.20192009127067	2.905001704115019E-4	1.0	-65.41546960753534	29354.795473511695	0.012608375889715702
5330000	-11126.477580263063	-11051.016252025684	-75.46132823737923	-11051.016252025684	386.19077926643877	3.874636472991948E-4	1.0	-62.08830248685071	10458.16924096765	0.01451610832573063
5331000	-11126.134892322538	-11050.03040633325	-76.10448598928785	-11050.03040633325	403.6638135572003	3.500547032935137E-4	1.0	-62.40798139835697	14452.425555103131	0.01451610832573063
5332000	-11131.212775577325	-11049.970560454125	-81.24221512320108	-11049.970560454125	499.2483908674029	2.88496979558665E-4	1.0	-66.11940238155431	60169.7906352427	0.01451610832573063
5333000	-11130.180619029692	-11050.794961980506	-79.38565704918705	-11050.794961980506	430.76006974428327	3.361531424195532E-4	1.0	-64.93781468830517	30636.74265199045	0.01451610832573063
5334000	-11124.164465451693	-11047.820680264742	-76.34378518695145	-11047.820680264742	367.0596856028368	4.099258951429189E-4	1.0	-62.76786359918721	12810.832129817958	0.014153300684301394
5335000	-11123.651092639027	-11049.132932338624	-74.5181603004031	-11049.132932338624	300.9870820572609	4.7158125731613113E-4	1.0	-63.07197027837749	1522.9425587996832	0.011548311688557335
5336000	-11128.179351196199	-11056.85961847702	-71.31973271917924	-11056.85961847702	270.25493930516626	5.182241203416159E-4	1.0	-58.670079581474695	5072.862611107621	0.017755995665352277
5337000	-11124.805821734068	-11050.488781548598	-74.3170401854698	-11050.488781548598	351.67502404522264	4.2133115071910066E-4	1.0	-60.934741860720855	10554.48051242619	0.017755995665352277
5338000	-11128.937944207497	-11054.454802304712	-74.4831419027849	-11054.454802304712	340.153619219246	4.0870122119828015E-4	1.0	-60.47552928192498	19724.563929756547	0.017755995665352277
5339000	-11123.548246481316	-11050.486564498202	-73.0616819831133	-11050.486564498202	294.3859828700174	4.600077829164614E-4	1.0	-59.9865541470856	7763.18549659784	0.017363698531035025
5340000	-11127.805797056977	-11053.819400577315	-73.98639647966229	-11053.819400577315	325.86239441526936	4.8697786646033863E-4	1.0	-60.66378645178363	9942.81745740392	0.018116399116776212
5341000	-11128.503197618904	-11055.64745097701	-72.85574664189272	-11055.64745097701	272.48345659633975	5.439972154124138E-4	1.0	-58.82601339726339	20160.65466783945	0.025507003389369794
5342000	-11125.463656982487	-11051.976097195173	-73.4875597873149	-11051.976097195173	296.42769846875115	5.190748890950847E-4	1.0	-59.984968270952905	11902.710598625197	0.020135300567935367
5343000	-11123.947363042234	-11051.923479418772	-72.02388362346205	-11051.923479418772	244.35169059891814	5.786006660881538E-4	1.0	-59.19777183473762	6051.380500649524	0.020135300567935367
5344000	-11123.106756791862	-11048.838608573893	-74.26814821796923	-11048.838608573893	304.5112169105623	4.6976500428418864E-4	1.0	-60.74835595860482	12109.228534566728	0.020106069040486903
5345000	-11120.833582245205	-11050.582836874504	-70.2507453706998	-11050.582836874504	175.51608162250875	8.175547278080986E-4	1.0	-58.073903380659694	3160.091114526792	0.032899861125618025
5346000	-11119.510054187456	-11049.877867741288	-69.63218644616713	-11049.877867741288	215.2114629069901	6.875539182590518E-4	1.0	-57.917495031004194	1991.5937821160996	0.0180120300523414
5347000	-11127.38513214998	-11058.966793184125	-68.41833896585584	-11058.966793184125	196.2667080521605	8.415017645928846E-4	1.0	-56.68947725854276	2019.774892626622	0.02167897260435802
5348000	-11123.169542023435	-11054.946263009722	-68.22327901371398	-11054.946263009722	202.59549608330514	6.978032408298532E-4	1.0	-55.59662403930801	4955.909783154218	0.027775387909866063
5349000	-11124.54220373851	-11051.160589917838	-73.38161382067278	-11051.160589917838	224.46570106376174	6.789856124916396E-4	1.0	-58.746313276382566	36923.887135633144	0.03906236756707832
5350000	-11120.868956045935	-11051.15129904766	-69.71765699827392	-11051.15129904766	171.51673386854213	8.205237175929861E-4	1.0	-55.96441431964535	15284.601820202324	0.03767833443470444
5351000	-11126.93535669721	-11060.251982818547	-66.68337387866343	-11060.251982818547	164.41146937480264	8.510245274376727E-4	1.0	-53.967154636152664	5419.332594284282	0.0330669698976841
5352000	-11127.814351478408	-11056.096397538682	-71.71795393972536	-11056.096397538682	233.9139590276698	6.21301053166009E-4	1.0	-58.390730826487186	9985.64788775897	0.027776861720932043
5353000	-11128.685266411412	-11053.824032037472	-74.86123437394005	-11053.824032037472	315.57735065550025	4.441689393238764E-4	1.0	-61.74925412079662	8054.147993310094	0.0191422713030309
5354000	-11130.305504194006	-11050.920747846272	-79.38475634773403	-11050.920747846272	378.7544540952288	4.1285306602036027E-4	1.0	-64.55501190708533	44878.56042512559	0.018873338151698164
5355000	-11128.952496963591	-11051.93775679483	-77.01474016876014	-11051.93775679483	387.9682967452689	3.476623773714345E-4	1.0	-62.209802687957804	43778.95510075749	0.018873338151698164
5356000	-11130.389158303096	-11052.151898165068	-78.23726013802818	-11052.151898165068	402.76919267097117	3.6266925320608607E-4	1.0	-63.422911513643896	44195.875481172065	0.01681324663623584
5357000	-11124.179410803656	-11049.066957879768	-75.11245292388698	-11049.066957879768	317.4351790005157	4.460555827645773E-4	1.0	-62.64306772091184	4237.1135316783975	0.010236505715510137
5358000	-11128.165791475	-11049.39803576232	-78.76775571267873	-11049.39803576232	535.1138638828933	2.707894267311281E-4	1.0	-65.51471207405187	9277.023040053828	0.010236505715510137
5359000	-11125.548993582217	-11048.1121282802	-77.4368653020171	-11048.1121282802	484.2996557510865	2.988343577871199E-4	1.0	-64.23637004347849	8802.150599798737	0.010121197767686267
5360000	-11129.921930456161	-11047.789523906767	-82.13240654939389	-11047.789523906767	754.8488804922291	1.9778302065827025E-4	1.0	-68.01595006535155	21999.367032808488	0.008390321895033144
5361000	-11127.96303929552	-11046.366960562382	-81.59607873313844	-11046.366960562382	675.9507532401591	2.2159819753837546E-4	1.0	-67.91442836420795	14242.17405306739	0.008390321895033144
5362000	-11129.25087158883	-11052.512933252681	-76.73793833614984	-11052.512933252681	419.8662901614789	3.657511913188703E-4	1.0	-63.87307061562197	6292.025850514842	0.012744496026743109
5363000	-11122.005147936316	-11049.320826451758	-72.6843214845577	-11049.320826451758	277.6694155188157	5.397209455895105E-4	1.0	-61.16468298379051	1638.9468548748812	0.012744496026743109
5364000	-11127.899787850107	-11054.23335378852	-73.66643406158609	-11054.23335378852	287.0475341574467	4.6693935481438315E-4	1.0	-61.66753264722377	2646.674136769243	0.013142949222329607
5365000	-11129.181172645118	-11048.240773569776	-80.94039907534234	-11048.240773569776	529.0442753896581	2.834534696670501E-4	1.0	-67.15575523736287	15785.546318433126	0.011653983360811922
5366000	-11125.154943459765	-11047.4079564809	-77.74698697886511	-11047.4079564809	465.63039713107804	3.090898113499875E-4	1.0	-64.74529407891082	7215.543699573434	0.008775664043925012
5367000	-11128.650799616758	-11048.694895104049	-79.95590451270947	-11048.694895104049	594.6618494443828	2.5279496922514305E-4	1.0	-66.57265192934683	10568.067478564955	0.007556130632208509
5368000	-11128.84774953892	-11049.318753469173	-79.52899606974722	-11049.318753469173	512.7694869405955	2.7626019071990917E-4	1.0	-66.37020313324128	8443.334432451507	0.007556130632208509
5369000	-11122.704816754991	-11050.252843452132	-72.45197330285886	-11050.252843452132	278.13489068005185	5.552724242322686E-4	1.0	-61.04859332913855	1459.055838603984	0.012922753337957206
5370000	-11127.701549488087	-11048.245051963368	-79.45649752471988	-11048.245051963368	532.6968369406544	2.835401717302907E-4	1.0	-65.04202879691154	29632.694471551513	0.012922753337957206
5371000	-11125.325661163757	-11049.006726703043	-76.31893446071439	-11049.006726703043	401.7412328603585	3.595755586012418E-4	1.0	-63.498388163859424	6019.209050783709	0.012922753337957206
5372000	-11118.866438463034	-11049.369312001596	-69.49712646143827	-11049.369312001596	187.80787700620613	7.877550409525809E-4	1.0	-58.33973950986304	1140.8741123263037	0.01297754581638657
5373000	-11121.812519968234	-11051.596779442329	-70.21574052590607	-11051.596779442329	195.52496920345567	7.468006241361929E-4	1.0	-59.284560617278395	909.8871957570481	0.013663369403915403
5374000	-11126.137393354891	-11052.894200884539	-73.2431924703524	-11052.894200884539	232.23277405390076	6.197491025857585E-4	1.0	-62.443379449843846	798.0763935969156	0.005970242435485114
5375000	-11126.366547641293	-11050.059705173286	-76.30684246800841	-11050.059705173286	361.4052287060882	4.0550522453983195E-4	1.0	-64.70884545505942	1772.9291001379388	0.005970242435485114
5376000	-11124.706967146347	-11055.87401079342	-68.83295635292532	-11055.87401079342	162.76312070589933	9.51913062627255E-4	1.0	-57.61705344020609	1209.5770839251188	0.014202945967528156
5377000	-11127.007672551881	-11054.374893114362	-72.63277943751879	-11054.374893114362	297.6813680927845	5.149673635833284E-4	1.0	-60.19102346565375	4121.092969455969	0.014369598277757904
5378000	-11127.318058925835	-11055.38942663728	-71.92863228855457	-11055.38942663728	250.77223759039592	5.545413935268461E-4	1.0	-60.47084320608175	1540.7153496849837	0.011443819436044868
5379000	-11126.954464463075	-11053.920570067294	-73.03389439578143	-11053.920570067294	281.8750296534298	4.8224769916225776E-4	1.0	-60.656635151182314	3863.578019493876	0.015228695286562337
5380000	-11131.356349358104	-11055.889038641188	-75.46731071691643	-11055.889038641188	317.5357620498139	4.707059236129055E-4	1.0	-62.548105456212404	6643.358557638525	0.012836333951431918
5381000	-11125.157601773823	-11048.645502325235	-76.51209944858711	-11048.645502325235	380.57358782880607	3.6667428322217845E-4	1.0	-63.93248806621566	4730.466219570401	0.012836333951431918
5382000	-11131.689376845945	-11054.53979966479	-77.14957718115572	-11054.53979966479	505.0235783147359	3.036361383561711E-4	1.0	-64.63389432039233	4438.070450896859	0.009015383964859354
5383000	-11130.01885573627	-11051.606358288596	-78.41249744767443	-11051.606358288596	539.8807996506061	2.715233372334941E-4	1.0	-65.39966261309631	7296.52064857762	0.008219046201704987
5384000	-11127.35626775293	-11048.113902125056	-79.24236562787316	-11048.113902125056	554.6585615628311	2.447640377444343E-4	1.0	-65.95413361233011	9609.909368839126	0.008219046201704987
5385000	-11127.58489795146	-11047.746279695566	-79.8386182558925	-11047.746279695566	555.9629247084167	2.4760918901485605E-4	1.0	-66.15607422680941	14254.470556419492	0.00933118819841678
5386000	-11126.255900943564	-11053.395496200192	-72.8604047433732	-11053.395496200192	260.5050601805468	5.501029606332029E-4	1.0	-60.484426080412064	3858.8172988908696	0.013766807547522152
5387000	-11125.579259263346	-11052.058647213698	-73.52061204964818	-11052.058647213698	314.4441068958926	4.524638099500051E-4	1.0	-61.42975210955869	2901.7325343141456	0.011741459008431258
5388000	-11122.0217695208	-11053.40650999139	-68.6152595294106	-11053.40650999139	184.68246997006085	8.243551118368204E-4	1.0	-55.68973817218737	6681.247908203192	0.03214600613823863
5389000	-11120.244655385386	-11054.71073705613	-65.53391832925716	-11054.71073705613	138.05686851441317	0.0011581353796806784	1.0	-53.221108039333735	3619.5320693134145	0.039789377433050575
5390000	-11118.161259744118	-11051.120911443546	-67.04034830057226	-11051.120911443546	163.02062648502644	9.192162576421773E-4	1.0	-55.09386761230669	2510.3796986523384	0.026929812152060105
5391000	-11123.244094415862	-11051.069964058546	-72.1741303573155	-11051.069964058546	231.87779575013323	5.920889719110702E-4	1.0	-58.99419862042753	8618.276000136399	0.026929812152060105
5392000	-11122.98601197332	-11053.742865323513	-69.24314664980723	-11053.742865323513	194.54748410141622	7.26420325821696E-4	1.0	-56.01750951049668	9020.376805225753	0.030133767067596857
5393000	-11124.681728460313	-11049.165035368102	-75.51669309221177	-11049.165035368102	245.5541339674722	6.120581109656769E-4	1.0	-60.93991322178781	34831.054062101204	0.03380229968219469
5394000	-11123.356965474375	-11049.063507972864	-74.29345750151114	-11049.063507972864	248.77942891822292	5.803742227969752E-4	1.0	-59.575679190641864	40109.05963362496	0.030902657202812094
5395000	-11123.727080393583	-11050.591255768722	-73.13582462485988	-11050.591255768722	249.70936432063158	6.01809111345542E-4	1.0	-58.71680314095093	29750.48421103319	0.030902657202812094
5396000	-11127.73159519118	-11056.489569288826	-71.24202590235403	-11056.489569288826	207.33113403003864	6.463168224636451E-4	1.0	-57.22168704582841	19968.634758662818	0.030902657202812094
5397000	-11122.562771634897	-11049.702694775307	-72.86007685958971	-11049.702694775307	243.37516521813185	5.82480043755996E-4	1.0	-59.126378280514885	14993.377632871607	0.028258999408249462
5398000	-11121.924685971939	-11051.37275982279	-70.55192614914762	-11051.37275982279	214.67295583755038	6.322725991096647E-4	1.0	-57.772405916024695	5774.688560514428	0.026599310913050525
5399000	-11123.9976131425	-11055.645276618223	-68.35233652427657	-11055.645276618223	160.02101041839717	8.288494643968096E-4	1.0	-56.95501068286388	1450.048028701894	0.017181897445023644
5400000	-11120.060120496633	-11055.25466836267	-64.80545213396357	-11055.25466836267	126.70715001840047	0.0011518005996263992	1.0	-53.84396906868187	937.5614628703252	0.024146937673787033
5401000	-11124.07701027598	-11052.439303220879	-71.63770705510044	-11052.439303220879	250.4810805480248	5.560669499954217E-4	1.0	-59.0482814269122	4775.997977325376	0.020052862507453514
5402000	-11123.167157475813	-11049.8040264169	-73.36313105891317	-11049.8040264169	278.8605185082528	4.926967049977319E-4	1.0	-60.616065803672505	5591.471998668142	0.020052862507453514
5403000	-11122.951647935815	-11049.946172953669	-73.00547498214704	-11049.946172953669	290.7252871008373	4.954391631166832E-4	1.0	-59.33623393691716	14060.416612413253	0.021736900840695142
5404000	-11122.943950533216	-11050.490015929445	-72.45393460377053	-11050.490015929445	281.2507373247125	5.292340810927245E-4	1.0	-59.285043131579215	8525.093100112956	0.021736900840695142
5405000	-11125.29396994735	-11054.14391992928	-71.15005001807003	-11054.14391992928	256.8062745326768	5.359558582226876E-4	1.0	-58.21458766774326	6750.492425127019	0.020796463228643036
5406000	-11126.173424346378	-11055.794001035809	-70.37942331056924	-11055.794001035809	228.52281519291347	6.030796181753011E-4	1.0	-57.769611280133496	4874.2267887640255	0.02090851518504759
5407000	-11126.829622712587	-11055.816462856006	-71.01315985658039	-11055.816462856006	243.01877905369665	6.604312212878873E-4	1.0	-59.804349822709426	1201.0513074040125	0.013608556421660332
