tip	date	distance	residual
Th086.07	2007.0	150.272569	1.7955501895915233
Th106.11	2011.0	182.65904	-56.5240380817836
Th117.11	2011.0	186.198102	-52.9849760817836
Th134.11	2011.0	179.040179	-60.14289908178361
Th106.09	2009.0	227.673177	33.843128553907604
Th074.13	2013.0	272.95599	-11.580117717467544
Th162.12	2012.0	313.514584	51.65499110037081
Th196.12	2012.0	294.777279	32.917686100370815
Th230.12	2012.0	275.315609	13.456016100370789
Th132.11	2011.0	286.74773700000003	47.56465891821642
