# BEAST v1.8.3
# Generated Mon Apr 25 19:05:58 EDT 2016 [seed=1461625546558]
# -window -working -options
state	posterior	prior	likelihood	treeModel.rootHeight	constant.popSize	kappa	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
4891000	-13996.19002584438	-4.029151943533266	-13992.160873900846	15.07489396191264	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.6394432372857754E-5	2.639443237285776E-5	-13992.160873900846	0.0	-6.275625939089048
4892000	-13997.117246496004	-5.0773312243912265	-13992.039915271613	28.99601788762655	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.4403130924005204E-5	1.4403130924005204E-5	-13992.039915271613	0.0	-7.959569867983597
4893000	-13996.427277651313	-4.542609762313697	-13991.884667889	18.519997864195375	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	3.0344214180045037E-5	3.034421418004504E-5	-13991.884667889	0.0	-6.833335739825173
4894000	-13995.68312764887	-4.02833824735193	-13991.654789401518	16.84414232141268	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.4406434279448187E-5	2.4406434279448184E-5	-13991.654789401518	0.0	-6.361405793420276
4895000	-13995.724358954296	-4.500009286105259	-13991.224349668191	20.0257812276924	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	3.548558710219122E-5	3.548558710219122E-5	-13991.224349668191	0.0	-6.734373366278148
4896000	-13997.053437076182	-5.07986605073483	-13991.973571025446	24.682263273286814	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.803394790568321E-5	2.803394790568321E-5	-13991.973571025446	0.0	-7.552459416412963
4897000	-13994.874870342455	-4.092346867710151	-13990.782523474745	16.401161033629933	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	3.3066503567936256E-5	3.3066503567936256E-5	-13990.782523474745	0.0	-6.255470576756256
4898000	-13995.74749503294	-3.943725476635807	-13991.803769556303	9.575341352925948	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	4.90639604493479E-5	4.9063960449347896E-5	-13991.803769556303	0.0	-5.651242717526673
4899000	-13997.842383862844	-5.162205502040621	-13992.680178360804	24.0112013338058	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.0237569122951223E-5	2.0237569122951226E-5	-13992.680178360804	0.0	-7.800381312781696
4900000	-13996.80965065698	-4.266438148483693	-13992.543212508497	6.783229900383425	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.2697256205914192E-4	1.2697256205914195E-4	-13992.543212508497	0.0	-5.3207754127382785
4901000	-13998.249000810429	-4.766568678803143	-13993.482432131626	21.205363763211377	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.734023417555284E-5	1.734023417555284E-5	-13993.482432131626	0.0	-7.419727268350152
4902000	-13996.538970069752	-3.9379173840713984	-13992.60105268568	8.022882294181356	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	5.236011378798558E-5	5.2360113787985585E-5	-13992.60105268568	0.0	-5.532207935220606
4903000	-13996.214975753583	-4.232203801435934	-13991.982771952147	5.005610145633753	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.2712040317949802E-4	1.2712040317949805E-4	-13991.982771952147	0.0	-5.134867156640878
4904000	-13997.18407837743	-5.803146337261436	-13991.380932040169	37.265110114794716	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.033408528716858E-5	2.033408528716858E-5	-13991.380932040169	0.0	-8.628352587435483
4905000	-13995.340310467209	-4.7662805231911145	-13990.574029944019	27.927229432613775	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.1249929122223775E-5	2.1249929122223775E-5	-13990.574029944019	0.0	-7.416570007790264
4906000	-13996.071533092261	-3.815211231840949	-13992.256321860421	15.214653663741263	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.2696262300617706E-5	2.2696262300617706E-5	-13992.256321860421	0.0	-6.128741536274858
4907000	-13995.355552767385	-4.09311617076201	-13991.262436596624	11.11289085515173	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	5.9391692816498976E-5	5.9391692816498976E-5	-13991.262436596624	0.0	-5.774229768330854
4908000	-13998.218202663607	-6.022967232180707	-13992.195235431427	36.204680220379956	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.2277697458398104E-5	2.2277697458398104E-5	-13992.195235431427	0.0	-8.797473712004138
4909000	-13996.9966313078	-5.8328884079366015	-13991.163742899864	40.244085553082364	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.2070741442065277E-5	1.2070741442065275E-5	-13991.163742899864	0.0	-8.958106619478732
4910000	-13997.553237815033	-4.54756211540294	-13993.00567569963	16.70979333033832	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	5.6407080579825036E-5	5.640708057982504E-5	-13993.00567569963	0.0	-6.465295434350499
4911000	-13997.488180325301	-4.445643800963838	-13993.042536524337	14.113902572830185	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	6.444784074353285E-5	6.444784074353285E-5	-13993.042536524337	0.0	-6.215770121685084
4912000	-13995.311834162387	-3.988953164403579	-13991.322880997983	10.12639351040601	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	5.355780522821575E-5	5.355780522821575E-5	-13991.322880997983	0.0	-5.676222455100567
4913000	-13996.442756341732	-4.829836013456086	-13991.612920328276	25.801368554454783	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	3.412556443961915E-5	3.412556443961916E-5	-13991.612920328276	0.0	-7.203144598434316
4914000	-13996.971530103718	-5.594790768660408	-13991.376739335057	33.53868007087367	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.9700196561939808E-5	1.9700196561939805E-5	-13991.376739335057	0.0	-8.389264095216816
4915000	-13996.90008850631	-4.578968241923664	-13992.321120264387	20.46904497417961	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	4.729377339768804E-5	4.729377339768803E-5	-13992.321120264387	0.0	-6.673627852376819
4916000	-13999.055635798508	-5.555530537168541	-13993.500105261339	35.565719783686276	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	8.626452204383097E-6	8.626452204383095E-6	-13993.500105261339	0.0	-8.799095979106703
4917000	-13997.85631882521	-5.037634649757964	-13992.818684175452	24.342351362704	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.7198505943743976E-5	1.719850594374398E-5	-13992.818684175452	0.0	-7.760157185094791
4918000	-13995.275030480412	-4.532442566441359	-13990.74258791397	23.206634352165352	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.6201270864323245E-5	2.6201270864323242E-5	-13990.74258791397	0.0	-6.987883416313067
4919000	-13995.974728976144	-4.4009201841077354	-13991.573808792036	17.02638398045189	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	3.6446804519888185E-5	3.6446804519888185E-5	-13991.573808792036	0.0	-6.550624839503372
4920000	-13995.503762655384	-4.391304669890493	-13991.112457985493	18.820419282215266	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	3.3528514107164034E-5	3.3528514107164034E-5	-13991.112457985493	0.0	-6.624337028061492
4921000	-13997.126483038632	-6.111355881229404	-13991.015127157403	42.2553778066549	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.6395982476692163E-5	1.6395982476692163E-5	-13991.015127157403	0.0	-9.105374044375424
4922000	-13996.665058482813	-3.9603430864819478	-13992.70471539633	18.389664613176276	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.74983424989301E-5	1.7498342498930104E-5	-13992.70471539633	0.0	-6.502506429394317
4923000	-13995.00188050511	-4.136841879241819	-13990.865038625867	16.21212010367528	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	3.497858506711823E-5	3.497858506711824E-5	-13990.865038625867	0.0	-6.268464927698864
4924000	-13995.050519552331	-3.984674980448709	-13991.065844571882	9.294507570214154	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	6.244285629020154E-5	6.244285629020154E-5	-13991.065844571882	0.0	-5.546742728509011
4925000	-13995.496929228188	-4.0013542047389405	-13991.49557502345	9.747261172288242	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	5.504673504551149E-5	5.5046735045511485E-5	-13991.49557502345	0.0	-5.65868308022398
4926000	-13996.761251802993	-6.207206546000281	-13990.554045256993	47.42104216969059	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.1832496966015311E-5	1.1832496966015308E-5	-13990.554045256993	0.0	-9.41601595018841
4927000	-13995.608557539357	-4.720003761026815	-13990.88855377833	25.155869894211662	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.821020345209765E-5	2.821020345209765E-5	-13990.88855377833	0.0	-7.178142303468178
4928000	-13997.590445635526	-4.311730620356189	-13993.278715015169	8.552791515598589	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.0045921128805307E-4	1.0045921128805307E-4	-13993.278715015169	0.0	-5.614185213513733
4929000	-13996.249998117033	-4.2356918895267786	-13992.014306227506	11.968512854255447	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	7.009424581083909E-5	7.009424581083909E-5	-13992.014306227506	0.0	-5.871424237278152
4930000	-13995.633821257152	-4.160736507419165	-13991.473084749732	11.85545403410274	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	6.008084385921392E-5	6.008084385921392E-5	-13991.473084749732	0.0	-5.8701625872825
4931000	-13995.636457213424	-3.7954317173876735	-13991.841025496036	9.26378676921313	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	4.349468976342504E-5	4.349468976342505E-5	-13991.841025496036	0.0	-5.535978012092272
4932000	-13996.478701020502	-4.112045848193352	-13992.366655172309	14.046874316823988	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	3.014371801619777E-5	3.0143718016197767E-5	-13992.366655172309	0.0	-6.265650434916369
4933000	-13997.39827443648	-4.5074219059369565	-13992.890852530543	19.88649738021776	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.9196790685765906E-5	1.9196790685765906E-5	-13992.890852530543	0.0	-7.067183064565138
4934000	-13995.09186481763	-4.460794510399974	-13990.63107030723	23.433017553827455	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.403937993722755E-5	2.403937993722755E-5	-13990.63107030723	0.0	-6.961611899988208
4935000	-13995.772870668916	-4.687300178657908	-13991.085570490259	23.788726670063177	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.5030927497000514E-5	2.5030927497000514E-5	-13991.085570490259	0.0	-7.185107788861248
4936000	-13996.331465966105	-4.942035620995288	-13991.389430345109	25.533741970867837	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.398884692762446E-5	2.398884692762446E-5	-13991.389430345109	0.0	-7.5025577008866415
4937000	-13996.642518447434	-4.147467235528693	-13992.495051211905	4.804494650196372	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.0345374164829027E-4	1.0345374164829025E-4	-13992.495051211905	0.0	-5.139504049063657
4938000	-13996.377385439459	-4.232886303613447	-13992.144499135846	6.84507515394097	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.2360077595950788E-4	1.2360077595950788E-4	-13992.144499135846	0.0	-5.30039618741972
4939000	-13996.76001737673	-4.33496253080012	-13992.42505484593	3.5662962272527077	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.5231195991638287E-4	1.523119599163829E-4	-13992.42505484593	0.0	-4.97544181792609
4940000	-13997.862590986131	-4.356593503519604	-13993.50599748261	6.180120418798861	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.457803859554721E-4	1.457803859554721E-4	-13993.50599748261	0.0	-5.304564735434372
4941000	-13995.506104559397	-4.17365106006893	-13991.332453499328	13.106429419956957	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	5.2214404226604905E-5	5.221440422660491E-5	-13991.332453499328	0.0	-6.00343857975546
4942000	-13996.053349409343	-4.198126267872591	-13991.85522314147	11.032312401231927	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	6.998591659307335E-5	6.998591659307335E-5	-13991.85522314147	0.0	-5.796748281138378
4943000	-13997.428553459074	-4.425001410241632	-13993.003552048833	19.76175748571122	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.825600487106138E-5	1.8256004871061382E-5	-13993.003552048833	0.0	-7.0039271178445315
4944000	-13996.590308767785	-5.643330195396289	-13990.946978572389	36.9448718656671	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.597032612693126E-5	1.5970326126931265E-5	-13990.946978572389	0.0	-8.58505762342094
4945000	-13997.977392462488	-5.578711464961529	-13992.398680997527	28.214541929333198	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.0368157054217185E-5	2.0368157054217185E-5	-13992.398680997527	0.0	-8.291338256212082
4946000	-13995.152035020647	-4.127523765348412	-13991.024511255298	14.87703186620729	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	3.898235961441903E-5	3.898235961441903E-5	-13991.024511255298	0.0	-6.16472424052249
4947000	-13996.748032874044	-4.798863960488218	-13991.949168913556	23.716200957013246	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	3.711951277276769E-5	3.711951277276768E-5	-13991.949168913556	0.0	-7.0932068709070295
4948000	-13998.485625692365	-4.202026708643818	-13994.28359898372	17.463892808143665	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.663397264175577E-5	1.663397264175577E-5	-13994.28359898372	0.0	-6.768779202150607
4949000	-13995.62993962763	-4.154078843949536	-13991.475860783681	6.006992934497137	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.1080426926252656E-4	1.1080426926252655E-4	-13991.475860783681	0.0	-5.21025532144464
4950000	-13995.963847807729	-4.266828667067202	-13991.697019140662	17.05308288456298	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.829793911571002E-5	2.8297939115710026E-5	-13991.697019140662	0.0	-6.543409289427159
4951000	-13996.344008550355	-5.629118712123593	-13990.714889838231	38.5148187136657	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.5245565370368427E-5	1.5245565370368429E-5	-13990.714889838231	0.0	-8.610290276545301
4952000	-14000.084329867594	-5.9041515952011965	-13994.180178272392	24.979123889668006	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.0665998853917563E-5	2.0665998853917563E-5	-13994.180178272392	0.0	-8.580722227563868
4953000	-13997.134111368956	-4.810936708108545	-13992.323174660847	20.035213170616366	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.9569418022325804E-5	2.9569418022325804E-5	-13992.323174660847	0.0	-7.162473217107866
4954000	-13995.071274059961	-4.144160835579243	-13990.927113224381	14.847814239980591	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	4.2666837228960064E-5	4.2666837228960064E-5	-13990.927113224381	0.0	-6.132705271328559
4955000	-13997.662109838382	-4.940671342185818	-13992.721438496197	22.86613548811856	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.9214875204110542E-5	1.9214875204110542E-5	-13992.721438496197	0.0	-7.576845137717462
4956000	-13997.122914578345	-5.807189163788124	-13991.315725414557	43.034468396618266	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	9.778127974947503E-6	9.778127974947503E-6	-13991.315725414557	0.0	-9.065831140644232
4957000	-14001.798153214992	-7.592367461783638	-13994.205785753207	38.45397156219525	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.205756572605456E-5	1.205756572605456E-5	-13994.205785753207	0.0	-10.75500668667441
4958000	-13996.051809474477	-3.9102257658335393	-13992.141583708642	12.02171385841842	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	3.360371196655951E-5	3.360371196655951E-5	-13992.141583708642	0.0	-5.921152499683157
4959000	-13995.518091672398	-4.022647517180358	-13991.495444155218	6.475645609573689	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	8.228194992119014E-5	8.228194992119014E-5	-13991.495444155218	0.0	-5.267357652506698
4960000	-13998.061459794942	-6.955505928865695	-13991.105953866077	50.99982600420542	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.0822752527651219E-5	1.0822752527651217E-5	-13991.105953866077	0.0	-10.256818420957808
4961000	-13995.197771079564	-4.376593760361429	-13990.821177319202	19.824104699869523	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	3.541904281866261E-5	3.541904281866261E-5	-13990.821177319202	0.0	-6.5998005178944394
4962000	-13996.766903502885	-4.95538083153757	-13991.811522671347	23.749722974296848	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.8441669953827946E-5	2.844166995382795E-5	-13991.811522671347	0.0	-7.39944232820116
4963000	-13999.12166050015	-6.195328064632396	-13992.926332435518	42.9630310358849	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.4457945962331958E-5	2.4457945962331954E-5	-13992.926332435518	0.0	-8.991540338434
4964000	-13997.902049292794	-5.427853321696423	-13992.474195971097	26.437134001854677	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.551140511387321E-5	2.551140511387321E-5	-13992.474195971097	0.0	-7.9922163912706825
4965000	-13996.207379114967	-5.029045653900811	-13991.178333461066	34.02462189064836	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.2513055929216364E-5	1.2513055929216362E-5	-13991.178333461066	0.0	-8.043689544755775
4966000	-13995.455577836961	-4.218167881761966	-13991.2374099552	14.894588802208007	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	4.330240870441175E-5	4.330240870441175E-5	-13991.2374099552	0.0	-6.206575038730636
4967000	-13995.654228277475	-4.154922809260175	-13991.499305468215	11.465301934605346	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	6.275911436628094E-5	6.275911436628094E-5	-13991.499305468215	0.0	-5.8254686306096675
4968000	-13995.180888777075	-4.1691612107497455	-13991.011727566325	19.7417479995976	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.362328076688643E-5	2.3623280766886425E-5	-13991.011727566325	0.0	-6.593385270854957
4969000	-13998.502323380442	-6.267927363756767	-13992.234396016685	48.13209608827484	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	7.254641481433881E-6	7.254641481433881E-6	-13992.234396016685	0.0	-9.735560302215092
4970000	-13998.572208939398	-4.482441414119611	-13994.089767525278	12.346799205487915	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	7.811985116671535E-5	7.811985116671535E-5	-13994.089767525278	0.0	-6.097426885955491
4971000	-13996.400712088744	-4.486963557183282	-13991.91374853156	19.84806344482019	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.3603792085280674E-5	2.3603792085280677E-5	-13991.91374853156	0.0	-6.934600244148645
4972000	-13999.105147606815	-4.835831293629364	-13994.269316313186	14.979373918129811	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	4.837377019119839E-5	4.8373770191198395E-5	-13994.269316313186	0.0	-6.818479269101261
4973000	-13996.771568227912	-6.049043329516063	-13990.722524898396	43.471450666523005	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.3699013923759192E-5	1.369901392375919E-5	-13990.722524898396	0.0	-9.1447512028999
4974000	-13995.75794781511	-4.346725990274051	-13991.411221824836	19.23685006837375	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.5771323303964297E-5	2.5771323303964297E-5	-13991.411221824836	0.0	-6.726170313074109
4975000	-13996.377857880436	-4.386755499924735	-13991.99110238051	18.112811496069483	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.5819843066141253E-5	2.5819843066141256E-5	-13991.99110238051	0.0	-6.74468884901222
4976000	-13997.956772063428	-4.480991269770328	-13993.475780793657	12.271366892549416	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	4.956133856011287E-5	4.956133856011287E-5	-13993.475780793657	0.0	-6.345406111343368
4977000	-13996.308790005824	-4.2673789427548625	-13992.041411063068	14.703999169168977	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	3.482621972462252E-5	3.4826219724622525E-5	-13992.041411063068	0.0	-6.373938242936168
4978000	-13996.78840031542	-4.180951437701053	-13992.607448877718	10.266739216018408	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	5.245034233431353E-5	5.245034233431353E-5	-13992.607448877718	0.0	-5.911252611273336
4979000	-13996.052392344287	-4.238828673685234	-13991.813563670601	12.781152611868533	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	5.138328820069746E-5	5.138328820069746E-5	-13991.813563670601	0.0	-6.074139934967375
4980000	-13995.923207908458	-4.87932082029266	-13991.043887088164	30.7862689520513	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.4871240880967234E-5	1.487124088096723E-5	-13991.043887088164	0.0	-7.759294144314246
4981000	-13996.281391916698	-4.664300115697708	-13991.617091801001	26.854062276484235	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.5369395483890335E-5	1.5369395483890335E-5	-13991.617091801001	0.0	-7.464531921106738
4982000	-13997.231498461737	-5.756385618217002	-13991.47511284352	35.03785968080538	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.6089753718666034E-5	1.6089753718666034E-5	-13991.47511284352	0.0	-8.67826313064018
4983000	-13997.079132311348	-4.973483818984991	-13992.105648492363	24.551046324466906	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	3.3866369398916956E-5	3.386636939891696E-5	-13992.105648492363	0.0	-7.338949469656153
4984000	-13995.566686401591	-3.9611875204890232	-13991.605498881103	10.586610187184712	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	4.591297688896732E-5	4.591297688896731E-5	-13991.605498881103	0.0	-5.750800042195631
4985000	-13995.381423133624	-4.2023383775572976	-13991.179084756066	14.739556475170858	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	4.4411247289484095E-5	4.44112472894841E-5	-13991.179084756066	0.0	-6.1713054061732695
4986000	-13996.08375778836	-4.426301301071996	-13991.657456487288	17.527226516294352	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	3.295215841663698E-5	3.295215841663698E-5	-13991.657456487288	0.0	-6.643427165949183
4987000	-13996.833639554598	-4.751515024928677	-13992.082124529668	23.360526831894617	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	3.953862928970892E-5	3.953862928970892E-5	-13992.082124529668	0.0	-7.003901609025756
4988000	-13995.72852241323	-4.314118620875501	-13991.414403792354	16.319159674550598	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	4.868097825408834E-5	4.8680978254088346E-5	-13991.414403792354	0.0	-6.283614251928295
4989000	-13997.70386670921	-5.8899192319555285	-13991.813947477254	44.19602551819206	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	8.501020133658853E-6	8.501020133658853E-6	-13991.813947477254	0.0	-9.233264379042744
4990000	-13996.599238488234	-5.630858366124818	-13990.968380122109	37.87465450728502	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.388415468800306E-5	1.3884154688003058E-5	-13990.968380122109	0.0	-8.654130898080501
4991000	-13995.12350922587	-4.501688118478569	-13990.621821107392	24.145522804764067	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.332356505997762E-5	2.3323565059977613E-5	-13990.621821107392	0.0	-7.032560659139944
4992000	-13996.111261275364	-4.600481333819757	-13991.510779941544	24.298274454827514	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.8533433141259157E-5	1.8533433141259154E-5	-13991.510779941544	0.0	-7.260459259730234
4993000	-13997.679078343224	-4.308440678597434	-13993.370637664628	8.09451872034225	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.1707518446849834E-4	1.1707518446849834E-4	-13993.370637664628	0.0	-5.497309928647481
4994000	-13995.45134022278	-4.7449517057563195	-13990.706388517025	26.39035542596037	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.4651116825568206E-5	2.465111682556821E-5	-13990.706388517025	0.0	-7.294109624330441
4995000	-13999.239252227604	-4.934389092306611	-13994.304863135298	17.68383358729068	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	5.040336994529267E-5	5.040336994529268E-5	-13994.304863135298	0.0	-6.962779148149756
4996000	-13997.023999077133	-5.403924540323687	-13991.62007453681	29.905444351406622	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.1244716956265195E-5	2.1244716956265202E-5	-13991.62007453681	0.0	-8.108574255959603
4997000	-13997.271978647894	-4.272196855680386	-13992.999781792214	8.00995568520252	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	9.144920263137771E-5	9.144920263137771E-5	-13992.999781792214	0.0	-5.595876849252221
4998000	-13996.75312903565	-4.3268931604527126	-13992.426235875197	13.420837715143987	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	6.634555790325444E-5	6.634555790325444E-5	-13992.426235875197	0.0	-6.049496262053114
4999000	-13996.271742139656	-4.36586090465614	-13991.905881235	20.99887550667332	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.9591154790509833E-5	1.9591154790509833E-5	-13991.905881235	0.0	-6.926756460390361
5000000	-13995.225876528917	-4.161452384971346	-13991.064424143946	14.538705495251802	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	4.371096654922733E-5	4.371096654922733E-5	-13991.064424143946	0.0	-6.129843057175041
5001000	-13995.766876383013	-4.789400318130746	-13990.977476064883	25.57415796998906	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.4476067672514752E-5	2.4476067672514752E-5	-13990.977476064883	0.0	-7.3323177082751
5002000	-13995.680917413338	-5.0916790228272335	-13990.58923839051	33.31476832493826	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.639211292273581E-5	1.639211292273581E-5	-13990.58923839051	0.0	-7.960082496449979
5003000	-13995.517737819995	-4.175308206887674	-13991.342429613107	13.027106841849418	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	5.982426689554075E-5	5.982426689554075E-5	-13991.342429613107	0.0	-5.927446869163711
5004000	-13995.246645377467	-4.049126935245629	-13991.19751844222	16.413929477980624	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	2.8330774288439505E-5	2.8330774288439508E-5	-13991.19751844222	0.0	-6.292809529751049
5005000	-13995.744117599279	-4.526229395782505	-13991.217888203497	20.645914481352996	10.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	3.5714317426296874E-5	3.5714317426296874E-5	-13991.217888203497	0.0	-6.77081973325769
