green.100    Pf3D7_04_v3	700001	715000    0    4.95784872880008e-07
green.101    Pf3D7_04_v3	720001	780000    4    1.22294566999313e-07
green.102    Pf3D7_04_v3	790001	795000    0    1.79266327649765e-06
green.103    Pf3D7_04_v3	805001	825000    9    1.28575199514218e-06
green.104    Pf3D7_04_v3	830001	845000    0    7.14014687829921e-07
green.105    Pf3D7_04_v3	855001	875000    0    4.01631816683422e-07
green.106    Pf3D7_04_v3	880001	935000    1    1.22075215402276e-07
green.107    Pf3D7_04_v3	985001	995000    0    8.77999226920574e-07
green.108    Pf3D7_04_v3	1000001	1035000    3    2.19840839805694e-07
green.109    Pf3D7_04_v3	1060001	1075000    1    5.46527895632652e-07
green.10    Pf3D7_01_v3	285001	295000    0    7.70412738214068e-07
green.110    Pf3D7_04_v3	1080001	1095000    0    4.59127164220957e-07
green.111    Pf3D7_04_v3	1100001	1110000    0    9.28533760406043e-07
green.112    Pf3D7_04_v3	1115001	1120000    0    1.81231551806869e-06
green.113    Pf3D7_04_v3	1125001	1145000    16    3.54380746464412e-07
green.114    Pf3D7_05_v3	45001	75000    1    2.76208375513037e-07
green.115    Pf3D7_05_v3	80001	125000    2    1.86634732417968e-07
green.116    Pf3D7_05_v3	130001	135000    1    1.4805890195018e-06
green.117    Pf3D7_05_v3	140001	155000    0    5.03981005799836e-07
green.118    Pf3D7_05_v3	160001	170000    0    7.77764472240984e-07
green.119    Pf3D7_05_v3	190001	210000    0    3.93098944762308e-07
green.11    Pf3D7_01_v3	315001	345000    0    2.3397871988086e-07
green.120    Pf3D7_05_v3	220001	245000    0    3.95677078907568e-07
green.121    Pf3D7_05_v3	250001	265000    1    6.92082731955084e-07
green.122    Pf3D7_05_v3	270001	295000    0    3.71716092199289e-07
green.123    Pf3D7_05_v3	305001	320000    0    4.82509344177648e-07
green.124    Pf3D7_05_v3	325001	340000    0    5.40211013173558e-07
green.125    Pf3D7_05_v3	350001	370000    1    3.9023187388387e-07
green.126    Pf3D7_05_v3	375001	395000    0    4.64446310128504e-07
green.127    Pf3D7_05_v3	400001	405000    0    1.50495468737273e-06
green.128    Pf3D7_05_v3	410001	430000    0    4.09455971237528e-07
green.129    Pf3D7_05_v3	435001	445000    0    9.62216437034158e-07
green.12    Pf3D7_01_v3	355001	400000    0    2.00538816779698e-07
green.130    Pf3D7_05_v3	450001	455000    1    1.56985475912546e-06
green.131    Pf3D7_05_v3	460001	495000    0    2.11675651946936e-07
green.132    Pf3D7_05_v3	500001	550000    0    1.83348093159969e-07
green.133    Pf3D7_05_v3	555001	575000    17    3.34404689328512e-07
green.134    Pf3D7_05_v3	585001	595000    0    8.4179454591706e-07
green.135    Pf3D7_05_v3	600001	615000    0    5.16345296733224e-07
green.136    Pf3D7_05_v3	630001	645000    0    4.26315301343582e-07
green.137    Pf3D7_05_v3	650001	670000    1    3.45833501392876e-07
green.138    Pf3D7_05_v3	675001	680000    0    1.42241260986934e-06
green.139    Pf3D7_05_v3	690001	695000    0    1.12597505440666e-06
green.13    Pf3D7_01_v3	415001	440000    0    3.26435564105339e-07
green.140    Pf3D7_05_v3	700001	705000    0    1.46639658510858e-06
green.141    Pf3D7_05_v3	710001	730000    2    3.72730214366231e-07
green.142    Pf3D7_05_v3	735001	745000    0    7.98089075939308e-07
green.143    Pf3D7_05_v3	750001	790000    3    2.08854067720421e-07
green.144    Pf3D7_05_v3	800001	805000    0    1.55001472336778e-06
green.145    Pf3D7_05_v3	810001	845000    0    1.9342277248272e-07
green.146    Pf3D7_05_v3	850001	875000    0    3.31181893938037e-07
green.147    Pf3D7_05_v3	880001	895000    1    5.50570971862785e-07
green.148    Pf3D7_05_v3	900001	1010000    1    8.06920287752834e-08
green.149    Pf3D7_05_v3	1020001	1025000    0    1.44904069124683e-06
green.14    Pf3D7_01_v3	450001	475000    0    3.10179913553811e-07
green.150    Pf3D7_05_v3	1030001	1100000    6    9.88922523897107e-08
green.151    Pf3D7_05_v3	1120001	1125000    0    1.56202033997592e-06
green.152    Pf3D7_05_v3	1130001	1145000    8    1.72385092685994e-06
green.153    Pf3D7_05_v3	1150001	1160000    0    7.90033641585622e-07
