greenI.100    Pf3D7_04_v3	700001	715000    0    5.2886642579997e-07
greenI.101    Pf3D7_04_v3	720001	780000    1    1.51115422974587e-07
greenI.102    Pf3D7_04_v3	790001	795000    0    1.59192227471572e-06
greenI.103    Pf3D7_04_v3	805001	825000    8    3.68577376049129e-07
greenI.104    Pf3D7_04_v3	830001	845000    0    6.1133020896671e-07
greenI.105    Pf3D7_04_v3	855001	875000    0    3.77390335980899e-07
greenI.106    Pf3D7_04_v3	880001	935000    0    1.58203236516039e-07
greenI.107    Pf3D7_04_v3	985001	995000    0    8.1821159271743e-07
greenI.108    Pf3D7_04_v3	1000001	1035000    2    2.39262752467239e-07
greenI.109    Pf3D7_04_v3	1060001	1075000    1    5.99691130186015e-07
greenI.10    Pf3D7_01_v3	285001	295000    0    8.98341826567564e-07
greenI.110    Pf3D7_04_v3	1080001	1095000    0    7.3368466326334e-07
greenI.111    Pf3D7_04_v3	1100001	1110000    0    7.31264475771168e-07
greenI.112    Pf3D7_04_v3	1115001	1120000    0    1.9205479911169e-06
greenI.113    Pf3D7_04_v3	1125001	1145000    2    4.20194962550157e-07
greenI.114    Pf3D7_05_v3	45001	75000    0    2.72070686763433e-07
greenI.115    Pf3D7_05_v3	80001	125000    0    2.52539133576265e-07
greenI.116    Pf3D7_05_v3	130001	135000    1    1.70377624144322e-06
greenI.117    Pf3D7_05_v3	140001	155000    0    6.48327060959883e-07
greenI.118    Pf3D7_05_v3	160001	170000    0    8.65308367682945e-07
greenI.119    Pf3D7_05_v3	190001	210000    0    4.23448061281486e-07
greenI.11    Pf3D7_01_v3	315001	345000    0    2.56926050111536e-07
greenI.120    Pf3D7_05_v3	220001	245000    0    3.20015048357528e-07
greenI.121    Pf3D7_05_v3	250001	265000    1    5.26573416992725e-07
greenI.122    Pf3D7_05_v3	270001	295000    0    3.77162220635749e-07
greenI.123    Pf3D7_05_v3	305001	320000    0    5.55224133366908e-07
greenI.124    Pf3D7_05_v3	325001	340000    0    5.12379701858531e-07
greenI.125    Pf3D7_05_v3	350001	370000    0    4.18735688929318e-07
greenI.126    Pf3D7_05_v3	375001	395000    0    4.75956308632137e-07
greenI.127    Pf3D7_05_v3	400001	405000    0    1.43104959704372e-06
greenI.128    Pf3D7_05_v3	410001	430000    0    3.52078399598104e-07
greenI.129    Pf3D7_05_v3	435001	445000    0    6.4144062996078e-07
greenI.12    Pf3D7_01_v3	355001	400000    0    1.65926829532246e-07
greenI.130    Pf3D7_05_v3	450001	455000    0    1.41531179561917e-06
greenI.131    Pf3D7_05_v3	460001	495000    0    1.98423548904103e-07
greenI.132    Pf3D7_05_v3	500001	550000    0    1.87174354461099e-07
greenI.133    Pf3D7_05_v3	555001	575000    1    3.87807077547263e-07
greenI.134    Pf3D7_05_v3	585001	595000    0    7.84068900161938e-07
greenI.135    Pf3D7_05_v3	600001	615000    0    4.69876593350248e-07
