name	haplotype number	year	culture_adapted	DISCO	ADCL_35	ADCL_40	ADCL_45	ADCL_35_lab	ADCL_40_lab	ADCL_45_lab	SET_35_v1	SET_40_v1	SET_45_v1
Th117.08	308	2008	0	0	0	0	0				000	000	000
Th117.09	381	2009	0	0	0	0	0				000	000	000
Th117.11	29	2011	1	1	0	0	0				110	110	110
Th117.12	515	2012	0	0	0	0	0				000	000	000
Th117.13	628	2013	0	0	0	0	0				000	000	000
Th118.07	243	2007	0	0	0	0	0				000	000	000
Th118.10	66	2010	0	0	0	0	0				000	000	000
Th118.11	70	2011	0	0	0	0	0				000	000	000
Th118.13	86	2013	0	0	0	0	0				000	000	000
Th119.07	244	2007	0	0	0	0	0				000	000	000
Th119.08	5	2008	0	0	0	0	0				000	000	000
Th119.09	57	2009	0	0	0	1	1		Th119.09	Th119.09	000	001	001
Th119.13	92	2013	0	0	0	0	0				000	000	000
Th120.06	143	2006	0	0	0	0	0				000	000	000
Th120.07	245	2007	0	0	0	0	0				000	000	000
Th120.08	4	2008	0	0	0	0	0				000	000	000
Th120.11	478	2011	0	0	0	0	0				000	000	000
Th120.13	23	2013	0	0	0	0	0				000	000	000
Th121.08	309	2008	0	0	0	0	0				000	000	000
Th121.09	382	2009	0	0	0	0	0				000	000	000
Th121.11	19	2011	0	0	0	0	0				000	000	000
Th121.13	89	2013	0	0	0	0	0				000	000	000
Th122.07	42	2007	0	0	0	0	0				000	000	000
Th122.11	29	2011	0	0	0	0	0				000	000	000
Th123.06	144	2006	0	0	0	0	0				000	000	000
Th123.08	310	2008	0	0	0	0	0				000	000	000
Th123.09	383	2009	1	0	0	0	0				100	100	100
Th123.10	65	2010	0	0	0	0	0				000	000	000
Th123.11	29	2011	1	0	0	0	1			Th123.11	100	100	101
Th123.12	16	2012	0	0	0	0	0				000	000	000
Th123.13	95	2013	0	0	0	0	0				000	000	000
Th124.10	10	2010	0	0	0	0	0				000	000	000
Th124.11	18	2011	0	0	0	0	0				000	000	000
Th125.07	3	2007	0	0	0	0	0				000	000	000
Th125.10	29	2010	0	0	0	0	0				000	000	000
Th125.11	479	2011	0	0	0	0	0				000	000	000
Th125.13	84	2013	0	0	0	0	0				000	000	000
Th126.06	1	2006	0	0	0	0	0				000	000	000
Th126.08	50	2008	0	0	0	0	0				000	000	000
Th126.10	66	2010	0	0	0	0	1			Th126.10	000	000	001
Th126.11	6	2011	0	0	0	0	0				000	000	000
Th126.12	516	2012	0	0	0	0	0				000	000	000
Th126.13	629	2013	0	0	0	0	0				000	000	000
Th127.07	246	2007	0	0	0	0	0				000	000	000
Th127.09	384	2009	1	0	0	0	1			Th127.09	100	100	101
Th127.10	65	2010	0	0	0	0	0				000	000	000
Th127.11	29	2011	0	0	0	0	0				000	000	000
Th127.12	517	2012	0	0	0	0	0				000	000	000
Th127.13	84	2013	0	0	0	0	0				000	000	000
Th128.06	145	2006	0	0	0	0	0				000	000	000
Th128.07	247	2007	0	0	0	0	0				000	000	000
Th128.08	311	2008	0	0	0	0	0				000	000	000
Th128.09	385	2009	1	0	0	1	0		Th128.09		100	101	100
Th128.10	425	2010	0	0	0	0	0				000	000	000
Th128.13	630	2013	0	0	0	0	0				000	000	000
Th129.11	480	2011	0	0	0	0	0				000	000	000
Th129.13	631	2013	0	0	0	0	0				000	000	000
Th130.07	248	2007	0	0	0	0	0				000	000	000
Th130.09	386	2009	1	0	0	0	0				100	100	100
Th130.10	29	2010	0	0	0	0	0				000	000	000
Th130.11	481	2011	0	0	0	0	0				000	000	000
Th130.13	632	2013	0	0	0	0	0				000	000	000
Th131.06	146	2006	0	0	0	0	0				000	000	000
Th131.08	48	2008	0	0	0	0	0				000	000	000
Th131.11	70	2011	0	0	0	0	0				000	000	000
Th131.13	633	2013	0	0	0	0	0				000	000	000
Th132.09	55	2009	0	0	0	0	0				000	000	000
Th132.10	61	2010	0	0	0	0	0				000	000	000
Th132.11	29	2011	1	1	0	0	0				110	110	110
Th133.07	249	2007	0	0	0	0	0				000	000	000
Th133.08	312	2008	0	0	0	0	0				000	000	000
Th133.09	54	2009	0	0	0	0	0				000	000	000
Th133.10	426	2010	0	0	0	0	0				000	000	000
Th133.11	6	2011	0	0	0	0	0				000	000	000
Th133.13	634	2013	0	0	0	0	0				000	000	000
Th134.06	30	2006	0	0	0	0	0				000	000	000
Th134.10	64	2010	0	0	0	0	0				000	000	000
Th134.11	29	2011	1	1	0	0	0				110	110	110
Th135.07	250	2007	0	0	0	0	0				000	000	000
Th135.10	65	2010	0	0	1	1	1	Th135.10	Th135.10	Th135.10	001	001	001
Th135.11	29	2011	0	0	0	0	0				000	000	000
Th136.06	147	2006	0	0	0	0	0				000	000	000
Th136.07	251	2007	0	0	0	0	0				000	000	000
Th136.08	313	2008	0	0	0	0	0				000	000	000
Th136.09	387	2009	0	0	0	0	0				000	000	000
Th136.10	427	2010	0	0	0	0	0				000	000	000
Th136.11	29	2011	0	0	0	0	0				000	000	000
Th137.07	252	2007	0	0	0	0	0				000	000	000
Th137.08	314	2008	0	0	0	0	0				000	000	000
Th137.11	18	2011	0	0	0	0	0				000	000	000
Th137.13	91	2013	0	0	0	0	0				000	000	000
Th138.07	41	2007	0	0	0	0	0				000	000	000
Th138.09	5	2009	0	0	0	0	0				000	000	000
Th138.11	482	2011	0	0	0	0	0				000	000	000
Th138.13	635	2013	0	0	0	0	0				000	000	000
Th139.06	148	2006	0	0	0	0	0				000	000	000
Th139.07	253	2007	0	0	0	0	0				000	000	000
Th139.08	315	2008	0	0	0	0	0				000	000	000
Th139.09	388	2009	0	0	0	0	0				000	000	000
Th139.11	483	2011	0	0	0	0	0				000	000	000
Th140.06	149	2006	0	0	0	0	0				000	000	000
Th140.08	316	2008	0	0	0	0	0				000	000	000
Th140.10	428	2010	0	0	0	0	0				000	000	000
Th140.11	19	2011	0	0	0	0	0				000	000	000
Th140.12	518	2012	1	0	0	0	0				100	100	100
Th141.06	150	2006	0	0	0	0	0				000	000	000
Th141.07	44	2007	0	0	1	1	1	Th141.07	Th141.07	Th141.07	001	001	001
Th141.11	6	2011	0	0	0	0	1			Th141.11	000	000	001
Th141.12	519	2012	0	0	0	0	0				000	000	000
Th141.13	636	2013	0	0	0	0	0				000	000	000
Th142.07	254	2007	0	0	0	0	0				000	000	000
Th142.09	5	2009	1	0	1	1	0	Th142.09	Th142.09		101	101	100
Th142.11	5	2011	0	0	0	0	1			Th142.11	000	000	001
Th142.12	29	2012	0	0	0	0	0				000	000	000
Th142.13	637	2013	0	0	0	0	0				000	000	000
Th143.06	151	2006	0	0	0	0	0				000	000	000
Th143.07	43	2007	0	0	0	0	0				000	000	000
Th143.10	66	2010	0	0	0	0	0				000	000	000
Th143.11	484	2011	0	0	0	0	0				000	000	000
Th143.13	92	2013	0	0	1	1	1	Th143.13	Th143.13	Th143.13	001	001	001
Th144.07	255	2007	0	0	0	0	0				000	000	000
Th144.08	317	2008	0	0	0	0	0				000	000	000
Th144.11	485	2011	0	0	0	0	0				000	000	000
Th144.13	638	2013	0	0	0	0	0				000	000	000
Th145.07	43	2007	0	0	0	0	0				000	000	000
Th145.08	318	2008	0	0	0	0	0				000	000	000
Th145.09	53	2009	0	0	0	0	0				000	000	000
Th145.11	29	2011	0	0	0	0	0				000	000	000
Th146.07	256	2007	0	0	0	0	0				000	000	000
Th146.10	62	2010	0	0	0	0	0				000	000	000
Th146.11	29	2011	0	0	0	0	0				000	000	000
Th146.12	80	2012	0	0	0	0	0				000	000	000
Th146.13	639	2013	0	0	0	0	0				000	000	000
Th147.09	389	2009	0	0	0	0	0				000	000	000
Th147.10	62	2010	0	0	0	0	0				000	000	000
Th147.11	486	2011	0	0	0	0	0				000	000	000
Th147.12	520	2012	0	0	0	0	0				000	000	000
Th147.13	640	2013	0	0	0	0	0				000	000	000
Th148.06	152	2006	0	0	0	0	0				000	000	000
Th148.08	48	2008	0	0	0	0	0				000	000	000
Th148.09	390	2009	1	0	0	0	0				100	100	100
Th148.11	487	2011	0	0	0	0	0				000	000	000
Th148.13	96	2013	0	0	0	0	0				000	000	000
Th149.09	391	2009	1	0	1	1	0	Th149.09	Th149.09		101	101	100
Th149.10	9	2010	0	0	0	0	0				000	000	000
Th149.11	488	2011	0	0	0	0	0				000	000	000
Th149.13	82	2013	0	0	0	0	0				000	000	000
Th150.06	153	2006	0	0	0	0	0				000	000	000
Th150.07	257	2007	0	0	0	0	0				000	000	000
Th150.08	319	2008	0	0	0	0	0				000	000	000
Th150.09	53	2009	0	0	0	0	0				000	000	000
Th150.12	29	2012	0	0	0	0	0				000	000	000
Th150.13	641	2013	0	0	0	0	0				000	000	000
Th151.07	258	2007	0	0	0	0	0				000	000	000
Th151.08	320	2008	0	0	0	0	0				000	000	000
Th151.09	392	2009	1	0	0	0	0				100	100	100
Th151.13	93	2013	0	0	0	0	0				000	000	000
Th152.10	29	2010	0	0	0	0	0				000	000	000
Th152.12	72	2012	0	0	0	0	0				000	000	000
Th152.13	642	2013	0	0	0	0	0				000	000	000
Th153.06	154	2006	0	0	0	0	0				000	000	000
Th153.08	321	2008	0	0	0	0	0				000	000	000
Th153.09	4	2009	0	0	1	1	0	Th153.09	Th153.09		001	001	000
Th153.10	429	2010	0	0	0	0	0				000	000	000
Th153.12	521	2012	0	0	0	0	0				000	000	000
Th153.13	643	2013	0	0	0	0	0				000	000	000
Th154.07	259	2007	0	0	0	0	0				000	000	000
Th154.10	66	2010	0	0	0	1	0		Th154.10		000	001	000
Th154.13	93	2013	0	0	0	0	0				000	000	000
Th155.06	155	2006	0	0	0	0	0				000	000	000
Th155.07	43	2007	0	0	0	0	0				000	000	000
Th155.10	430	2010	0	0	0	0	0				000	000	000
Th155.13	95	2013	0	0	0	0	0				000	000	000
Th156.08	322	2008	0	0	0	0	0				000	000	000
Th156.09	393	2009	0	0	0	0	0				000	000	000
Th156.10	29	2010	0	0	0	0	0				000	000	000
Th156.12	522	2012	0	0	0	0	0				000	000	000
Th157.08	47	2008	0	0	0	0	0				000	000	000
Th157.09	394	2009	0	0	0	0	0				000	000	000
Th157.10	431	2010	0	0	0	0	0				000	000	000
Th157.12	18	2012	0	0	0	0	1			Th157.12	000	000	001
Th157.13	644	2013	0	0	0	0	0				000	000	000
Th158.06	156	2006	0	0	0	0	0				000	000	000
Th158.07	260	2007	0	0	0	0	0				000	000	000
Th158.12	23	2012	0	0	0	0	0				000	000	000
Th159.12	523	2012	0	0	0	0	0				000	000	000
Th160.07	261	2007	0	0	0	0	0				000	000	000
Th160.10	432	2010	0	0	0	0	0				000	000	000
Th160.12	16	2012	0	0	0	0	0				000	000	000
Th160.13	24	2013	1	0	0	0	1			Th160.13	100	100	101
Th161.06	157	2006	0	0	0	0	0				000	000	000
Th161.09	395	2009	0	0	0	0	0				000	000	000
Th161.10	433	2010	0	0	0	0	0				000	000	000
Th161.12	26	2012	0	0	0	0	0				000	000	000
Th161.13	645	2013	0	0	0	0	0				000	000	000
Th162.09	396	2009	0	0	0	0	0				000	000	000
Th162.10	14	2010	0	0	0	0	0				000	000	000
Th162.12	29	2012	1	1	0	0	0				110	110	110
Th162.13	646	2013	0	0	0	0	0				000	000	000
Th163.06	158	2006	0	0	0	0	0				000	000	000
Th163.07	42	2007	0	0	0	0	0				000	000	000
Th163.09	397	2009	0	0	0	0	0				000	000	000
Th163.10	64	2010	0	0	1	1	1	Th163.10	Th163.10	Th163.10	001	001	001
Th163.12	524	2012	0	0	0	0	0				000	000	000
Th163.13	98	2013	0	0	0	0	0				000	000	000
Th164.07	262	2007	0	0	0	0	0				000	000	000
Th164.09	398	2009	0	0	0	0	0				000	000	000
Th164.12	77	2012	0	0	0	0	0				000	000	000
Th164.13	647	2013	0	0	0	0	0				000	000	000
Th165.09	399	2009	1	0	0	0	0				100	100	100
Th165.12	525	2012	0	0	0	0	0				000	000	000
Th165.13	22	2013	0	0	0	0	0				000	000	000
Th166.09	400	2009	1	0	0	1	1		Th166.09	Th166.09	100	101	101
Th166.10	29	2010	0	0	0	0	0				000	000	000
Th166.12	26	2012	1	1	0	0	0				110	110	110
Th167.07	35	2007	0	0	0	0	0				000	000	000
Th167.13	648	2013	0	0	0	0	0				000	000	000
Th168.07	35	2007	0	0	0	0	1			Th168.07	000	000	001
Th169.13	649	2013	0	0	0	0	0				000	000	000
Th170.06	159	2006	0	0	0	0	0				000	000	000
Th170.07	263	2007	0	0	0	0	0				000	000	000
Th170.08	46	2008	0	0	0	0	0				000	000	000
Th170.10	434	2010	0	0	0	0	0				000	000	000
Th170.12	29	2012	0	0	0	0	0				000	000	000
Th170.13	650	2013	0	0	0	0	0				000	000	000
Th171.13	651	2013	0	0	0	0	0				000	000	000
Th172.09	401	2009	0	0	0	0	0				000	000	000
Th172.10	435	2010	0	0	0	0	0				000	000	000
Th173.08	4	2008	0	0	0	0	0				000	000	000
Th173.13	99	2013	0	0	0	0	0				000	000	000
Th174.07	264	2007	0	0	0	0	0				000	000	000
Th174.10	11	2010	0	0	0	0	0				000	000	000
Th174.13	652	2013	0	0	0	0	0				000	000	000
Th175.08	323	2008	0	0	0	0	0				000	000	000
Th175.10	436	2010	0	0	0	0	0				000	000	000
Th175.12	19	2012	0	0	0	0	0				000	000	000
Th175.13	653	2013	0	0	0	0	0				000	000	000
Th176.10	13	2010	0	0	0	0	0				000	000	000
Th176.13	654	2013	0	0	0	0	0				000	000	000
Th177.07	265	2007	0	0	0	0	0				000	000	000
Th177.08	324	2008	0	0	0	0	0				000	000	000
Th177.10	5	2010	0	0	0	0	0				000	000	000
Th178.06	160	2006	0	0	0	0	0				000	000	000
Th178.07	266	2007	0	0	0	0	0				000	000	000
Th178.10	7	2010	0	0	0	0	0				000	000	000
Th178.12	526	2012	0	0	0	0	0				000	000	000
Th178.13	99	2013	0	0	0	0	0				000	000	000
Th179.07	42	2007	0	0	0	0	0				000	000	000
Th179.08	325	2008	0	0	0	0	0				000	000	000
Th179.10	8	2010	0	0	0	0	0				000	000	000
Th179.13	655	2013	0	0	0	0	0				000	000	000
Th180.07	267	2007	0	0	0	0	0				000	000	000
Th180.08	326	2008	0	0	0	0	0				000	000	000
Th180.10	63	2010	0	0	0	0	0				000	000	000
Th180.12	527	2012	0	0	0	0	0				000	000	000
Th181.10	437	2010	0	0	0	0	0				000	000	000
Th181.12	528	2012	0	0	0	0	0				000	000	000
Th181.13	656	2013	0	0	0	0	0				000	000	000
Th182.07	268	2007	0	0	0	0	0				000	000	000
Th182.12	29	2012	0	0	0	0	0				000	000	000
Th183.07	269	2007	0	0	0	0	0				000	000	000
Th183.10	438	2010	0	0	0	0	0				000	000	000
Th183.13	93	2013	0	0	0	0	0				000	000	000
Th184.06	161	2006	0	0	0	0	0				000	000	000
Th184.07	270	2007	0	0	0	0	0				000	000	000
Th184.10	439	2010	0	0	0	0	0				000	000	000
Th184.13	657	2013	0	0	0	0	0				000	000	000
Th185.06	162	2006	0	0	0	0	0				000	000	000
Th185.12	529	2012	0	0	0	0	0				000	000	000
Th185.13	82	2013	0	0	0	0	0				000	000	000
Th186.13	658	2013	0	0	0	0	0				000	000	000
Th187.07	33	2007	0	0	0	0	0				000	000	000
Th187.10	66	2010	0	0	1	0	0	Th187.10			001	000	000
Th188.06	163	2006	0	0	0	0	0				000	000	000
Th188.07	40	2007	0	0	0	0	0				000	000	000
Th188.08	4	2008	0	0	0	0	0				000	000	000
Th188.10	440	2010	0	0	0	0	0				000	000	000
Th188.13	659	2013	0	0	0	0	0				000	000	000
Th189.12	530	2012	0	0	0	0	0				000	000	000
Th189.13	660	2013	0	0	0	0	0				000	000	000
Th190.07	271	2007	0	0	0	0	0				000	000	000
Th190.08	327	2008	0	0	0	0	0				000	000	000
Th190.12	80	2012	0	0	0	0	0				000	000	000
Th190.13	661	2013	0	0	0	0	0				000	000	000
Th191.07	33	2007	0	0	0	0	0				000	000	000
Th191.12	531	2012	0	0	0	0	0				000	000	000
Th191.13	99	2013	0	0	0	0	0				000	000	000
Th192.07	272	2007	0	0	0	0	0				000	000	000
Th192.13	662	2013	0	0	0	0	0				000	000	000
Th193.07	273	2007	0	0	0	0	0				000	000	000
Th193.12	532	2012	0	0	0	0	0				000	000	000
Th193.13	663	2013	0	0	0	0	0				000	000	000
Th194.06	32	2006	0	0	0	0	0				000	000	000
Th194.13	21	2013	0	0	0	0	0				000	000	000
Th195.07	39	2007	0	0	0	0	0				000	000	000
Th196.06	32	2006	0	0	0	0	0				000	000	000
Th196.07	39	2007	0	0	0	0	0				000	000	000
Th196.10	441	2010	0	0	0	0	0				000	000	000
Th196.12	29	2012	1	1	0	0	0				110	110	110
Th196.13	664	2013	0	0	0	0	0				000	000	000
Th197.08	47	2008	0	0	0	0	0				000	000	000
Th197.12	533	2012	0	0	0	0	0				000	000	000
Th197.13	665	2013	0	0	0	0	0				000	000	000
Th198.07	274	2007	0	0	0	0	0				000	000	000
Th198.10	3	2010	0	0	0	0	0				000	000	000
Th198.12	534	2012	0	0	0	0	0				000	000	000
Th198.13	666	2013	0	0	0	0	0				000	000	000
Th199.06	164	2006	0	0	0	0	0				000	000	000
Th199.10	29	2010	0	0	0	0	0				000	000	000
Th199.13	667	2013	0	0	0	0	0				000	000	000
Th200.12	535	2012	0	0	0	0	0				000	000	000
Th200.13	668	2013	0	0	1	1	1	Th200.13	Th200.13	Th200.13	001	001	001
Th201.12	536	2012	0	0	0	0	0				000	000	000
Th201.13	21	2013	0	0	0	0	0				000	000	000
Th202.06	165	2006	0	0	0	0	0				000	000	000
Th202.07	275	2007	0	0	0	0	0				000	000	000
Th202.12	26	2012	0	0	0	0	0				000	000	000
Th203.07	276	2007	0	0	0	0	0				000	000	000
Th203.12	26	2012	0	0	0	0	0				000	000	000
Th203.13	669	2013	0	0	0	0	0				000	000	000
Th204.06	166	2006	0	0	0	0	0				000	000	000
Th204.07	277	2007	0	0	0	0	0				000	000	000
Th204.12	537	2012	0	0	0	0	0				000	000	000
Th204.13	670	2013	0	0	1	1	0	Th204.13	Th204.13		001	001	000
Th205.06	167	2006	0	0	0	0	0				000	000	000
Th205.12	538	2012	0	0	0	0	0				000	000	000
Th205.13	671	2013	0	0	0	0	0				000	000	000
Th206.06	168	2006	0	0	0	0	0				000	000	000
Th206.12	539	2012	0	0	0	0	0				000	000	000
Th206.13	672	2013	0	0	0	0	0				000	000	000
Th207.06	169	2006	0	0	0	0	0				000	000	000
Th207.07	278	2007	0	0	0	0	0				000	000	000
Th207.12	540	2012	0	0	0	0	0				000	000	000
Th207.13	673	2013	0	0	0	0	0				000	000	000
Th208.07	279	2007	0	0	0	0	0				000	000	000
Th208.12	541	2012	0	0	0	0	0				000	000	000
Th208.13	674	2013	0	0	0	0	0				000	000	000
Th209.06	170	2006	0	0	0	0	0				000	000	000
Th209.12	81	2012	0	0	0	0	0				000	000	000
Th209.13	675	2013	0	0	0	0	0				000	000	000
Th210.06	171	2006	0	0	0	0	0				000	000	000
Th210.08	328	2008	0	0	0	0	0				000	000	000
Th210.10	29	2010	0	0	0	0	0				000	000	000
Th210.13	676	2013	0	0	0	0	1			Th210.13	000	000	001
Th211.06	31	2006	0	0	0	0	0				000	000	000
Th211.07	280	2007	0	0	0	0	0				000	000	000
Th211.08	329	2008	0	0	0	0	0				000	000	000
Th211.10	60	2010	0	0	0	0	0				000	000	000
Th211.12	23	2012	0	0	0	0	0				000	000	000
Th211.13	26	2013	1	1	0	0	0				110	110	110
Th212.06	172	2006	0	0	0	0	0				000	000	000
Th212.12	542	2012	0	0	0	0	0				000	000	000
Th212.13	85	2013	0	0	0	0	0				000	000	000
Th213.07	281	2007	0	0	0	0	0				000	000	000
Th213.12	543	2012	0	0	0	0	0				000	000	000
Th213.13	99	2013	0	0	0	0	0				000	000	000
Th214.06	173	2006	0	0	0	0	0				000	000	000
Th214.08	4	2008	0	0	0	0	0				000	000	000
Th214.12	29	2012	1	0	0	0	0				100	100	100
Th214.13	677	2013	0	0	0	0	0				000	000	000
Th215.06	174	2006	0	0	0	0	0				000	000	000
Th215.07	282	2007	0	0	0	0	0				000	000	000
Th215.13	678	2013	0	0	0	0	0				000	000	000
Th216.07	283	2007	0	0	0	0	0				000	000	000
Th216.08	4	2008	0	0	0	0	0				000	000	000
Th216.13	679	2013	0	0	0	0	0				000	000	000
Th217.06	175	2006	0	0	0	0	0				000	000	000
Th217.08	4	2008	0	0	0	0	0				000	000	000
Th217.12	544	2012	0	0	0	0	0				000	000	000
Th217.13	680	2013	0	0	0	0	0				000	000	000
Th218.06	176	2006	0	0	0	0	0				000	000	000
Th218.07	284	2007	0	0	0	0	0				000	000	000
Th219.12	24	2012	0	0	0	0	0				000	000	000
Th219.13	681	2013	0	0	0	0	0				000	000	000
Th220.07	285	2007	0	0	0	0	0				000	000	000
Th220.08	330	2008	0	0	0	0	0				000	000	000
Th220.12	545	2012	0	0	0	0	0				000	000	000
Th220.13	98	2013	0	0	0	0	0				000	000	000
Th221.12	21	2012	0	0	0	0	0				000	000	000
Th221.13	682	2013	0	0	0	0	0				000	000	000
Th222.08	331	2008	0	0	0	0	0				000	000	000
Th222.12	12	2012	0	0	1	1	1	Th222.12	Th222.12	Th222.12	001	001	001
Th223.07	43	2007	0	0	0	0	0				000	000	000
Th223.08	332	2008	0	0	0	0	0				000	000	000
Th223.13	683	2013	0	0	0	0	0				000	000	000
Th224.07	286	2007	0	0	0	0	0				000	000	000
Th224.08	333	2008	0	0	0	0	0				000	000	000
Th224.12	546	2012	0	0	0	0	0				000	000	000
Th224.13	684	2013	0	0	0	0	0				000	000	000
Th225.12	547	2012	0	0	0	0	0				000	000	000
Th225.13	15	2013	0	0	0	0	0				000	000	000
Th226.08	334	2008	0	0	0	0	0				000	000	000
Th226.12	26	2012	0	0	0	0	0				000	000	000
Th226.13	685	2013	0	0	0	0	0				000	000	000
Th227.08	335	2008	0	0	0	0	0				000	000	000
Th227.13	686	2013	0	0	1	1	1	Th227.13	Th227.13	Th227.13	001	001	001
Th228.08	4	2008	0	0	0	0	0				000	000	000
Th228.12	548	2012	0	0	0	0	0				000	000	000
Th228.13	687	2013	0	0	0	0	0				000	000	000
Th229.08	336	2008	0	0	0	0	0				000	000	000
Th230.08	337	2008	1	0	0	0	1			Th230.08	100	100	101
Th230.12	29	2012	1	1	1	0	0	Th230.12			111	110	110
Th230.13	688	2013	0	0	0	0	0				000	000	000
Th231.06	177	2006	0	0	0	0	0				000	000	000
Th231.08	338	2008	1	0	0	1	0		Th231.08		100	101	100
Th231.13	689	2013	0	0	0	0	0				000	000	000
Th232.08	339	2008	0	0	0	0	0				000	000	000
Th232.12	549	2012	0	0	0	0	0				000	000	000
Th233.08	340	2008	0	0	0	0	0				000	000	000
Th233.13	98	2013	0	0	0	0	0				000	000	000
Th234.08	50	2008	0	0	0	1	0		Th234.08		000	001	000
Th234.12	550	2012	0	0	0	0	0				000	000	000
Th235.06	178	2006	0	0	0	0	0				000	000	000
Th235.08	46	2008	0	0	0	0	0				000	000	000
Th235.12	551	2012	0	0	0	0	0				000	000	000
Th235.13	98	2013	0	0	1	1	1	Th235.13	Th235.13	Th235.13	001	001	001
Th236.12	552	2012	0	0	0	0	0				000	000	000
Th236.13	96	2013	0	0	0	0	0				000	000	000
Th237.13	690	2013	0	0	0	0	0				000	000	000
Th238.06	179	2006	0	0	0	0	0				000	000	000
Th238.08	341	2008	0	0	0	0	0				000	000	000
Th238.12	553	2012	0	0	0	0	0				000	000	000
Th238.13	97	2013	0	0	0	0	1			Th238.13	000	000	001
Th239.12	554	2012	0	0	0	0	0				000	000	000
Th239.13	691	2013	0	0	0	0	0				000	000	000
Th240.06	180	2006	0	0	0	0	0				000	000	000
Th240.12	81	2012	0	0	1	1	1	Th240.12	Th240.12	Th240.12	001	001	001
Th240.13	99	2013	0	0	0	0	0				000	000	000
Th241.12	555	2012	0	0	0	0	0				000	000	000
Th241.13	692	2013	0	0	0	0	0				000	000	000
Th242.06	181	2006	0	0	0	0	0				000	000	000
Th242.08	342	2008	0	0	0	0	0				000	000	000
Th242.12	29	2012	0	0	0	0	0				000	000	000
Th242.13	693	2013	0	0	0	0	0				000	000	000
Th243.13	694	2013	0	0	0	0	0				000	000	000
Th244.12	556	2012	0	0	0	0	0				000	000	000
Th245.13	26	2013	0	1	0	0	0				010	010	010
Th246.08	343	2008	0	0	0	0	0				000	000	000
Th246.13	26	2013	0	1	0	0	0				010	010	010
Th247.12	80	2012	0	0	0	0	0				000	000	000
Th247.13	695	2013	0	0	0	0	0				000	000	000
Th249.08	344	2008	0	0	0	0	0				000	000	000
Th249.12	80	2012	0	0	0	0	0				000	000	000
Th250.08	52	2008	0	0	0	0	0				000	000	000
Th250.13	696	2013	0	0	0	0	0				000	000	000
Th251.08	345	2008	0	0	1	1	1	Th251.08	Th251.08	Th251.08	001	001	001
Th251.12	27	2012	0	0	0	0	0				000	000	000
Th251.13	697	2013	0	0	0	0	0				000	000	000
Th252.13	698	2013	0	0	0	0	0				000	000	000
Th254.12	557	2012	0	0	0	0	0				000	000	000
Th254.13	699	2013	0	0	0	0	0				000	000	000
Th255.12	558	2012	0	0	0	0	0				000	000	000
Th255.13	700	2013	0	0	0	0	0				000	000	000
Th256.12	559	2012	0	0	0	0	0				000	000	000
Th256.13	20	2013	0	0	0	0	0				000	000	000
Th258.12	29	2012	0	0	0	0	0				000	000	000
Th259.12	560	2012	0	0	0	0	0				000	000	000
Th259.13	701	2013	0	0	0	0	0				000	000	000
Th260.12	561	2012	0	0	0	0	0				000	000	000
Th260.13	702	2013	0	0	0	0	0				000	000	000
Th262.12	24	2012	0	0	0	0	0				000	000	000
Th263.12	562	2012	0	0	0	0	0				000	000	000
Th263.13	90	2013	0	0	0	0	0				000	000	000
Th264.12	21	2012	0	0	0	0	0				000	000	000
Th265.12	22	2012	0	0	0	0	0				000	000	000
Th265.13	703	2013	0	0	0	0	0				000	000	000
Th266.13	26	2013	1	0	0	1	0		Th266.13		100	101	100
Th268.12	26	2012	0	0	0	0	0				000	000	000
Th268.13	95	2013	0	0	1	1	1	Th268.13	Th268.13	Th268.13	001	001	001
Th269.12	563	2012	0	0	0	0	0				000	000	000
Th270.12	564	2012	0	0	0	0	1			Th270.12	000	000	001
Th271.12	16	2012	0	0	0	0	0				000	000	000
Th272.12	565	2012	0	0	0	0	0				000	000	000
Th272.13	704	2013	0	0	0	0	0				000	000	000
Th273.12	79	2012	0	0	0	0	0				000	000	000
Th274.12	16	2012	0	0	1	1	1	Th274.12	Th274.12	Th274.12	001	001	001
Th274.13	99	2013	0	0	0	0	1			Th274.13	000	000	001
Th276.12	566	2012	0	0	0	0	0				000	000	000
Th276.13	26	2013	0	0	1	0	1	Th276.13		Th276.13	001	000	001
Th277.13	705	2013	0	0	0	0	0				000	000	000
Th278.13	86	2013	0	0	1	1	1	Th278.13	Th278.13	Th278.13	001	001	001
Th279.12	76	2012	0	0	0	0	0				000	000	000
Th279.13	96	2013	0	0	0	0	0				000	000	000
Th280.12	567	2012	0	0	0	0	0				000	000	000
Th280.13	706	2013	0	0	0	0	0				000	000	000
Th281.13	707	2013	0	0	0	0	0				000	000	000
Th282.12	568	2012	0	0	0	0	0				000	000	000
Th282.13	708	2013	0	0	0	0	0				000	000	000
Th283.13	709	2013	0	0	0	0	0				000	000	000
Th284.13	710	2013	0	0	0	0	0				000	000	000
Th285.12	29	2012	0	0	0	0	0				000	000	000
Th285.13	711	2013	0	0	0	0	0				000	000	000
Th286.12	79	2012	0	0	0	0	0				000	000	000
Th286.13	712	2013	0	0	0	0	0				000	000	000
Th287.12	29	2012	0	0	0	0	0				000	000	000
Th288.12	79	2012	0	0	1	1	1	Th288.12	Th288.12	Th288.12	001	001	001
Th289.13	713	2013	0	0	0	0	0				000	000	000
Th290.12	569	2012	0	0	0	0	0				000	000	000
